epoch,dice,bce,seg,boundary,nested,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9726416635513305,0.6649562668800354,0.8495675390958786,0.7264560049772263,0.05961551802232862,0.92519391477108,29.245643483000094,5.1e-05,,,,,,,,
1,0.969213439822197,0.5368385323882103,0.7962635135650635,0.6925443303585053,0.012743378803133965,0.8661551171541214,26.23856369300006,0.00010099999999999999,,,,,,,,
2,0.9654057776927948,0.47541036278009413,0.7694076424837113,0.6859414917230606,0.005429791652131826,0.8382732778787613,25.379546405000156,0.00015099999999999998,,,,,,,,
3,0.9678698319196701,0.43296965181827546,0.7539097940921784,0.6874457561969757,0.001128161063825246,0.8227107799053193,25.13993980700002,0.00020099999999999998,,,,,,,,
4,0.9636379706859589,0.38594265162944796,0.7325598710775375,0.6826967132091523,0.0007512223909725435,0.8008671033382416,24.590239866000047,0.000251,,,,,,,,
5,0.9578343188762665,0.3322316393256187,0.7075932747125626,0.6718256741762161,0.001107398378662765,0.7748312097787857,25.58203116599998,0.0003,,,,,,,,
6,0.9478784632682801,0.27587856590747833,0.6790785270929337,0.695814898610115,0.0006685874162940308,0.7486934494972229,25.039509047000138,0.0002999430460537427,,,,,,,,
7,0.9396603852510452,0.23107521757483482,0.6562263411283493,0.6883910417556762,0.0006818925653351471,0.7250995355844497,25.249686505,0.0002997722274649974,,,,,,,,
8,0.9425146931409836,0.19225788071751596,0.6424119907617569,0.6855283278226852,0.0004549189514364116,0.710987564921379,24.508286910999914,0.00029948767395100045,,,,,,,,
9,0.929275393486023,0.1655481992661953,0.623784539103508,0.6812912547588348,0.0006364181941899005,0.6919454842805862,24.83066243899998,0.0002990896015976924,0.418418271546642,0.3738479899613612,0.2937503560047426,0.418418271546642,0.32097724001309985,0.3821484583243417,0.3925803955168678,
10,0.9124310904741287,0.13955018162727356,0.6032787537574769,0.6884997338056564,0.0003354196461441461,0.6721454977989196,22.362110852000114,0.00029857831269562544,,,,,,,,
11,0.9066499555110932,0.12064040862023831,0.5922461557388305,0.7097039368748664,0.0004759929828287568,0.6632403439283371,24.463875655000038,0.00029795419551040833,,,,,,,,
12,0.8956092131137848,0.10510312207043171,0.5794067978858948,0.7112420386075974,0.00042886111245024947,0.6505524480342865,24.37387089699996,0.00029721772398786267,,,,,,,,
13,0.8759229230880737,0.08997084490954876,0.5615421095490456,0.7031849884986877,0.00048436852594022637,0.6318848219513893,25.852151738999964,0.0002963694573941153,,,,,,,,
14,0.8820687329769135,0.07904310934245587,0.5608585035800934,0.7236222261190415,0.00034636136391782204,0.6332380416989326,24.30240394700013,0.0002954100398908995,,,,,,,,
15,0.8414922857284546,0.07240255389362574,0.5338564145565033,0.7230447548627853,0.0004884117808251176,0.6061853095889091,24.50734078000005,0.0002943402000463875,,,,,,,,
16,0.8490444701910019,0.06151450511068106,0.5340325072407722,0.7381258702278137,0.0004576101925340481,0.6078679743409157,23.58005993500001,0.0002931607502819261,,,,,,,,
17,0.8233615219593048,0.05907564204186201,0.517647191286087,0.7477075630426406,0.00045883127480919936,0.5924408864974976,25.257187820000127,0.00029187258625509513,,,,,,,,
18,0.8366520279645919,0.06995664104819298,0.5299738955497741,0.7843911051750183,0.0006996788876131177,0.6230634355545044,25.29332023300003,0.0002904766861795582,,,,,,,,0.0730772532276751
19,0.8507347047328949,0.06052370999008417,0.5346503260731698,0.7795360100269317,0.00047913098940625785,0.6232605090737343,24.58161734400005,0.0002889741100822202,0.48859963550454205,0.4248584049050069,0.31928938055192896,0.48859963550454205,0.3450773001235478,0.44089827908693097,0.4525462408294202,0.053163141369004734
20,0.8323124569654464,0.05899300964549184,0.5229847010970116,0.8053444570302963,0.0003533194300689502,0.6110114800930023,22.100333269000203,0.00028736599899825856,,,,,,,,0.03737334692385048
21,0.8263871479034424,0.05382668077945709,0.5173629826307297,0.7885428112745285,0.0002764616149943322,0.6020478159189224,21.9357186069999,0.00028565357410463663,,,,,,,,0.02908363270573318
22,0.8366479098796844,0.050807347614318134,0.5223117071390152,0.8040135109424591,0.00030434838139626664,0.6061247488856316,25.060761890999856,0.0002838381357927591,,,,,,,,0.01698236247058958
