model,case_id,subset,group_id,n_modalities,macro_dice
qmmf,BRATS_324,t1+t1ce+t2+flair,sg_dbb5dd7d7605593e,4,0.7849567526994418
qmmf,BRATS_324,t1+t2,sg_dbb5dd7d7605593e,2,0.32074060098389534
qmmf,BRATS_324,t1+t2+flair,sg_dbb5dd7d7605593e,3,0.41232262260085967
qmmf,BRATS_324,t1ce,sg_dbb5dd7d7605593e,1,0.5761473691980018
qmmf,BRATS_324,t1ce+flair,sg_dbb5dd7d7605593e,2,0.7797409522787256
qmmf,BRATS_324,t1ce+t2,sg_dbb5dd7d7605593e,2,0.7477868821453834
qmmf,BRATS_324,t1ce+t2+flair,sg_dbb5dd7d7605593e,3,0.8094822279938407
qmmf,BRATS_324,t2,sg_dbb5dd7d7605593e,1,0.27974070652086375
qmmf,BRATS_324,t2+flair,sg_dbb5dd7d7605593e,2,0.4291159741102885
qmmf,BRATS_335,flair,sg_1dd2f970abd2e8ef,1,0.5959725909601093
qmmf,BRATS_335,t1,sg_1dd2f970abd2e8ef,1,0.38269623408826936
qmmf,BRATS_335,t1+flair,sg_1dd2f970abd2e8ef,2,0.6311675375840381
qmmf,BRATS_335,t1+t1ce,sg_1dd2f970abd2e8ef,2,0.7094806554264256
qmmf,BRATS_335,t1+t1ce+flair,sg_1dd2f970abd2e8ef,3,0.831463659156524
qmmf,BRATS_335,t1+t1ce+t2,sg_1dd2f970abd2e8ef,3,0.8217336803863331
qmmf,BRATS_335,t1+t1ce+t2+flair,sg_1dd2f970abd2e8ef,4,0.8336977426210265
qmmf,BRATS_335,t1+t2,sg_1dd2f970abd2e8ef,2,0.570167426933304
qmmf,BRATS_335,t1+t2+flair,sg_1dd2f970abd2e8ef,3,0.6595748718206974
qmmf,BRATS_335,t1ce,sg_1dd2f970abd2e8ef,1,0.6245915075643177
qmmf,BRATS_335,t1ce+flair,sg_1dd2f970abd2e8ef,2,0.819186006776136
qmmf,BRATS_335,t1ce+t2,sg_1dd2f970abd2e8ef,2,0.8072581218737547
qmmf,BRATS_335,t1ce+t2+flair,sg_1dd2f970abd2e8ef,3,0.8254499636628426
qmmf,BRATS_335,t2,sg_1dd2f970abd2e8ef,1,0.5393789731170833
qmmf,BRATS_335,t2+flair,sg_1dd2f970abd2e8ef,2,0.6518454812203651
qmmf,BRATS_338,flair,sg_602726c0ba192496,1,0.369242378645823
qmmf,BRATS_338,t1,sg_602726c0ba192496,1,0.10600414901793631
qmmf,BRATS_338,t1+flair,sg_602726c0ba192496,2,0.4167552925666413
qmmf,BRATS_338,t1+t1ce,sg_602726c0ba192496,2,0.3042578084332895
qmmf,BRATS_338,t1+t1ce+flair,sg_602726c0ba192496,3,0.7459270877226203
qmmf,BRATS_338,t1+t1ce+t2,sg_602726c0ba192496,3,0.6598339583645015
qmmf,BRATS_338,t1+t1ce+t2+flair,sg_602726c0ba192496,4,0.7354961134951266
qmmf,BRATS_338,t1+t2,sg_602726c0ba192496,2,0.28967439932047684
qmmf,BRATS_338,t1+t2+flair,sg_602726c0ba192496,3,0.40600400765858763
qmmf,BRATS_338,t1ce,sg_602726c0ba192496,1,0.2891133411288982
qmmf,BRATS_338,t1ce+flair,sg_602726c0ba192496,2,0.7320499682423592
qmmf,BRATS_338,t1ce+t2,sg_602726c0ba192496,2,0.6349396372519495
qmmf,BRATS_338,t1ce+t2+flair,sg_602726c0ba192496,3,0.7172965709220969
qmmf,BRATS_338,t2,sg_602726c0ba192496,1,0.2314557807094165
qmmf,BRATS_338,t2+flair,sg_602726c0ba192496,2,0.37247908674573565
qmmf,BRATS_367,flair,sg_a46b5f5bbd1aae60,1,0.6718556808504325
qmmf,BRATS_367,t1,sg_a46b5f5bbd1aae60,1,0.3701596582347492
qmmf,BRATS_367,t1+flair,sg_a46b5f5bbd1aae60,2,0.6661847387511298
qmmf,BRATS_367,t1+t1ce,sg_a46b5f5bbd1aae60,2,0.7739262995768511
qmmf,BRATS_367,t1+t1ce+flair,sg_a46b5f5bbd1aae60,3,0.8627148428513598
qmmf,BRATS_367,t1+t1ce+t2,sg_a46b5f5bbd1aae60,3,0.8522859783538893
qmmf,BRATS_367,t1+t1ce+t2+flair,sg_a46b5f5bbd1aae60,4,0.8532471457472113
qmmf,BRATS_367,t1+t2,sg_a46b5f5bbd1aae60,2,0.630928621565131
qmmf,BRATS_367,t1+t2+flair,sg_a46b5f5bbd1aae60,3,0.6587182740495526
qmmf,BRATS_367,t1ce,sg_a46b5f5bbd1aae60,1,0.7426150939280497
qmmf,BRATS_367,t1ce+flair,sg_a46b5f5bbd1aae60,2,0.8635701814215161
qmmf,BRATS_367,t1ce+t2,sg_a46b5f5bbd1aae60,2,0.839102858199047
qmmf,BRATS_367,t1ce+t2+flair,sg_a46b5f5bbd1aae60,3,0.8531126398475259
qmmf,BRATS_367,t2,sg_a46b5f5bbd1aae60,1,0.5224379936658167
qmmf,BRATS_367,t2+flair,sg_a46b5f5bbd1aae60,2,0.6530889646546234
qmmf,BRATS_369,flair,sg_46b6c66765483f24,1,0.6785143552800431
qmmf,BRATS_369,t1,sg_46b6c66765483f24,1,0.5845568535875055
qmmf,BRATS_369,t1+flair,sg_46b6c66765483f24,2,0.6667943068693486
qmmf,BRATS_369,t1+t1ce,sg_46b6c66765483f24,2,0.7963262367172638
qmmf,BRATS_369,t1+t1ce+flair,sg_46b6c66765483f24,3,0.8204490264561176
qmmf,BRATS_369,t1+t1ce+t2,sg_46b6c66765483f24,3,0.8631407922083213
qmmf,BRATS_369,t1+t1ce+t2+flair,sg_46b6c66765483f24,4,0.8504151908758267
qmmf,BRATS_369,t1+t2,sg_46b6c66765483f24,2,0.6857907204730148
qmmf,BRATS_369,t1+t2+flair,sg_46b6c66765483f24,3,0.6886090433698501
qmmf,BRATS_369,t1ce,sg_46b6c66765483f24,1,0.713875191847427
qmmf,BRATS_369,t1ce+flair,sg_46b6c66765483f24,2,0.8217136276796152
qmmf,BRATS_369,t1ce+t2,sg_46b6c66765483f24,2,0.8668264043785321
qmmf,BRATS_369,t1ce+t2+flair,sg_46b6c66765483f24,3,0.8577569050906001
qmmf,BRATS_369,t2,sg_46b6c66765483f24,1,0.6768351188890883
qmmf,BRATS_369,t2+flair,sg_46b6c66765483f24,2,0.6898852590445523
qmmf,BRATS_404,flair,sg_294e1273de6f57c3,1,0.5675163205043731
qmmf,BRATS_404,t1,sg_294e1273de6f57c3,1,0.0816281874715264
qmmf,BRATS_404,t1+flair,sg_294e1273de6f57c3,2,0.6168414429441548
qmmf,BRATS_404,t1+t1ce,sg_294e1273de6f57c3,2,0.5750628136917418
qmmf,BRATS_404,t1+t1ce+flair,sg_294e1273de6f57c3,3,0.807320558294449
qmmf,BRATS_404,t1+t1ce+t2,sg_294e1273de6f57c3,3,0.8306343878607958
qmmf,BRATS_404,t1+t1ce+t2+flair,sg_294e1273de6f57c3,4,0.8227701880885903
qmmf,BRATS_404,t1+t2,sg_294e1273de6f57c3,2,0.7204292563100793
qmmf,BRATS_404,t1+t2+flair,sg_294e1273de6f57c3,3,0.7061682948771405
qmmf,BRATS_404,t1ce,sg_294e1273de6f57c3,1,0.5649181309854279
qmmf,BRATS_404,t1ce+flair,sg_294e1273de6f57c3,2,0.8306064491764976
qmmf,BRATS_404,t1ce+t2,sg_294e1273de6f57c3,2,0.8328267676106603
qmmf,BRATS_404,t1ce+t2+flair,sg_294e1273de6f57c3,3,0.8322524288408983
qmmf,BRATS_404,t2,sg_294e1273de6f57c3,1,0.7052303251327151
qmmf,BRATS_404,t2+flair,sg_294e1273de6f57c3,2,0.685248460450495
qmmf,BRATS_413,flair,sg_3b44f65ab67602cc,1,0.3657050999613307
qmmf,BRATS_413,t1,sg_3b44f65ab67602cc,1,0.20335053345211496
qmmf,BRATS_413,t1+flair,sg_3b44f65ab67602cc,2,0.4555048787736904
qmmf,BRATS_413,t1+t1ce,sg_3b44f65ab67602cc,2,0.40720149797728394
qmmf,BRATS_413,t1+t1ce+flair,sg_3b44f65ab67602cc,3,0.7766238745618578
qmmf,BRATS_413,t1+t1ce+t2,sg_3b44f65ab67602cc,3,0.6790085859418614
qmmf,BRATS_413,t1+t1ce+t2+flair,sg_3b44f65ab67602cc,4,0.7879457420688764
qmmf,BRATS_413,t1+t2,sg_3b44f65ab67602cc,2,0.41936596168674284
qmmf,BRATS_413,t1+t2+flair,sg_3b44f65ab67602cc,3,0.5042028218785041
qmmf,BRATS_413,t1ce,sg_3b44f65ab67602cc,1,0.3827742181032756
qmmf,BRATS_413,t1ce+flair,sg_3b44f65ab67602cc,2,0.7240032077697517
qmmf,BRATS_413,t1ce+t2,sg_3b44f65ab67602cc,2,0.6402491250938026
qmmf,BRATS_413,t1ce+t2+flair,sg_3b44f65ab67602cc,3,0.7620245083168916
qmmf,BRATS_413,t2,sg_3b44f65ab67602cc,1,0.35935745857676954
qmmf,BRATS_413,t2+flair,sg_3b44f65ab67602cc,2,0.47620827985274894
qmmf,BRATS_430,flair,sg_a4981b8b123d95c4,1,0.24038623009141638
qmmf,BRATS_430,t1,sg_a4981b8b123d95c4,1,0.2750025449152333
qmmf,BRATS_430,t1+flair,sg_a4981b8b123d95c4,2,0.36441630780251016
qmmf,BRATS_430,t1+t1ce,sg_a4981b8b123d95c4,2,0.6764592691458967
qmmf,BRATS_430,t1+t1ce+flair,sg_a4981b8b123d95c4,3,0.7908237446529659
qmmf,BRATS_430,t1+t1ce+t2,sg_a4981b8b123d95c4,3,0.7721845954645663
qmmf,BRATS_430,t1+t1ce+t2+flair,sg_a4981b8b123d95c4,4,0.8061001029535487
qmmf,BRATS_430,t1+t2,sg_a4981b8b123d95c4,2,0.438558604709725
qmmf,BRATS_430,t1+t2+flair,sg_a4981b8b123d95c4,3,0.4871707169753236
qmmf,BRATS_430,t1ce,sg_a4981b8b123d95c4,1,0.6716985778439258
qmmf,BRATS_430,t1ce+flair,sg_a4981b8b123d95c4,2,0.7812030198402021
qmmf,BRATS_430,t1ce+t2,sg_a4981b8b123d95c4,2,0.7743522636194228
qmmf,BRATS_430,t1ce+t2+flair,sg_a4981b8b123d95c4,3,0.8074896794460398
qmmf,BRATS_430,t2,sg_a4981b8b123d95c4,1,0.3976908478236519
qmmf,BRATS_430,t2+flair,sg_a4981b8b123d95c4,2,0.47878403409008224
qmmf,BRATS_441,flair,sg_baba356c1735c37c,1,0.483657965138191
qmmf,BRATS_441,t1,sg_baba356c1735c37c,1,0.36528119590013075
qmmf,BRATS_441,t1+flair,sg_baba356c1735c37c,2,0.505154580873279
qmmf,BRATS_441,t1+t1ce,sg_baba356c1735c37c,2,0.7495269000201281
qmmf,BRATS_441,t1+t1ce+flair,sg_baba356c1735c37c,3,0.8240334923173487
qmmf,BRATS_441,t1+t1ce+t2,sg_baba356c1735c37c,3,0.8259255258335504
qmmf,BRATS_441,t1+t1ce+t2+flair,sg_baba356c1735c37c,4,0.8434769082388237
qmmf,BRATS_441,t1+t2,sg_baba356c1735c37c,2,0.5046570725696714
qmmf,BRATS_441,t1+t2+flair,sg_baba356c1735c37c,3,0.5621634146689475
qmmf,BRATS_441,t1ce,sg_baba356c1735c37c,1,0.6817377320036844
qmmf,BRATS_441,t1ce+flair,sg_baba356c1735c37c,2,0.8050223679777556
qmmf,BRATS_441,t1ce+t2,sg_baba356c1735c37c,2,0.8100295031485502
qmmf,BRATS_441,t1ce+t2+flair,sg_baba356c1735c37c,3,0.8336387663092163
qmmf,BRATS_441,t2,sg_baba356c1735c37c,1,0.4420771334190638
qmmf,BRATS_441,t2+flair,sg_baba356c1735c37c,2,0.5286489673783532
qmmf,BRATS_484,flair,sg_482440ccbb01f4b6,1,0.5623234240087419
qmmf,BRATS_484,t1,sg_482440ccbb01f4b6,1,0.5288139228275626
qmmf,BRATS_484,t1+flair,sg_482440ccbb01f4b6,2,0.7326511814188001
qmmf,BRATS_484,t1+t1ce,sg_482440ccbb01f4b6,2,0.7460743863848659
qmmf,BRATS_484,t1+t1ce+flair,sg_482440ccbb01f4b6,3,0.8785064698726729
qmmf,BRATS_484,t1+t1ce+t2,sg_482440ccbb01f4b6,3,0.8476274236814456
qmmf,BRATS_484,t1+t1ce+t2+flair,sg_482440ccbb01f4b6,4,0.8801446482666814
qmmf,BRATS_484,t1+t2,sg_482440ccbb01f4b6,2,0.6683767010558079
qmmf,BRATS_484,t1+t2+flair,sg_482440ccbb01f4b6,3,0.7309058776804974
qmmf,BRATS_484,t1ce,sg_482440ccbb01f4b6,1,0.7314133670683486
qmmf,BRATS_484,t1ce+flair,sg_482440ccbb01f4b6,2,0.8607533051752708
qmmf,BRATS_484,t1ce+t2,sg_482440ccbb01f4b6,2,0.83691562542346
qmmf,BRATS_484,t1ce+t2+flair,sg_482440ccbb01f4b6,3,0.8696171222254881
qmmf,BRATS_484,t2,sg_482440ccbb01f4b6,1,0.6159587461807662
qmmf,BRATS_484,t2+flair,sg_482440ccbb01f4b6,2,0.6786990882003074
hemis,BRATS_021,flair,sg_8a56096263e207fc,1,0.4752677013246853
hemis,BRATS_021,t1,sg_8a56096263e207fc,1,0.22046018329025982
hemis,BRATS_021,t1+flair,sg_8a56096263e207fc,2,0.12625256283082362
hemis,BRATS_021,t1+t1ce,sg_8a56096263e207fc,2,0.3472967294551695
hemis,BRATS_021,t1+t1ce+flair,sg_8a56096263e207fc,3,0.476842442344003
hemis,BRATS_021,t1+t1ce+t2,sg_8a56096263e207fc,3,0.6015916266400899
hemis,BRATS_021,t1+t1ce+t2+flair,sg_8a56096263e207fc,4,0.6587593378513537
hemis,BRATS_021,t1+t2,sg_8a56096263e207fc,2,0.4298479407168983
hemis,BRATS_021,t1+t2+flair,sg_8a56096263e207fc,3,0.5149263042457203
hemis,BRATS_021,t1ce,sg_8a56096263e207fc,1,0.25203586089870605
hemis,BRATS_021,t1ce+flair,sg_8a56096263e207fc,2,0.4875984885246427
hemis,BRATS_021,t1ce+t2,sg_8a56096263e207fc,2,0.6285496998919015
hemis,BRATS_021,t1ce+t2+flair,sg_8a56096263e207fc,3,0.6848570784666675
hemis,BRATS_021,t2,sg_8a56096263e207fc,1,0.3885027511664186
hemis,BRATS_021,t2+flair,sg_8a56096263e207fc,2,0.5364446363550504
hemis,BRATS_111,flair,sg_74969a1c98337c11,1,0.5653990975814198
hemis,BRATS_111,t1,sg_74969a1c98337c11,1,0.3013561802774613
hemis,BRATS_111,t1+flair,sg_74969a1c98337c11,2,0.5430608317591141
hemis,BRATS_111,t1+t1ce,sg_74969a1c98337c11,2,0.6327456842974977
hemis,BRATS_111,t1+t1ce+flair,sg_74969a1c98337c11,3,0.7901684633138079
hemis,BRATS_111,t1+t1ce+t2,sg_74969a1c98337c11,3,0.8010884299698745
hemis,BRATS_111,t1+t1ce+t2+flair,sg_74969a1c98337c11,4,0.8194741854968671
hemis,BRATS_111,t1+t2,sg_74969a1c98337c11,2,0.5302352674079777
hemis,BRATS_111,t1+t2+flair,sg_74969a1c98337c11,3,0.631213415809734
hemis,BRATS_111,t1ce,sg_74969a1c98337c11,1,0.5452846065721296
hemis,BRATS_111,t1ce+flair,sg_74969a1c98337c11,2,0.7753739192550988
hemis,BRATS_111,t1ce+t2,sg_74969a1c98337c11,2,0.7754110862926632
hemis,BRATS_111,t1ce+t2+flair,sg_74969a1c98337c11,3,0.8011541583104337
hemis,BRATS_111,t2,sg_74969a1c98337c11,1,0.5091261319474835
hemis,BRATS_111,t2+flair,sg_74969a1c98337c11,2,0.6104759881353684
hemis,BRATS_172,flair,sg_cb857fb98a0abf51,1,0.5276392650622302
hemis,BRATS_172,t1,sg_cb857fb98a0abf51,1,0.4391880866839685
hemis,BRATS_172,t1+flair,sg_cb857fb98a0abf51,2,0.5675377255816478
hemis,BRATS_172,t1+t1ce,sg_cb857fb98a0abf51,2,0.7103574570684059
hemis,BRATS_172,t1+t1ce+flair,sg_cb857fb98a0abf51,3,0.8738205162724819
hemis,BRATS_172,t1+t1ce+t2,sg_cb857fb98a0abf51,3,0.8595764356565038
hemis,BRATS_172,t1+t1ce+t2+flair,sg_cb857fb98a0abf51,4,0.8753427081938505
hemis,BRATS_172,t1+t2,sg_cb857fb98a0abf51,2,0.5837557748484755
hemis,BRATS_172,t1+t2+flair,sg_cb857fb98a0abf51,3,0.6092346677204213
hemis,BRATS_172,t1ce,sg_cb857fb98a0abf51,1,0.6917685956540325
hemis,BRATS_172,t1ce+flair,sg_cb857fb98a0abf51,2,0.8666563540516751
hemis,BRATS_172,t1ce+t2,sg_cb857fb98a0abf51,2,0.8671985740688082
hemis,BRATS_172,t1ce+t2+flair,sg_cb857fb98a0abf51,3,0.8667370232410748
hemis,BRATS_172,t2,sg_cb857fb98a0abf51,1,0.5978660071390197
hemis,BRATS_172,t2+flair,sg_cb857fb98a0abf51,2,0.6146187296450041
hemis,BRATS_219,flair,sg_4634c4d061d30852,1,0.6273923947589864
hemis,BRATS_219,t1,sg_4634c4d061d30852,1,0.30754896813054355
hemis,BRATS_219,t1+flair,sg_4634c4d061d30852,2,0.5795654278809769
hemis,BRATS_219,t1+t1ce,sg_4634c4d061d30852,2,0.7037283853566496
hemis,BRATS_219,t1+t1ce+flair,sg_4634c4d061d30852,3,0.8042847918789392
hemis,BRATS_219,t1+t1ce+t2,sg_4634c4d061d30852,3,0.7381586760775626
hemis,BRATS_219,t1+t1ce+t2+flair,sg_4634c4d061d30852,4,0.8102748289179984
hemis,BRATS_219,t1+t2,sg_4634c4d061d30852,2,0.5140613389888736
hemis,BRATS_219,t1+t2+flair,sg_4634c4d061d30852,3,0.6380167424856165
hemis,BRATS_219,t1ce,sg_4634c4d061d30852,1,0.6869060214673116
hemis,BRATS_219,t1ce+flair,sg_4634c4d061d30852,2,0.81154728819073
hemis,BRATS_219,t1ce+t2,sg_4634c4d061d30852,2,0.775236089209007
hemis,BRATS_219,t1ce+t2+flair,sg_4634c4d061d30852,3,0.8329901586284788
hemis,BRATS_219,t2,sg_4634c4d061d30852,1,0.48286668715389286
hemis,BRATS_219,t2+flair,sg_4634c4d061d30852,2,0.6497918608176235
hemis,BRATS_230,flair,sg_1669c905c2882ce2,1,0.1926962708311293
hemis,BRATS_230,t1,sg_1669c905c2882ce2,1,0.16966059073440123
hemis,BRATS_230,t1+flair,sg_1669c905c2882ce2,2,0.1589795385409275
hemis,BRATS_230,t1+t1ce,sg_1669c905c2882ce2,2,0.14865563118646932
hemis,BRATS_230,t1+t1ce+flair,sg_1669c905c2882ce2,3,0.23120889937123432
hemis,BRATS_230,t1+t1ce+t2,sg_1669c905c2882ce2,3,0.48568709296567025
hemis,BRATS_230,t1+t1ce+t2+flair,sg_1669c905c2882ce2,4,0.5066706803983152
hemis,BRATS_230,t1+t2,sg_1669c905c2882ce2,2,0.45914556050126004
hemis,BRATS_230,t1+t2+flair,sg_1669c905c2882ce2,3,0.49186108765273273
hemis,BRATS_230,t1ce,sg_1669c905c2882ce2,1,0.1684377742397876
hemis,BRATS_230,t1ce+flair,sg_1669c905c2882ce2,2,0.27215004507451757
hemis,BRATS_230,t1ce+t2,sg_1669c905c2882ce2,2,0.5288003637542639
hemis,BRATS_230,t1ce+t2+flair,sg_1669c905c2882ce2,3,0.5218680061209617
hemis,BRATS_230,t2,sg_1669c905c2882ce2,1,0.3437643081761285
