group_id,qmmf,hemis,unet25d,no_quality,no_variance,no_max,no_consistency,shuffled_quality,matched_moment_fusion
sg_05284efb46abb582,0.8686925875488702,0.8389630912732927,0.8771198844345313,0.8663628786120027,0.86904289063552,0.8658772515946683,0.8645352600098118,0.8857695372899501,0.8860602172036577
sg_06d8065186ce4ce6,0.8436857594470245,0.7954106977635947,0.883280532800217,0.8435365174779267,0.8444354532676629,0.8335332258070856,0.8526221684865373,0.8635402492017242,0.8825233438015228
sg_0986963e6efafce3,0.6814817637236427,0.5823948896590251,0.6851222396577318,0.6937776524754463,0.7060130960392322,0.6606467933298865,0.6844855868053198,0.7214101581844093,0.7489990174044578
sg_0c0db9c0f083da26,0.9024819315909333,0.8739976110443763,0.8958127465630523,0.9066500096390117,0.904330976519953,0.9079727049541857,0.9014224737492428,0.9079997130989708,0.9102924217867576
sg_0d0ba3fb62c66b4e,0.5582373183632425,0.4564819773523528,0.5782432936727303,0.4611924023238995,0.5695924808549804,0.534139176828761,0.5131943015611264,0.5282842698534135,0.5394644186844219
sg_108b660b16f7eec7,0.8187598772778003,0.6698528990190034,0.7834512490429705,0.80487832965937,0.8148778980114375,0.7722348890393117,0.8118360071614071,0.8027058863991908,0.7560041723334077
sg_10a96640d281618d,0.9086660410354905,0.828215178809665,0.9044148836751,0.916329245800982,0.9094626907074953,0.9100224737177045,0.9043907879549109,0.9029443723761468,0.9066906583630023
sg_11cc2b353d365340,0.8406535195455603,0.7948855773005965,0.8586329590672834,0.825229295020737,0.836829994622394,0.8252265146792789,0.8472987468711768,0.8276412606202513,0.840146784200536
sg_12a8304c53928db9,0.6762256101582478,0.684380936851888,0.6582566284989867,0.6905348863210545,0.6972182387034634,0.6473107911890446,0.6820537481421155,0.7399196085631976,0.7329923510001748
sg_1669c905c2882ce2,0.6580721700806003,0.5066706803983151,0.7594290011630093,0.7538278897440837,0.7861846955834535,0.688083716507189,0.6773476096559738,0.6365928970764921,0.593107994801526
sg_16ab3a8404d78681,0.8722779371456255,0.8406093687307464,0.8819953059283523,0.8851876527282118,0.8766752979471513,0.8603388573540307,0.8726905729927796,0.8693489895332118,0.8827761733655137
sg_189c183ed5f23717,0.7806130120227008,0.7812626200737363,0.7364216333563869,0.801946979427168,0.779097149311519,0.7865119268956771,0.7780844082417643,0.7813699634544174,0.7819555300995816
sg_1aebfcdb85ddeaf3,0.8458417405265244,0.6231782719132011,0.8177821321235608,0.8070209873823007,0.8096311601477537,0.7842180607701723,0.836783609381916,0.8185714670311668,0.8351212413730698
sg_1dd2f970abd2e8ef,0.8336977426210265,0.8257011961391391,0.8145440072805977,0.8373515676788422,0.8369437805970983,0.8328861998161807,0.8291678861562871,0.8319311317505428,0.8371852240705486
sg_20a57b6fd840c3eb,0.8654510129919314,0.7409107861966651,0.8740533502907016,0.8659231349654103,0.8653081546499619,0.8607828279558244,0.865628417815676,0.8520231818106319,0.8622728630326192
sg_25e919048f6b0ef1,0.7894693399161247,0.7842431613785804,0.8104634411777404,0.7947222992207381,0.8040571837551497,0.7710775428162387,0.7783991432131332,0.798054209129846,0.8181537288194356
sg_294e1273de6f57c3,0.845615675316421,0.7645623079428181,0.8638021100238336,0.8554697675638825,0.8193130228664887,0.8522710394585045,0.8396683145987411,0.8546342649408993,0.8594313697875462
sg_2f3955204a0ca3e9,0.5459159751272432,0.5282821779013929,0.5029303998793859,0.5469706497888002,0.5117661625450323,0.5471019819489467,0.5527189676047686,0.5817151449182307,0.576660149375715
sg_341113092c77300c,0.8493281834723909,0.7496758305887529,0.8519828205153118,0.8439600870532669,0.8348745368871571,0.8546299809363654,0.8472272382631069,0.7913470696971858,0.8312188721768585
sg_3aff73a604680c9f,0.8575009393434854,0.7729407146822309,0.8327836835004978,0.8746556128427292,0.8714408283810431,0.8637015895123031,0.8580303921542235,0.8546668252182821,0.8626354069114269
