epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency,model
0,0.9777687269449234,0.6931050640344619,0.863903289437294,0.7229493135213851,0.0476246458850801,0.600647656917572,1.5392271101474762,29.258211729999857,5.1e-05,,,,,,,,,qmmf
1,0.9674518209695816,0.509224828183651,0.7841610527038574,0.6899106776714325,0.04574348308146,0.4931344091892242,1.3485736954212189,26.24556158599989,0.0001009999999999,,,,,,,,,qmmf
2,0.9622579497098924,0.4441005626320839,0.7549950248003006,0.680839546918869,0.0377681274339556,0.4663584434986114,1.291325830221176,25.339722847000075,0.0001509999999999,,,,,,,,,qmmf
3,0.961939389705658,0.3988116231560707,0.7366883164644241,0.6824103760719299,0.0264348404854536,0.4510221442580223,1.2572732412815093,25.087077006000072,0.0002009999999999,,,,,,,,,qmmf
4,0.9574972492456436,0.3497409904003143,0.7143947756290436,0.678948375582695,0.0188445583824068,0.4328733459115028,1.2161051833629608,24.627330681000103,0.000251,,,,,,,,,qmmf
5,0.9509703987836836,0.2991735339164734,0.6902516800165176,0.6727020794153213,0.0157110581547021,0.4158905386924744,1.1741979801654816,25.527103837999903,0.0003,,,,,,,,,qmmf
6,0.9406776106357576,0.2488301511108875,0.6639386504888535,0.6934261327981949,0.016193415778689,0.3964784154295921,1.1305693447589875,25.00866243399992,0.0002999430460537,,,,,,,,,qmmf
7,0.9271250426769256,0.2030223293602466,0.6374839806556701,0.6853000658750534,0.0190185066964477,0.3794401270151138,1.0864050394296647,25.211576364999928,0.0002997722274649,,,,,,,,,qmmf
8,0.9294443690776824,0.1627803094685077,0.6227787685394287,0.6921567797660828,0.0290384761989116,0.3788231758773326,1.0722695523500445,24.447117985999967,0.000299487673951,,,,,,,,,qmmf
9,0.9115888565778733,0.1350980693846941,0.6009925645589829,0.6795073640346527,0.0278764931112527,0.3694381409883499,1.039775267243385,24.77429745899985,0.0002990896015976,0.4364345977104347,0.4043299901300226,0.3364403966492277,0.4364345977104347,0.3776557766467771,0.3988995960328563,0.4168037953301904,,qmmf
10,0.890145178437233,0.1124597359448671,0.5790710166096688,0.6928328490257263,0.023022605124861,0.353189310580492,1.0026947420835497,24.629753277999956,0.0002985783126956,,,,,,,,,qmmf
11,0.8833999353647232,0.0947138380259275,0.5679255142807961,0.7177012795209885,0.0196518563106656,0.3543823553621769,0.9950605869293212,23.54820443999984,0.0002979541955104,,,,,,,,,qmmf
12,0.8667382210493088,0.0801172574982047,0.5520898598432541,0.701135715842247,0.0169049433432519,0.3444307534396648,0.9674794286489486,24.20754063000004,0.0002972177239878,,,,,,,,,qmmf
13,0.8467539423704147,0.0690096355974674,0.5356562384963035,0.712926874756813,0.0154757631104439,0.3367232030630112,0.9444459164142608,25.551229597999964,0.0002963694573941,,,,,,,,,qmmf
14,0.8512785142660141,0.0595319676026701,0.5345799186825753,0.7170773857831955,0.0145533657539635,0.3435231213271618,0.950538445711136,24.22159142500004,0.0002954100398908,,,,,,,,,qmmf
15,0.8073124197125435,0.0527738030627369,0.5054969921708107,0.7187874391674995,0.012722438769415,0.3219186842441559,0.8999305444955826,24.08450323299985,0.0002943402000463,,,,,,,,,qmmf
16,0.8161907809972763,0.0445773881673812,0.5075454431772232,0.7279871863126754,0.0113809520471841,0.3291669037938118,0.9100801122188568,23.59954696299997,0.0002931607502819,,,,,,,,,qmmf
17,0.7849906980991364,0.0412332534790039,0.4874877396225929,0.7265110611915588,0.0093795182276517,0.3152939869463443,0.8759018051624298,24.99518778300012,0.000291872586255,,,,,,,,,qmmf
18,0.7998323965072632,0.0464049435779452,0.4984614360332489,0.7888572543859482,0.0084716710587963,0.3344501785933971,0.9175061458349228,26.05444739299992,0.0002904766861795,,,,,,,,0.0264261418877868,qmmf
19,0.8205942124128341,0.0434544731676578,0.5097383385896683,0.7878475570678711,0.0074898180784657,0.3458717864751816,0.9388221681118012,22.51403656599996,0.0002889741100822,0.4747921887174804,0.4398260394205687,0.3748295909986482,0.4747921887174804,0.424255081747925,0.4204308477963005,0.4543060841565237,0.0202640159311704,qmmf
20,0.7939810144901276,0.0430605291388928,0.4936128401756287,0.7910886043310166,0.0063783066580072,0.3361071856319904,0.911678701043129,25.58197320600016,0.0002873659989982,,,,,,,,0.0126544827455654,qmmf
21,0.79142902135849,0.0373265403695404,0.4897880506515503,0.7875325864553452,0.0057713508047163,0.3324729251861572,0.9028606849908828,24.46852585600004,0.0002856535741046,,,,,,,,0.0077893952513113,qmmf
22,0.8004050862789154,0.0352758682798594,0.4943534210324287,0.8000415462255478,0.0048880013544112,0.3414871750771999,0.9175024104118348,25.319762683999897,0.0002838381357927,,,,,,,,0.0070663107605651,qmmf
23,0.7823583662509919,0.0328024395741522,0.4825360164046287,0.7698999202251434,0.0044522656244225,0.3326130302250385,0.8936607211828231,24.51453077899987,0.0002819210626809,,,,,,,,0.0064953320333734,qmmf
24,0.7673243939876556,0.0328582216054201,0.4735379406809807,0.7986555176973343,0.0038284866837784,0.326220236569643,0.880987361073494,24.903577025999997,0.0002799038105676,,,,,,,,0.0058610484423115,qmmf
25,0.7701588824391365,0.0320678559783846,0.4749224898219109,0.7846207839250564,0.0033423397317528,0.3309067717194557,0.8856121668219566,24.37837013799981,0.0002777879113257,,,,,,,,0.005768567235209,qmmf
26,0.8017815983295441,0.027588486643508,0.492104372382164,0.7917258685827255,0.0028947705170139,0.3464673647284508,0.9189405530691148,25.25187916999994,0.0002755749717393,,,,,,,,0.0052574254246428,qmmf
