group_id,qmmf,hemis,unet25d,no_quality,no_variance,no_max,no_consistency,shuffled_quality,matched_moment_fusion
sg_1669c905c2882ce2,0.23587193521114225,0.14865563118646932,0.10153982039209052,0.20544955898001768,0.2744969097398455,0.2479097210110316,0.2389263447461246,0.2413342153667161,0.24161588914186052
sg_1dd2f970abd2e8ef,0.38269623408826936,0.2877129449568538,0.3514099697283672,0.36775524616164934,0.36802946934169806,0.36532701313983135,0.39053850267277945,0.3917238323984862,0.38759024879276144
sg_294e1273de6f57c3,0.0816281874715264,0.5306060326676134,0.09062451819594702,0.08543235170592217,0.10564396090805243,0.07761407478989608,0.08154349928231298,0.09939929580017326,0.11138199488793543
sg_3b44f65ab67602cc,0.20335053345211496,0.040173836229365135,0.19596075729862694,0.2445244369810097,0.25613469907260683,0.2071931757425611,0.2043059894371896,0.2313542337852961,0.26885147055413205
sg_4634c4d061d30852,0.5580771776015044,0.30754896813054355,0.5195882268254843,0.5666634259986485,0.4908134255614522,0.599073811392603,0.5567697277010984,0.5709417801883446,0.5936759265060223
sg_46b6c66765483f24,0.5845568535875055,0.2651349552281164,0.5130815815767662,0.6005653997481006,0.6039516276409517,0.6156124304981591,0.593176736656991,0.5841318630460465,0.6029424397204121
sg_482440ccbb01f4b6,0.5288139228275626,0.4536467056483781,0.46977783330296835,0.5306221237388687,0.5667296766078572,0.5159475940417741,0.5261358001534279,0.5427451113416281,0.5721764289967814
sg_602726c0ba192496,0.10600414901793631,0.03109200139424946,0.07494648512628373,0.10217319356347805,0.14352948453130296,0.10305480891830447,0.10542582658712761,0.16215015928840396,0.19379956345611696
sg_74969a1c98337c11,0.41653214807274425,0.3013561802774613,0.2947024917922257,0.40092506896190705,0.4419863410614937,0.37705178424158087,0.4040845272071447,0.42278857423136723,0.4891541830617964
sg_8a56096263e207fc,0.289319935032808,0.12625256283082362,0.3338724063399236,0.37287777404087535,0.2990917988208826,0.3361479618062602,0.27264190252462955,0.3457052362066741,0.40427326596284724
sg_9568e8757c7f7a03,0.045909903290600844,0.03028319662260756,0.027373876708765885,0.06231821384501548,0.09007711684768983,0.06918045698757834,0.054112211413229326,0.06671050490080684,0.10783417109128794
sg_a46b5f5bbd1aae60,0.3701596582347492,0.15116187425413216,0.15734206861383307,0.3450632229427079,0.3877315400536833,0.3318658842635753,0.3593459773443308,0.41703054043928584,0.4309140609474927
sg_a4981b8b123d95c4,0.24038623009141638,0.0168643690769475,0.1511597047639284,0.27542669149066473,0.35147849673155857,0.2020933188627779,0.28458871165543065,0.3159477143658983,0.2803890575259824
sg_baba356c1735c37c,0.36528119590013075,0.21070654843359146,0.2853324761144247,0.32135684549695875,0.35875189755481013,0.3468275185460692,0.36821853302473845,0.38065428347322233,0.36493751293850835
sg_cb857fb98a0abf51,0.5926808792133303,0.4391880866839685,0.6035407388199864,0.5934128320123927,0.5859229086226941,0.6033632954705634,0.6109235603466521,0.6047758888831816,0.6043622322024166
sg_dbb5dd7d7605593e,0.2359949894558232,0.11017054302582945,0.2162920789433415,0.22387833801749957,0.24338909072503068,0.23522823494042014,0.2318418235064299,0.26615646711142055,0.2809769560412134
