epoch,dice,bce,seg,boundary,nested,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9725588929653167,0.5756031996011735,0.8137766432762146,0.6960981518030167,0.02345921892672777,0.8845594197511673,21.363163013000303,5.1e-05,,,,,,,,
1,0.9668734019994736,0.4215229588747025,0.7487332540750503,0.6784425240755081,0.026320302775129676,0.8178935182094574,21.525058281000383,0.00010099999999999999,,,,,,,,
2,0.9569204920530319,0.35064617574214935,0.7144107937812805,0.6690148144960404,0.04286531997844577,0.7834555447101593,20.932459759000267,0.00015099999999999998,,,,,,,,
3,0.9514984971284867,0.30622832864522936,0.6933904558420181,0.6685155320167542,0.04894671332091093,0.7626893424987793,21.126832507000472,0.00020099999999999998,,,,,,,,
4,0.9437100851535797,0.2660834410786629,0.6726594495773316,0.6627958130836487,0.043075210712850094,0.7410927909612656,20.567869405000238,0.000251,,,,,,,,
5,0.9333702915906906,0.22396734237670898,0.6496091347932815,0.6482072973251343,0.03847290344536305,0.7163535124063491,21.568855176999932,0.0003,,,,,,,,
6,0.9212459421157837,0.1882499648630619,0.6280475801229477,0.6701652699708939,0.033604598883539435,0.6967443358898163,21.639061701999708,0.0002999430460537427,,,,,,,,
7,0.9095308184623718,0.1572069211304188,0.6086012810468674,0.6614404499530793,0.02995903978124261,0.6762432765960693,21.14450127500004,0.0002997722274649974,,,,,,,,
8,0.9130308496952056,0.1301118841022253,0.5998632872104644,0.6580856531858444,0.027161820493638515,0.6670299422740936,21.136644530999547,0.00029948767395100045,,,,,,,,
9,0.8957442706823349,0.11129243053495884,0.5819635519385338,0.6541458922624588,0.02469437163323164,0.6486128628253937,21.270452644000216,0.0002990896015976924,0.6435056252583835,0.47680569680255963,0.3150247026100349,0.6435056252583835,0.35598671233715384,0.43092475281214176,0.5606475544568015,
10,0.8744971972703933,0.09351535238325596,0.562104481458664,0.6695228731632232,0.022762328274548053,0.630194889307022,21.19672228499985,0.00029857831269562544,,,,,,,,
11,0.868224800825119,0.08086613193154335,0.553281357884407,0.6846210789680481,0.021516350228339434,0.622819282412529,20.79841792299976,0.00029795419551040833,,,,,,,,
12,0.8536176705360412,0.0707677422836423,0.540477722287178,0.6909400528669357,0.019704604875296353,0.610556957423687,20.885390364999694,0.00029721772398786267,,,,,,,,
13,0.83119156062603,0.060706402696669104,0.5229975217580796,0.6860839807987213,0.017653992185369134,0.5924886205792427,22.071095148000495,0.0002963694573941153,,,,,,,,
