epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9776859205961227,0.6221179395914078,0.8354587560892105,0.7283691418170929,0.06642778817564249,0.5907574230432511,1.5023744881153107,22.2936967429996,5.1e-05,,,,,,,,
1,0.9684688168764114,0.47647151559591294,0.7716699230670929,0.6914540499448776,0.025479905414395033,0.49943538278341293,1.3415247118473053,21.924109105000753,0.00010099999999999999,,,,,,,,
2,0.9648382562398911,0.419830364882946,0.7468351340293884,0.6844257205724716,0.0031276691693346947,0.4698811376094818,1.2853152287006377,22.01214225199874,0.00015099999999999998,,,,,,,,
3,0.964571731686592,0.3758050701022148,0.7290650975704193,0.6836676126718522,0.0007995687652146443,0.45237038284540176,1.249842232465744,21.529358132000198,0.00020099999999999998,,,,,,,,
4,0.9599319189786911,0.32945099294185637,0.7077395778894424,0.68409066259861,0.00045534087359556,0.4350523081421852,1.2112237215042114,21.15353570300067,0.000251,,,,,,,,
5,0.952731494307518,0.28175982415676115,0.6843428540229798,0.6770635634660721,0.0004591863031964749,0.4164770472049713,1.1685492134094237,22.588554907999423,0.0003,,,,,,,,
6,0.9408955365419388,0.23238718196749686,0.657492213845253,0.6968161010742188,0.00031765660576638766,0.39560386061668396,1.122793574333191,21.811408044999553,0.0002999430460537427,,,,,,,,
7,0.9274767315387726,0.18965285032987594,0.6323472011089325,0.6820678883790969,0.00029017045635555406,0.3764572963118553,1.0770258045196532,21.77726028899997,0.0002997722274649974,,,,,,,,
8,0.9313132417201996,0.15627237349748613,0.621296923160553,0.695359497666359,0.00030359770255017793,0.378290553689003,1.0691386026144027,21.507336037999266,0.00029948767395100045,,,,,,,,
9,0.9130765408277511,0.13198279917240144,0.600639072060585,0.6796842360496521,0.00032399335446825717,0.365861337184906,1.0344850301742554,21.990982012999666,0.0002990896015976924,0.5746305207661903,0.47757150787465985,0.35274554836484423,0.5746305207661903,0.37946137926513845,0.47862262359265134,0.5233243196585965,
10,0.8951650893688202,0.11184198506176472,0.5818358734250069,0.6903068512678147,0.0003208027882465103,0.3507591164112091,1.0016417080163955,22.26318676700066,0.00029857831269562544,,,,,,,,
11,0.8872037214040757,0.09520101733505726,0.5704026609659195,0.7158476382493972,0.0002750225775162107,0.35116380631923677,0.9931649845838547,21.48113050199936,0.00029795419551040833,,,,,,,,
12,0.8729504442214966,0.08159392930567265,0.5564078581333161,0.707013019323349,0.00032666938124748413,0.34336239859461787,0.970487887263298,22.012877193999884,0.00029721772398786267,,,,,,,,
13,0.8511110192537308,0.07012536779046058,0.5387167793512344,0.7144297212362289,0.00043247760564554485,0.33490406811237333,0.94508544921875,22.60679199600054,0.0002963694573941153,,,,,,,,
14,0.8574394881725311,0.06021121960133314,0.5385482025146484,0.7122198283672333,0.0004188815887027886,0.34038497060537337,0.9501760995388031,21.947448857999916,0.0002954100398908995,,,,,,,,
15,0.8124363926053048,0.053849628567695616,0.5090017059445381,0.719584940969944,0.0005887287585937883,0.3196290834248066,0.9006187236309051,21.455220845999065,0.0002943402000463875,,,,,,,,
16,0.8215755832195282,0.04558609692379832,0.5111798095703125,0.7324572783708573,0.0005193162153591402,0.32790732324123384,0.9123588299751282,21.36249581100128,0.0002931607502819261,,,,,,,,
17,0.7918299287557602,0.04263923235237598,0.4921536707878113,0.7293776530027389,0.0005552949279808672,0.3141930639743805,0.8793122667074204,22.395723569999973,0.00029187258625509513,,,,,,,,
18,0.803912207186222,0.04759550726041198,0.5013855478167534,0.7801283407211304,0.00032440928167488893,0.33341859459877016,0.9215102267265319,23.215286151000328,0.0002904766861795582,,,,,,,,0.043385121889878066
19,0.8253685575723648,0.045679379031062124,0.5134929090738296,0.7868151611089707,0.00024350627540115966,0.3464735986292362,0.9468696451187134,21.92324559699955,0.0002889741100822202,0.5063710471103514,0.44919313222882384,0.37065052251375336,0.5063710471103514,0.4170677434710181,0.4241406061051019,0.47564562018623335,0.04104724273667671
20,0.8011048984527588,0.047670185305178164,0.4997310322523117,0.7762545019388198,0.0002999379400171165,0.33775526866316796,0.9252613019943238,22.63427732800119,0.00028736599899825856,,,,,,,,0.050672808314557186
21,0.7945549565553666,0.036999249383807185,0.491532692015171,0.78586166203022,0.0002075192190204689,0.3317276646196842,0.9044068872928619,21.929499293000845,0.00028565357410463663,,,,,,,,0.01274997488129884
22,0.8019032216072083,0.03570796335116029,0.4954251381754875,0.7783948802947998,0.0002168024401544244,0.340787999778986,0.9156359142065048,22.622325278000062,0.0002838381357927591,,,,,,,,0.007862198040820658
23,0.78194689899683,0.03236575648188591,0.48211446195840835,0.7731596803665162,0.00021626398838634487,0.3309683340787888,0.8918283459544182,22.149164129999917,0.00028192106268097334,,,,,,,,0.007093829214572907
24,0.7752191418409348,0.03318435632623732,0.478405245244503,0.7997827419638633,0.00016442894739157054,0.32855753391981124,0.8882252442836761,21.847329082000215,0.0002799038105676658,,,,,,,,0.00637985416688025
25,0.7695643529295921,0.03207102161832154,0.47456703826785085,0.7907590270042419,0.00013925004032671495,0.3286933620274067,0.8834953406453132,21.756997260999924,0.000277787911325749,,,,,,,,0.00576038209721446
26,0.8054034894704819,0.028933357186615466,0.494815456867218,0.7940268349647522,8.716748370829919e-05,0.34737895622849463,0.9225835263729095,22.1719415259995,0.00027557497173937923,,,,,,,,0.004910317957401275
27,0.7635004895925522,0.028251905138604344,0.4694010746479034,0.8139363586902618,8.942077953975059e-05,0.3246531927585602,0.876314183473587,22.17166399100097,0.00027326667228378673,,,,,,,,0.004309051085729152
28,0.7618458691239357,0.02732625016011298,0.4680380372703075,0.8005923634767532,9.198267031706564e-05,0.32689889311790465,0.875797290802002,22.280255783998655,0.0002708647658491467,,,,,,,,0.00398259321693331
29,0.7685960963368416,0.02574777400586754,0.4714567855000496,0.7888969025015831,0.000114999518402783,0.3334581218659878,0.8844694492220878,21.63958733599975,0.00026837107640945905,0.5733766694675865,0.4937025914281982,0.37423056189237675,0.5733766694675865,0.37652981531690916,0.531201289500099,0.529559835298249,0.0032954917708411815
30,0.7638526430726051,0.025651704454794526,0.46857228577136995,0.8220141899585723,0.0001442406798491902,0.32962376236915586,0.8809676504135132,22.634489057998508,0.0002657874976374481,,,,,,,,0.0028148524346761406
31,0.74325151309371,0.02652486443053931,0.4565608732402325,0.7912518593668938,8.024877130630159e-05,0.32204077161848543,0.8582522663474083,21.883218634000514,0.00026311599146653443,,,,,,,,0.002607100059976801
32,0.740817489027977,0.0269003027677536,0.4552506309747696,0.7856761780381203,0.00010669373277266914,0.32297633588314056,0.8572874420881271,22.639919056000508,0.0002603585866009697,,,,,,,,0.0024376163200940937
33,0.7353615218400955,0.023669147617183625,0.4506845900416374,0.7838076531887055,5.827900781739892e-05,0.3210269379615784,0.8504878342151642,22.073335918999874,0.0002575173769752677,,,,,,,,0.00196306282421574
34,0.7368390092253685,0.024652375704608858,0.45196437478065493,0.8043450087308883,0.00010510312883582173,0.3218811967968941,0.8546749663352966,21.83902055300132,0.00025459452016409926,,,,,,,,0.0019481982110301033
35,0.7247249376773834,0.022488816829863936,0.44383050575852395,0.800108072757721,9.190587255261562e-05,0.3144568173587322,0.8386730891466141,20.399530976999813,0.00025159223574386114,,,,,,,,0.0018518169113667681
36,0.7604125306010246,0.020196861387230456,0.4643262815475464,0.7886866822838783,4.326860407019239e-05,0.33144213765859604,0.8749349379539489,24.515598375999616,0.00024851280360716014,,,,,,,,0.001478440273203887
37,0.7446332767605781,0.0204425856587477,0.45495702013373374,0.7929211157560349,0.00011644635808522708,0.3248862978816032,0.859454357624054,24.64391914799853,0.00024535856223149524,,,,,,,,0.001565511626249645
38,0.7343554615974426,0.02326514698099345,0.449919353723526,0.7913359442353248,9.869896702456222e-05,0.32319529592990875,0.8526012778282166,24.347372688998803,0.00024213190690345018,,,,,,,,0.001740493627730757
39,0.7593352323770524,0.021611853619106114,0.4642459000647068,0.8175859493017197,7.654775306264128e-05,0.3329486303031445,0.8793108868598938,24.787777303999974,0.000238835287899747,0.5893561847550046,0.5241744377764335,0.4083320750960698,0.5893561847550046,0.44403818014426794,0.5391289484300279,0.5516992496955397,0.0017696637014159933
40,0.7213607603311538,0.021792345172725616,0.441533412784338,0.7890773922204971,9.359900270521582e-05,0.31706503227353094,0.8378450194001198,24.626642151999476,0.0002354712086265399,,,,,,,,0.0016707575006876141
41,0.7120936691761017,0.019370194831863044,0.43500429823994635,0.7700472512841224,7.235693337716676e-05,0.3117738910764456,0.8240202775597573,22.655824530000245,0.00023204222371836405,,,,,,,,0.0011687586833431852
42,0.6969337967038155,0.019389943124260754,0.42591626912355424,0.7875092205405235,6.508227667251899e-05,0.30573783844709396,0.8106714597344399,22.047622609999962,0.00022855093709818168,,,,,,,,0.0013158751066657715
43,0.7238532310724258,0.02085520208347589,0.4426540395617485,0.8068283265829086,5.2867891804311287e-05,0.3199813136458397,0.84362313747406,22.166540493000866,0.000225,,,,,,,,0.0015115117862296757
44,0.7424230340123177,0.02155094002839178,0.4540742167830467,0.7974036926031113,5.373886246584636e-05,0.32834968402981757,0.8624798649549484,22.554414784999608,0.00022139210895556104,,,,,,,,0.0015645518906239886
45,0.7078706917166709,0.018567003938369454,0.432149233520031,0.7805128610134124,4.741179725389344e-05,0.31093983247876167,0.8213853827118873,22.103391593998822,0.0002177300037466334,,,,,,,,0.0012133414205891314
46,0.7042715765535832,0.020024307970888913,0.430572684854269,0.8121783947944641,5.062488007875121e-05,0.30943949699401857,0.821528872847557,23.76748029600094,0.00021401646532446053,,,,,,,,0.0014815746229578507
47,0.7072516268491745,0.020716295904712752,0.4326375100016594,0.8050646203756332,4.6362156833481546e-05,0.31132256537675856,0.8247898837924004,24.128088006000326,0.0002102543136979454,,,,,,,,0.0016051787533069729
48,0.7117180573940277,0.020583656092640013,0.43526431381702424,0.8309102705121041,4.1415995277098715e-05,0.3122845527529716,0.8309741359949112,25.637280068998734,0.00020644640579217533,,,,,,,,0.001660837417948642
