case_id,t1,t1ce,t2,flair,efficiency_gap,full_value,model,seed
BRATS_143,0.15841536310701468,0.22816382723873085,0.19415357737193506,0.17883253780323924,0.0,0.7595653055209198,unet25d,42
BRATS_144,0.026020281891814826,0.24586614330407877,0.16540447944849834,0.24387557433966914,0.0,0.6811664789840611,unet25d,42
BRATS_160,0.03356676448086644,0.2362202916931798,0.15333258503349037,0.24924652804209424,0.0,0.6723661692496309,unet25d,42
BRATS_163,0.17720405122165703,0.15385056582523238,0.2292577857642471,0.22512588823456842,0.0,0.785438291045705,unet25d,42
BRATS_170,0.10994906036704617,0.04535656261069979,0.18487588328031235,0.17957120890133368,0.0,0.519752715159392,unet25d,42
BRATS_190,0.09946751175644361,0.3031663023436019,0.22619378785388736,0.2474518562957517,0.0,0.8762794582496846,unet25d,42
BRATS_194,0.1337420293754994,0.15875384290059658,0.16834267853812745,0.16428569482051436,0.0,0.6251242456347378,unet25d,42
BRATS_197,0.0595690746231841,0.2295762075746821,0.1221896450602156,0.23662119431702308,0.0,0.6479561215751048,unet25d,42
BRATS_228,0.1334936666156684,0.3635148878371607,0.14983946379437987,0.2021198436751765,1.1102230246251565e-16,0.8489678619223854,unet25d,42
BRATS_234,0.14248657563133438,0.3626917492058853,0.1982294896925809,0.2404182157855268,1.1102230246251565e-16,0.9438260303153273,unet25d,42
BRATS_259,0.07062779588149497,0.06268285514514843,0.11499715353482558,0.12414217064537653,5.551115123125783e-17,0.3724499752068455,unet25d,42
BRATS_268,0.10840620080681357,0.17517162897836003,0.1473787336569368,0.14419544577861748,0.0,0.5751520092207278,unet25d,42
BRATS_273,0.05070844648620503,0.3308507312401865,0.2607311288035472,0.22631377376191855,-1.1102230246251565e-16,0.8686040802918574,unet25d,42
BRATS_278,0.03749614667772071,0.3374132115852609,0.039147657663816574,0.3067559118488902,-1.1102230246251565e-16,0.7208129277756884,unet25d,42
BRATS_285,0.16928685500733429,0.27436321548689985,0.20860825269884728,0.20877266469100056,0.0,0.8610309878840819,unet25d,42
BRATS_298,0.11523868227123706,0.38680322710719306,0.1311421522720918,0.2275222638238527,1.1102230246251565e-16,0.8607063254743745,unet25d,42
BRATS_302,0.06797822989002274,0.22409477468979544,0.14179094833924868,0.08467816483884116,0.0,0.518542117757908,unet25d,42
BRATS_304,0.08968353738903324,0.3561537123093639,0.1630817527660878,0.21718690989033407,0.0,0.826105912354819,unet25d,42
BRATS_306,0.10737580457005018,0.27871008180681817,0.16164057160576478,0.22873432095615906,0.0,0.7764607789387922,unet25d,42
BRATS_307,0.10824022590022568,0.18493771137222345,0.21772631408886628,0.2479357533214709,0.0,0.7588400046827863,unet25d,42
BRATS_318,0.09514568750931132,0.3604852611466798,0.14249328039253845,0.2384022644161006,0.0,0.8365264934646301,unet25d,42
BRATS_322,0.0862201204682566,0.17198096219386724,0.0865159543309118,0.30616645985632374,0.0,0.6508834968493594,unet25d,42
BRATS_325,0.12877395846448067,0.3180901379657477,0.1685558795499435,0.2441489335980962,0.0,0.859568909578268,unet25d,42
BRATS_326,0.07403602995113402,0.25461479126325837,0.12943057778379763,0.2979902907459201,0.0,0.7560716897441101,unet25d,42
BRATS_327,0.10522270004778118,0.4317056673073312,0.16016581044976488,0.20884653629517308,-1.1102230246251565e-16,0.9059407141000504,unet25d,42
BRATS_336,0.14089728590264086,0.3635733165670142,0.14442934839458144,0.17263273007036145,0.0,0.821532680934598,unet25d,42
BRATS_342,0.03846631401845534,0.059506112210164996,0.1446593613832963,0.3690649937979723,-1.1102230246251565e-16,0.611696781409889,unet25d,42
BRATS_348,0.15755047743367467,0.3038826594116192,0.18800990348042615,0.22851952327098193,0.0,0.8779625635967019,unet25d,42
BRATS_354,0.14463421818664643,0.32434236213985,0.20309170388623796,0.21760101816759483,0.0,0.8896693023803293,unet25d,42
BRATS_358,0.1113273439943572,0.31128282239634997,0.1682138779405149,0.18257800275948913,1.1102230246251565e-16,0.7734020470907111,unet25d,42
BRATS_360,0.10935182200448944,0.3910088817126295,0.1321451036756201,0.1919608732992395,0.0,0.8244666806919785,unet25d,42
BRATS_374,0.07597008987905136,0.3381701221969223,0.1683431072986479,0.20567539939229912,0.0,0.7881587187669207,unet25d,42
BRATS_384,0.1411682826361135,0.32662140140559637,0.15188169794475734,0.1780975045724876,0.0,0.7977688865589548,unet25d,42
BRATS_391,0.12818916279474213,0.3223121798627104,0.1999775076071657,0.23551173816249077,0.0,0.885990588427109,unet25d,42
BRATS_393,0.12447914102188591,0.36786825225322006,0.174513529818098,0.24636573326308386,0.0,0.9132266563562879,unet25d,42
BRATS_396,0.1010388810964366,0.3736002895520628,0.21835853170226888,0.22812976587385198,0.0,0.9211274682246202,unet25d,42
BRATS_403,0.12089951842866357,0.3117974249554374,0.17737661847156452,0.1929002858595332,0.0,0.8029738477151986,unet25d,42
BRATS_414,0.12296474817935692,0.31870176534972394,0.19416966862477225,0.22208390837720332,0.0,0.8579200905310564,unet25d,42
BRATS_475,0.14326766612756653,0.32582554825559945,0.24615965322828337,0.18613090503609406,0.0,0.9013837726475434,unet25d,42
BRATS_023,0.011827653371313154,0.1622411455168951,0.14421010950089838,0.2622507252254068,0.0,0.5805296336145135,hemis,43
BRATS_027,0.1743112229523775,-0.005578766543828453,0.22230922185924656,0.3874278493646358,-1.1102230246251565e-16,0.7784695276324315,hemis,43
BRATS_034,0.0998353762648219,0.09713134494459506,0.1819334017772204,0.1919499546808553,0.0,0.5708500776674926,hemis,43
BRATS_059,0.050244063873061524,0.3169705672803965,0.19640914639671236,0.24692779229286735,0.0,0.8105515698430378,hemis,43
BRATS_062,0.11884073321118598,0.1343323970174425,0.1430708701278009,0.16549964679290177,-1.1102230246251565e-16,0.5617436471493312,hemis,43
BRATS_066,0.1282111968873107,0.2371376464516966,0.09066058771831985,0.12817215322568715,-1.1102230246251565e-16,0.5841815842830144,hemis,43
BRATS_076,0.1278800166629531,0.15283067944796105,0.16534399901096983,0.15908295827734392,0.0,0.6051376533992279,hemis,43
