case_id,region,dice,hd95,nsd,volume_pred_ml,volume_ref_ml,volume_error_ml,relative_volume_error,reference_empty,prediction_empty,lesion_recall,lesion_precision,lesion_f1,model,seed
BRATS_143,et,0.4464241524375155,,,2.611,1.43,1.1810000000000005,0.8258741258741261,False,False,,,,qmmf,44
BRATS_144,wt,0.8959289199621295,,,44.821,51.296,-6.475000000000001,-0.1262281659388646,False,False,,,,qmmf,44
BRATS_144,tc,0.7819183834142501,,,14.78,15.704,-0.9239999999999996,-0.0588385124808965,False,False,,,,qmmf,44
BRATS_144,et,0.5311163323091752,,,11.946,4.6530000000000005,7.292999999999999,1.5673758865248224,False,False,,,,qmmf,44
BRATS_160,wt,0.6382491119514151,,,14.777,20.131,-5.353999999999999,-0.2659579752620336,False,False,,,,qmmf,44
BRATS_160,tc,0.7798156596220092,,,9.534,11.948,-2.414,-0.202042182792099,False,False,,,,qmmf,44
BRATS_160,et,0.8451571669281274,,,8.647,8.564,0.0830000000000001,0.0096917328351237,False,False,,,,qmmf,44
BRATS_163,wt,0.9453564376437774,,,75.096,78.35300000000001,-3.257000000000005,-0.0415682871108956,False,False,,,,qmmf,44
BRATS_163,tc,0.8863204851702335,,,53.267,55.231,-1.9639999999999984,-0.0355597400010863,False,False,,,,qmmf,44
BRATS_163,et,0.6053788011952892,,,3.758,1.931,1.827,0.946141895390989,False,False,,,,qmmf,44
BRATS_170,wt,0.9248872237434798,,,144.32,159.157,-14.837000000000018,-0.0932224156022042,False,False,,,,qmmf,44
BRATS_170,tc,0.5506078423310445,,,41.583,31.38,10.203,0.3251434034416826,False,False,,,,qmmf,44
BRATS_170,et,0.0095923261390887,,,4.147,0.023,4.1240000000000006,179.304347826087,False,False,,,,qmmf,44
BRATS_190,wt,0.9020178747752994,,,73.162,84.82600000000001,-11.664,-0.1375050102562893,False,False,,,,qmmf,44
BRATS_190,tc,0.883132608980233,,,29.247,31.865,-2.618000000000002,-0.0821591087399969,False,False,,,,qmmf,44
BRATS_190,et,0.821027027027027,,,17.045,19.955,-2.91,-0.1458281132548233,False,False,,,,qmmf,44
BRATS_194,wt,0.8756014356672186,,,88.854,91.132,-2.278000000000006,-0.0249967080718079,False,False,,,,qmmf,44
BRATS_194,tc,0.5185317098145716,,,27.998,16.925,11.073,0.6542392909896603,False,False,,,,qmmf,44
BRATS_194,et,0.3731263383297644,,,2.93,0.806,2.124,2.6352357320099253,False,False,,,,qmmf,44
BRATS_197,wt,0.7419200229268269,,,89.096,113.287,-24.191000000000003,-0.2135372990722678,False,False,,,,qmmf,44
BRATS_197,tc,0.4822838815092741,,,23.005,43.093,-20.088000000000005,-0.4661545958740399,False,False,,,,qmmf,44
BRATS_197,et,0.5282251229021868,,,7.640000000000001,4.158,3.482,0.8374218374218374,False,False,,,,qmmf,44
BRATS_227,wt,0.85419412918368,,,106.883,110.838,-3.955000000000013,-0.0356827080965013,False,False,,,,qmmf,44
BRATS_227,tc,0.6735915552332934,,,27.966,31.337,-3.3709999999999987,-0.1075725181095828,False,False,,,,qmmf,44
BRATS_227,et,0.5766222785880364,,,12.34,6.5840000000000005,5.755999999999999,0.8742405832320777,False,False,,,,qmmf,44
BRATS_228,wt,0.8527709842646856,,,99.622,117.088,-17.466000000000008,-0.1491698551516808,False,False,,,,qmmf,44
BRATS_228,tc,0.7664614421371179,,,25.846,31.652,-5.806000000000001,-0.1834323265512448,False,False,,,,qmmf,44
BRATS_228,et,0.882038999245008,,,19.997,18.414,1.5829999999999984,0.0859671988704245,False,False,,,,qmmf,44
BRATS_234,wt,0.9591099708915092,,,99.497,103.193,-3.695999999999998,-0.0358163828941885,False,False,,,,qmmf,44
BRATS_234,tc,0.9389709116039454,,,40.753,38.832,1.9209999999999996,0.0494695096827358,False,False,,,,qmmf,44
BRATS_234,et,0.9286354034643008,,,30.239,28.936,1.3030000000000008,0.0450304119435997,False,False,,,,qmmf,44
BRATS_259,wt,0.9328129662494308,,,64.843,62.503,2.3400000000000034,0.0374382029662576,False,False,,,,qmmf,44
BRATS_259,tc,0.3214455539705183,,,22.589,4.75,17.839000000000002,3.755578947368421,False,False,,,,qmmf,44
BRATS_259,et,0.0041928721174004,,,0.463,0.014,0.449,32.07142857142857,False,False,,,,qmmf,44
BRATS_266,wt,0.9412292664441124,,,198.172,202.929,-4.757000000000005,-0.0234416963568539,False,False,,,,qmmf,44
BRATS_266,tc,0.8310334898049666,,,99.13,119.653,-20.52300000000001,-0.1715209815048516,False,False,,,,qmmf,44
BRATS_266,et,0.8374694031255884,,,56.351,49.869,6.481999999999999,0.1299805490384808,False,False,,,,qmmf,44
BRATS_268,wt,0.9151580014645412,,,175.737,179.323,-3.5860000000000127,-0.0199974347964288,False,False,,,,qmmf,44
BRATS_268,tc,0.5742387778591608,,,53.114,52.013,1.1010000000000062,0.0211677849768328,False,False,,,,qmmf,44
BRATS_268,et,0.184,,,2.237,0.513,1.7240000000000002,3.3606237816764137,False,False,,,,qmmf,44
BRATS_273,wt,0.8902237468924042,,,68.435,75.56700000000001,-7.132000000000005,-0.0943798218799211,False,False,,,,qmmf,44
BRATS_273,tc,0.8435281163382314,,,25.616,27.058,-1.4420000000000002,-0.0532929263064528,False,False,,,,qmmf,44
BRATS_273,et,0.8717096948907745,,,13.406,14.289,-0.8829999999999991,-0.061795786968997,False,False,,,,qmmf,44
BRATS_278,wt,0.793638653949973,,,23.969,20.487,3.4819999999999998,0.1699614389612924,False,False,,,,qmmf,44
BRATS_278,tc,0.7910209448670987,,,5.767,4.88,0.8870000000000005,0.1817622950819673,False,False,,,,qmmf,44
BRATS_278,et,0.7615326169543037,,,4.746,4.4670000000000005,0.2789999999999999,0.0624580255204835,False,False,,,,qmmf,44
BRATS_285,wt,0.9295953166527376,,,248.063,256.875,-8.811999999999983,-0.0343046228710461,False,False,,,,qmmf,44
BRATS_285,tc,0.8225361331752967,,,110.168,115.94,-5.771999999999991,-0.0497843712264963,False,False,,,,qmmf,44
BRATS_285,et,0.7752855257960686,,,51.856,67.135,-15.279000000000003,-0.2275862068965517,False,False,,,,qmmf,44
BRATS_298,wt,0.9208848859072866,,,111.899,103.496,8.403000000000006,0.0811915436345366,False,False,,,,qmmf,44
BRATS_298,tc,0.8234508161201791,,,28.984,26.4,2.584,0.0978787878787878,False,False,,,,qmmf,44
BRATS_298,et,0.8570229796023754,,,15.486,15.498,-0.0120000000000004,-0.0007742934572203,False,False,,,,qmmf,44
BRATS_302,wt,0.8076041797809392,,,45.984,33.446,12.538000000000004,0.3748729294982958,False,False,,,,qmmf,44
BRATS_302,tc,0.4594998133631952,,,3.99,1.368,2.622,1.9166666666666663,False,False,,,,qmmf,44
BRATS_302,et,0.8083989501312336,,,1.075,1.211,-0.1360000000000001,-0.1123038810900083,False,False,,,,qmmf,44
BRATS_304,wt,0.7617771208838008,,,35.255,44.582,-9.326999999999998,-0.2092099950652729,False,False,,,,qmmf,44
BRATS_304,tc,0.8759766365774103,,,6.189,6.994,-0.8049999999999997,-0.1150986559908492,False,False,,,,qmmf,44
BRATS_304,et,0.8403578186822639,,,5.1530000000000005,6.473,-1.3199999999999994,-0.2039239919666305,False,False,,,,qmmf,44
BRATS_306,wt,0.8433334441378851,,,28.115,32.051,-3.936,-0.1228042806776699,False,False,,,,qmmf,44
BRATS_306,tc,0.8859604662949823,,,9.477,8.28,1.197000000000001,0.1445652173913044,False,False,,,,qmmf,44
BRATS_306,et,0.81300549983824,,,6.391,5.973,0.4180000000000001,0.0699815837937385,False,False,,,,qmmf,44
BRATS_307,wt,0.8821317927742192,,,44.364,46.339,-1.9749999999999943,-0.0426206866786075,False,False,,,,qmmf,44
BRATS_307,tc,0.9078093768629238,,,13.982,14.535,-0.552999999999999,-0.0380460956312348,False,False,,,,qmmf,44
BRATS_307,et,0.6138132295719845,,,4.1850000000000005,4.039,0.1460000000000008,0.0361475612775441,False,False,,,,qmmf,44
BRATS_318,wt,0.8879113092514135,,,107.596,95.627,11.969000000000008,0.125163395275393,False,False,,,,qmmf,44
BRATS_318,tc,0.8878126934420857,,,26.454,28.472,-2.0180000000000007,-0.0708766507445912,False,False,,,,qmmf,44
BRATS_318,et,0.8278761380834555,,,18.355,23.272,-4.917000000000002,-0.2112839463733242,False,False,,,,qmmf,44
BRATS_322,wt,0.8224892818268654,,,24.082,20.935,3.147000000000002,0.1503224265583951,False,False,,,,qmmf,44
BRATS_322,tc,0.7474344776670359,,,12.063,15.027,-2.9640000000000004,-0.1972449590736674,False,False,,,,qmmf,44
BRATS_322,et,0.5866204861779232,,,6.3100000000000005,9.281,-2.971,-0.3201163667708221,False,False,,,,qmmf,44
BRATS_325,wt,0.896714791982406,,,87.905,87.60900000000001,0.2959999999999922,0.0033786483123879,False,False,,,,qmmf,44
BRATS_325,tc,0.8964275727069351,,,28.489,28.727,-0.2379999999999995,-0.0082848887805896,False,False,,,,qmmf,44
BRATS_325,et,0.8470204841713221,,,20.852,22.108,-1.2560000000000002,-0.0568120137506784,False,False,,,,qmmf,44
BRATS_326,wt,0.8279998636812869,,,32.186,26.5,5.686,0.214566037735849,False,False,,,,qmmf,44
BRATS_326,tc,0.8764601357452882,,,16.899,17.43,-0.5309999999999988,-0.0304647160068846,False,False,,,,qmmf,44
BRATS_326,et,0.7534958857085163,,,10.246,9.563,0.6829999999999998,0.0714211021645926,False,False,,,,qmmf,44
BRATS_327,wt,0.9490602942427075,,,124.283,122.656,1.6269999999999951,0.0132647404122097,False,False,,,,qmmf,44
BRATS_327,tc,0.949279822725594,,,24.383,24.355,0.0279999999999986,0.0011496612605213,False,False,,,,qmmf,44
BRATS_327,et,0.8967511690868816,,,16.495,16.009,0.4860000000000006,0.0303579236679368,False,False,,,,qmmf,44
BRATS_332,wt,0.9111968720364726,,,96.31,100.879,-4.569000000000003,-0.0452918843366806,False,False,,,,qmmf,44
BRATS_332,tc,0.8694425789120215,,,37.22,37.23,-0.0100000000000051,-0.0002686005909214,False,False,,,,qmmf,44
BRATS_332,et,0.7766051878883519,,,24.441,26.254,-1.8130000000000024,-0.0690561438257028,False,False,,,,qmmf,44
BRATS_336,wt,0.9475176748866324,,,77.093,75.949,1.1440000000000057,0.0150627394699075,False,False,,,,qmmf,44
BRATS_336,tc,0.8384916694251352,,,31.709,40.795,-9.086000000000002,-0.2227233729623728,False,False,,,,qmmf,44
BRATS_336,et,0.8280080889787664,,,18.652,20.908,-2.256,-0.1079012818060072,False,False,,,,qmmf,44
BRATS_342,wt,0.5367736890973953,,,11.687,29.239,-17.552,-0.6002941277061459,False,False,,,,qmmf,44
BRATS_342,tc,0.8270190103815559,,,3.956,3.461,0.4950000000000001,0.1430222479052297,False,False,,,,qmmf,44
BRATS_342,et,0.7021121631463948,,,2.078,2.041,0.0369999999999999,0.0181283684468397,False,False,,,,qmmf,44
BRATS_348,wt,0.9117069723618092,,,72.258,80.574,-8.316000000000003,-0.1032094720381264,False,False,,,,qmmf,44
BRATS_348,tc,0.9134172168929862,,,34.597,37.646,-3.0489999999999995,-0.0809913403814482,False,False,,,,qmmf,44
BRATS_348,et,0.8549294316574071,,,26.963,30.995,-4.032,-0.130085497660913,False,False,,,,qmmf,44
BRATS_354,wt,0.9242439915864972,,,86.682,87.324,-0.6419999999999959,-0.0073519307406897,False,False,,,,qmmf,44
BRATS_354,tc,0.9339870376578387,,,37.062,34.53,2.5319999999999965,0.0733275412684621,False,False,,,,qmmf,44
BRATS_354,et,0.8112373929735823,,,16.647000000000002,16.172,0.4750000000000014,0.029371753648281,False,False,,,,qmmf,44
BRATS_358,wt,0.8127792535596877,,,100.691,95.815,4.876000000000005,0.050889735427647,False,False,,,,qmmf,44
BRATS_358,tc,0.7508691151249208,,,49.531,79.911,-30.380000000000003,-0.3801729423984182,False,False,,,,qmmf,44
BRATS_358,et,0.6514510541251023,,,22.131,35.31,-13.179000000000002,-0.3732370433305013,False,False,,,,qmmf,44
BRATS_360,wt,0.9001929732728111,,,68.751,59.246,9.505000000000004,0.1604327718326976,False,False,,,,qmmf,44
BRATS_360,tc,0.893671289654073,,,15.904,15.461,0.4429999999999996,0.0286527391501196,False,False,,,,qmmf,44
BRATS_360,et,0.766444342226311,,,8.727,8.665000000000001,0.0619999999999993,0.0071552221581072,False,False,,,,qmmf,44
BRATS_374,wt,0.8790553166580364,,,45.37,43.464,1.9059999999999988,0.0438523835818148,False,False,,,,qmmf,44
BRATS_374,tc,0.8473523181925159,,,10.685,10.56,0.125,0.0118371212121212,False,False,,,,qmmf,44
BRATS_374,et,0.8030061489410157,,,6.485,6.688,-0.2029999999999994,-0.030352870813397,False,False,,,,qmmf,44
BRATS_384,wt,0.844622580278222,,,75.622,73.827,1.7950000000000017,0.0243135980061495,False,False,,,,qmmf,44
BRATS_384,tc,0.8919728241620246,,,16.805,14.252,2.552999999999999,0.1791327532977827,False,False,,,,qmmf,44
BRATS_384,et,0.8760666755095724,,,11.707,10.91,0.7970000000000006,0.0730522456461962,False,False,,,,qmmf,44
BRATS_391,wt,0.9432878178138594,,,90.109,81.84700000000001,8.262,0.1009444451232177,False,False,,,,qmmf,44
BRATS_391,tc,0.9204604848761008,,,37.471,37.146,0.3250000000000028,0.0087492596780273,False,False,,,,qmmf,44
BRATS_391,et,0.8928950159066809,,,29.649,33.532000000000004,-3.8830000000000022,-0.1157998329953478,False,False,,,,qmmf,44
BRATS_393,wt,0.9438113922519786,,,153.917,143.759,10.157999999999989,0.0706599239004165,False,False,,,,qmmf,44
BRATS_393,tc,0.9211021384967814,,,38.206,39.933,-1.7269999999999968,-0.0432474394610972,False,False,,,,qmmf,44
BRATS_393,et,0.8871198326586507,,,30.73,35.721000000000004,-4.991000000000003,-0.1397217323143249,False,False,,,,qmmf,44
BRATS_396,wt,0.9453775755599968,,,101.502,110.151,-8.649000000000001,-0.0785194868861835,False,False,,,,qmmf,44
BRATS_396,tc,0.8666036434247171,,,41.015,37.263,3.7520000000000016,0.1006896921879613,False,False,,,,qmmf,44
BRATS_396,et,0.8808252553003991,,,18.707,19.875,-1.1679999999999993,-0.0587672955974842,False,False,,,,qmmf,44
BRATS_403,wt,0.8892026399558278,,,123.359,146.494,-23.13499999999999,-0.1579245566371318,False,False,,,,qmmf,44
BRATS_403,tc,0.781629470562671,,,86.3,70.168,16.13199999999999,0.2299053699692166,False,False,,,,qmmf,44
BRATS_403,et,0.7216022739235709,,,21.052,16.944,4.1080000000000005,0.2424457034938621,False,False,,,,qmmf,44
BRATS_414,wt,0.8676429597547117,,,123.072,156.762,-33.69,-0.2149117770888353,False,False,,,,qmmf,44
BRATS_414,tc,0.8501417991145206,,,69.789,77.25,-7.4609999999999985,-0.0965825242718446,False,False,,,,qmmf,44
BRATS_414,et,0.7957400020866606,,,55.467,69.134,-13.667000000000002,-0.1976885468799722,False,False,,,,qmmf,44
BRATS_438,wt,0.6549870007090522,,,14.773,19.075,-4.302,-0.2255307994757535,False,False,,,,qmmf,44
BRATS_438,tc,0.8673420675754522,,,9.535,9.318,0.2170000000000005,0.023288259283108,False,False,,,,qmmf,44
BRATS_438,et,0.8389123729007197,,,8.648,8.858,-0.2100000000000008,-0.0237073831564688,False,False,,,,qmmf,44
BRATS_450,wt,0.9138905179442434,,,73.15,66.672,6.478000000000009,0.0971622270218383,False,False,,,,qmmf,44
BRATS_450,tc,0.8437993347945374,,,29.241,36.002,-6.761000000000003,-0.1877951224931948,False,False,,,,qmmf,44
BRATS_450,et,0.7431149981391887,,,17.048000000000002,25.944,-8.895999999999997,-0.3428923835954362,False,False,,,,qmmf,44
BRATS_463,wt,0.9439131233621182,,,99.494,107.328,-7.834000000000003,-0.0729912045319022,False,False,,,,qmmf,44
BRATS_463,tc,0.9549634806241052,,,40.747,41.675,-0.9280000000000044,-0.0222675464907019,False,False,,,,qmmf,44
BRATS_463,et,0.9098684616809732,,,30.234,34.538000000000004,-4.304000000000002,-0.1246163645839365,False,False,,,,qmmf,44
BRATS_475,wt,0.9405694860185616,,,198.265,200.621,-2.3559999999999945,-0.0117435363197272,False,False,,,,qmmf,44
BRATS_475,tc,0.8389155587528649,,,99.745,117.104,-17.358999999999995,-0.1482357562508539,False,False,,,,qmmf,44
BRATS_475,et,0.824174647748141,,,56.341,65.092,-8.750999999999998,-0.1344404842376943,False,False,,,,qmmf,44
BRATS_478,wt,0.8742519901180346,,,68.44200000000001,77.278,-8.835999999999999,-0.1143404332410258,False,False,,,,qmmf,44
BRATS_478,tc,0.8598964082533752,,,25.623,21.485,4.138000000000002,0.1925994880148941,False,False,,,,qmmf,44
BRATS_478,et,0.8770363920031929,,,13.404,14.157,-0.7530000000000001,-0.0531892350074168,False,False,,,,qmmf,44
BRATS_010,wt,0.582071481880753,,,39.808,20.487,19.321,0.9430858593254255,False,False,,,,unet25d,42
BRATS_010,tc,0.768338249754179,,,5.29,4.88,0.4100000000000001,0.0840163934426229,False,False,,,,unet25d,42
BRATS_010,et,0.8116770186335404,,,3.583,4.4670000000000005,-0.8840000000000003,-0.1978956794269085,False,False,,,,unet25d,42
BRATS_020,wt,0.916292847090023,,,258.97700000000003,256.869,2.108000000000004,0.0082065177191486,False,False,,,,unet25d,42
BRATS_020,tc,0.8338021534015501,,,104.831,115.936,-11.105000000000004,-0.0957856058515043,False,False,,,,unet25d,42
BRATS_020,et,0.8328715014182886,,,54.843,67.135,-12.292000000000002,-0.1830937662918001,False,False,,,,unet25d,42
BRATS_023,wt,0.7537911162120583,,,99.697,64.107,35.59,0.5551655825416881,False,False,,,,unet25d,42
BRATS_023,tc,0.2806988984752293,,,31.336,5.522,25.814,4.6747555233611005,False,False,,,,unet25d,42
BRATS_023,et,0.0,,,6.191,0.0,6.191,,True,False,,,,unet25d,42
BRATS_027,wt,0.8744920081805335,,,60.655,53.274,7.381,0.1385478845215302,False,False,,,,unet25d,42
BRATS_027,tc,0.7643428305255803,,,22.788,28.736,-5.948,-0.2069877505567929,False,False,,,,unet25d,42
BRATS_027,et,0.0,,,2.013,0.0,2.013,,True,False,,,,unet25d,42
BRATS_034,wt,0.952496108384468,,,203.994,216.14,-12.146000000000017,-0.0561950587582123,False,False,,,,unet25d,42
BRATS_034,tc,0.7325512763759776,,,79.006,110.75,-31.744,-0.286627539503386,False,False,,,,unet25d,42
BRATS_034,et,0.1509138381201044,,,6.838,0.8220000000000001,6.016,7.318734793187347,False,False,,,,unet25d,42
BRATS_035,wt,0.8644483404727047,,,82.184,83.797,-1.6129999999999995,-0.019248899125267,False,False,,,,unet25d,42
BRATS_035,tc,0.7888083600202258,,,23.603,17.928,5.675000000000001,0.3165439535921464,False,False,,,,unet25d,42
BRATS_035,et,0.801012699579403,,,13.659,10.83,2.8290000000000006,0.261218836565097,False,False,,,,unet25d,42
BRATS_045,wt,0.941480243193458,,,96.099,91.735,4.364000000000004,0.0475718101051943,False,False,,,,unet25d,42
BRATS_045,tc,0.8348407709192879,,,41.227,45.786,-4.5589999999999975,-0.0995719215480714,False,False,,,,unet25d,42
BRATS_045,et,0.8722410349917513,,,30.848,26.737,4.110999999999997,0.1537569660021691,False,False,,,,unet25d,42
BRATS_048,wt,0.9299216460615513,,,155.214,162.83,-7.616000000000014,-0.0467727077319905,False,False,,,,unet25d,42
BRATS_048,tc,0.9159083461470596,,,41.21,38.132,3.078000000000003,0.0807196055806147,False,False,,,,unet25d,42
BRATS_048,et,0.927708939183209,,,31.168,32.104,-0.936,-0.02915524545228,False,False,,,,unet25d,42
BRATS_051,wt,0.9453004009713144,,,102.653,111.078,-8.424999999999997,-0.0758476025855704,False,False,,,,unet25d,42
BRATS_051,tc,0.915589014505679,,,37.736,38.51,-0.7739999999999938,-0.0200986756686573,False,False,,,,unet25d,42
BRATS_051,et,0.9261381725565108,,,18.672,19.02,-0.347999999999999,-0.0182965299684542,False,False,,,,unet25d,42
BRATS_059,wt,0.923711927127811,,,97.159,99.569,-2.4099999999999966,-0.0242043206218802,False,False,,,,unet25d,42
BRATS_059,tc,0.8442889390519187,,,40.162,48.438,-8.276000000000003,-0.1708575911474462,False,False,,,,unet25d,42
BRATS_059,et,0.8998990852566815,,,30.817,30.621,0.1959999999999979,0.0064008360275627,False,False,,,,unet25d,42
BRATS_062,wt,0.5880915564209763,,,47.532,57.234,-9.701999999999998,-0.1695146241744417,False,False,,,,unet25d,42
BRATS_062,tc,0.7003161962759106,,,13.641,11.976,1.6649999999999991,0.1390280561122243,False,False,,,,unet25d,42
BRATS_062,et,0.6420632037776971,,,9.247,4.518,4.729,1.0467020805666225,False,False,,,,unet25d,42
BRATS_066,wt,0.8868945670229063,,,193.491,193.608,-0.1169999999999902,-0.0006043138713275,False,False,,,,unet25d,42
BRATS_066,tc,0.6453489200940908,,,29.762,40.383,-10.621000000000002,-0.2630067107446203,False,False,,,,unet25d,42
BRATS_066,et,0.5593298921274689,,,20.757,11.596,9.161,0.7900137978613316,False,False,,,,unet25d,42
BRATS_076,wt,0.95637927196232,,,198.802,200.985,-2.183000000000021,-0.0108615070776427,False,False,,,,unet25d,42
BRATS_076,tc,0.8262992547854464,,,80.761,83.487,-2.725999999999999,-0.0326517900990573,False,False,,,,unet25d,42
BRATS_076,et,0.2009057971014492,,,9.792,1.248,8.544,6.846153846153847,False,False,,,,unet25d,42
BRATS_080,wt,0.9040632848994156,,,131.6,124.006,7.593999999999994,0.0612389723077915,False,False,,,,unet25d,42
BRATS_080,tc,0.8255219429058372,,,75.443,55.989,19.453999999999997,0.3474611084320133,False,False,,,,unet25d,42
BRATS_080,et,0.8103959789138163,,,20.081,20.704,-0.6230000000000011,-0.0300908037094281,False,False,,,,unet25d,42
BRATS_092,wt,0.8830833160191149,,,130.461,110.189,20.27200000000001,0.1839748069226511,False,False,,,,unet25d,42
BRATS_092,tc,0.7406619682028045,,,79.033,72.364,6.668999999999997,0.0921590846277154,False,False,,,,unet25d,42
BRATS_092,et,0.0789754535752401,,,0.613,0.324,0.289,0.8919753086419752,False,False,,,,unet25d,42
BRATS_096,wt,0.7311273555377009,,,126.618,76.255,50.363000000000014,0.6604550521277296,False,False,,,,unet25d,42
BRATS_096,tc,0.7856515415520643,,,81.21900000000001,57.667,23.552000000000007,0.408413824197548,False,False,,,,unet25d,42
BRATS_096,et,0.8404507233555836,,,62.938,48.971,13.967,0.2852096138530967,False,False,,,,unet25d,42
BRATS_097,wt,0.9410519892762786,,,154.927,153.175,1.7519999999999811,0.0114378978292801,False,False,,,,unet25d,42
BRATS_097,tc,0.8675895947303784,,,63.91,61.488,2.422000000000004,0.0393897996357013,False,False,,,,unet25d,42
BRATS_097,et,0.9044038668098818,,,37.343,41.792,-4.448999999999998,-0.1064557810107197,False,False,,,,unet25d,42
BRATS_116,wt,0.9379366204313052,,,191.424,193.779,-2.3549999999999898,-0.0121530196770547,False,False,,,,unet25d,42
BRATS_116,tc,0.8028452197999113,,,77.051,87.57600000000001,-10.525000000000006,-0.1201813282177766,False,False,,,,unet25d,42
BRATS_116,et,0.3353549768105601,,,2.1750000000000003,0.628,1.5470000000000002,2.463375796178344,False,False,,,,unet25d,42
BRATS_119,wt,0.8351371672860857,,,114.266,118.479,-4.212999999999994,-0.0355590442188066,False,False,,,,unet25d,42
BRATS_119,tc,0.7186192836303561,,,31.624,25.274,6.350000000000001,0.2512463401123685,False,False,,,,unet25d,42
BRATS_119,et,0.3698630136986301,,,25.514,6.168,19.346,3.1365110246433203,False,False,,,,unet25d,42
BRATS_135,wt,0.8876569855783726,,,163.565,171.418,-7.853000000000009,-0.0458119917394906,False,False,,,,unet25d,42
BRATS_135,tc,0.7312456263121063,,,63.793,50.527,13.265999999999998,0.2625526945989272,False,False,,,,unet25d,42
BRATS_135,et,0.5190311418685121,,,8.176,3.384,4.792,1.4160756501182032,False,False,,,,unet25d,42
BRATS_143,wt,0.9405308734145714,,,120.583,116.498,4.084999999999994,0.035064979656303,False,False,,,,unet25d,42
BRATS_143,tc,0.9160262063752048,,,76.206,82.534,-6.328000000000003,-0.076671432379383,False,False,,,,unet25d,42
BRATS_143,et,0.4221388367729831,,,3.9,1.43,2.47,1.727272727272727,False,False,,,,unet25d,42
BRATS_144,wt,0.8497211728728189,,,59.884,51.296,8.588000000000001,0.1674204616344354,False,False,,,,unet25d,42
BRATS_144,tc,0.7402529413385501,,,20.589,15.704,4.885000000000002,0.3110672440142639,False,False,,,,unet25d,42
BRATS_144,et,0.4535253227408143,,,15.487,4.6530000000000005,10.834,2.328390285837094,False,False,,,,unet25d,42
BRATS_160,wt,0.5862184125570522,,,24.784,20.131,4.652999999999999,0.2311360588147632,False,False,,,,unet25d,42
BRATS_160,tc,0.691471740799095,,,12.805,11.948,0.8569999999999993,0.0717274857716772,False,False,,,,unet25d,42
BRATS_160,et,0.7394083543927457,,,11.617,8.564,3.053000000000001,0.3564922933208782,False,False,,,,unet25d,42
BRATS_163,wt,0.940487903327531,,,80.203,78.35300000000001,1.8499999999999943,0.0236110933850649,False,False,,,,unet25d,42
BRATS_163,tc,0.8825144893591615,,,53.642,55.231,-1.5889999999999986,-0.0287700747768463,False,False,,,,unet25d,42
BRATS_163,et,0.5333124804504222,,,4.463,1.931,2.532,1.3112377006732263,False,False,,,,unet25d,42
BRATS_170,wt,0.926576314155298,,,153.249,159.157,-5.908000000000016,-0.0371205790508743,False,False,,,,unet25d,42
BRATS_170,tc,0.6232194657314802,,,61.008,31.38,29.628000000000004,0.9441682600382412,False,False,,,,unet25d,42
BRATS_170,et,0.0094623655913978,,,4.627,0.023,4.604,200.17391304347828,False,False,,,,unet25d,42
BRATS_190,wt,0.9270729761247162,,,78.104,84.82600000000001,-6.722000000000008,-0.0792445712399501,False,False,,,,unet25d,42
BRATS_190,tc,0.8494324686794674,,,29.277,31.865,-2.588000000000001,-0.0812176369056959,False,False,,,,unet25d,42
BRATS_190,et,0.8523329299448702,,,17.23,19.955,-2.7250000000000014,-0.1365572538210975,False,False,,,,unet25d,42
BRATS_194,wt,0.894349980855619,,,94.301,91.132,3.168999999999997,0.0347737348022648,False,False,,,,unet25d,42
BRATS_194,tc,0.5407747289910974,,,37.778,16.925,20.853,1.2320827178729687,False,False,,,,unet25d,42
BRATS_194,et,0.4402480270574971,,,2.742,0.806,1.936,2.4019851116625306,False,False,,,,unet25d,42
BRATS_197,wt,0.7703770549692,,,141.583,113.287,28.295999999999992,0.2497727011925462,False,False,,,,unet25d,42
BRATS_197,tc,0.6539405047229663,,,63.302,43.093,20.209,0.4689624765043045,False,False,,,,unet25d,42
BRATS_197,et,0.5195508050331484,,,10.624,4.158,6.466,1.555074555074555,False,False,,,,unet25d,42
BRATS_227,wt,0.88376821416469,,,119.34,110.838,8.501999999999995,0.0767065446868402,False,False,,,,unet25d,42
BRATS_227,tc,0.7296376218468636,,,35.858000000000004,31.337,4.521000000000004,0.1442703513418644,False,False,,,,unet25d,42
BRATS_227,et,0.5609767250445836,,,15.285,6.5840000000000005,8.701,1.3215370595382745,False,False,,,,unet25d,42
BRATS_228,wt,0.8896362311529623,,,114.845,117.088,-2.243000000000009,-0.0191565318393004,False,False,,,,unet25d,42
BRATS_228,tc,0.7999933991220832,,,28.946,31.652,-2.7059999999999995,-0.0854922279792746,False,False,,,,unet25d,42
BRATS_228,et,0.8572739554921104,,,20.815,18.414,2.401,0.1303899207125013,False,False,,,,unet25d,42
BRATS_234,wt,0.9623004442708588,,,101.637,103.193,-1.5559999999999974,-0.0150785421491767,False,False,,,,unet25d,42
BRATS_234,tc,0.9364519522306788,,,41.973,38.832,3.1409999999999982,0.0808868974042026,False,False,,,,unet25d,42
BRATS_234,et,0.9327256944444444,,,30.968,28.936,2.032,0.0702239424937793,False,False,,,,unet25d,42
BRATS_259,wt,0.7738887104913069,,,90.09,62.503,27.587000000000003,0.4413708142009184,False,False,,,,unet25d,42
