model,seed,case_id,group_id,subset,macro_dice
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,flair,0.58414876330766
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1,0.33420613766519297
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+flair,0.6860053920660693
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t1ce,0.5787492139773429
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t1ce+flair,0.8319968288973443
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t1ce+t2,0.7914472968973895
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t1ce+t2+flair,0.8478644589904684
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t2,0.533306834721128
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1+t2+flair,0.7198510231390718
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1ce,0.5474623818201709
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1ce+flair,0.8259851585799374
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1ce+t2,0.743740352723529
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t1ce+t2+flair,0.8423108893699291
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t2,0.33132593110930025
no_quality,43,BRATS_306,sg_4151cfd07ac3e1b0,t2+flair,0.6179731865064627
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,flair,0.8323546225639378
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1,0.47356567339367417
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+flair,0.8258447852465194
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t1ce,0.5294643864264152
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t1ce+flair,0.8088650338767609
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t1ce+t2,0.7696338170089849
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t1ce+t2+flair,0.830166272325915
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t2,0.7974860261463423
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1+t2+flair,0.8627864123993135
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1ce,0.413813671105593
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1ce+flair,0.7837651125937797
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1ce+t2,0.7344885652825146
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t1ce+t2+flair,0.8212701128457565
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t2,0.759893467058874
no_quality,43,BRATS_027,sg_4267e6ff34e2e7aa,t2+flair,0.8717833161463229
no_quality,43,BRATS_342,sg_444c950e61a18f08,flair,0.3907325189596829
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1,0.042755841554048796
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+flair,0.44549373540741916
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t1ce,0.09671884753401304
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t1ce+flair,0.588826512211066
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t1ce+t2,0.5529653753258811
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t1ce+t2+flair,0.6645567349376337
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t2,0.3531474256051632
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1+t2+flair,0.5137082154862432
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1ce,0.06447626109463818
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1ce+flair,0.624548316732645
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1ce+t2,0.5984285390045528
no_quality,43,BRATS_342,sg_444c950e61a18f08,t1ce+t2+flair,0.7029655525982955
no_quality,43,BRATS_342,sg_444c950e61a18f08,t2,0.3344145356172427
no_quality,43,BRATS_342,sg_444c950e61a18f08,t2+flair,0.47474846817234867
no_quality,43,BRATS_326,sg_455084cc52da07da,flair,0.6453957879814899
no_quality,43,BRATS_326,sg_455084cc52da07da,t1,0.3065779497385233
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+flair,0.6113961470515162
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t1ce,0.5738495926053931
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t1ce+flair,0.8136292016783142
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t1ce+t2,0.7423938263448943
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t1ce+t2+flair,0.8143980201421649
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t2,0.47744452658587444
no_quality,43,BRATS_326,sg_455084cc52da07da,t1+t2+flair,0.5516195185875917
no_quality,43,BRATS_326,sg_455084cc52da07da,t1ce,0.4953466978825678
no_quality,43,BRATS_326,sg_455084cc52da07da,t1ce+flair,0.8047065247102698
no_quality,43,BRATS_326,sg_455084cc52da07da,t1ce+t2,0.6896352478284854
no_quality,43,BRATS_326,sg_455084cc52da07da,t1ce+t2+flair,0.8129044364788985
no_quality,43,BRATS_326,sg_455084cc52da07da,t2,0.34961153692451274
no_quality,43,BRATS_326,sg_455084cc52da07da,t2+flair,0.639595105993397
no_quality,43,BRATS_475,sg_47ad4a78768d946f,flair,0.6836127001050007
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1,0.5354802785492414
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+flair,0.6410749438740305
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t1ce,0.8385124056397811
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t1ce+flair,0.8873654039042037
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t1ce+t2,0.8941397243234676
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t1ce+t2+flair,0.8996712678143033
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t2,0.6621048634643815
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1+t2+flair,0.69174058056843
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1ce,0.819852364116591
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1ce+flair,0.8895107815610679
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1ce+t2,0.8976514041253925
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t1ce+t2+flair,0.9011471070326084
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t2,0.6417833971482986
no_quality,43,BRATS_475,sg_47ad4a78768d946f,t2+flair,0.7014986627237122
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,flair,0.6047926147847392
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1,0.2081351259483768
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+flair,0.579537212810267
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t1ce,0.68526412043717
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t1ce+flair,0.8278054994775763
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t1ce+t2,0.8593312245945123
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t1ce+t2+flair,0.855128357263029
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t2,0.6358996104571428
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1+t2+flair,0.6825367731901322
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1ce,0.6694949088486485
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1ce+flair,0.8149150124685002
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1ce+t2,0.8480030093176166
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t1ce+t2+flair,0.8431874032713579
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t2,0.6079056532821676
no_quality,43,BRATS_273,sg_4c38c49cc72ad103,t2+flair,0.6620298754267129
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,flair,0.6865677558025184
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1,0.3656150958420827
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+flair,0.6439051553001
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t1ce,0.6656804969987137
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t1ce+flair,0.8401407376300054
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t1ce+t2,0.8369009957568462
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t1ce+t2+flair,0.8495532950592698
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t2,0.6360774459888011
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1+t2+flair,0.6863597617185886
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1ce,0.6429958210811731
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1ce+flair,0.8526763062320301
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1ce+t2,0.8454587218833184
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t1ce+t2+flair,0.8583227317048944
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t2,0.7040714399440674
no_quality,43,BRATS_190,sg_4f51bee88ad1bdc1,t2+flair,0.728347931262954
no_quality,43,BRATS_268,sg_56143f5cb2b81628,flair,0.4097489476515299
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1,0.4075333296977721
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+flair,0.43644409085169067
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t1ce,0.4698496464321731
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t1ce+flair,0.5580389141780204
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t1ce+t2,0.5256909435571914
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t1ce+t2+flair,0.5624314390763238
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t2,0.4485861464515101
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1+t2+flair,0.5017563271533326
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1ce,0.43894349743450883
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1ce+flair,0.5388413395842983
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1ce+t2,0.5163943048873756
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t1ce+t2+flair,0.554448783909168
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t2,0.4322094903474625
no_quality,43,BRATS_268,sg_56143f5cb2b81628,t2+flair,0.4908794831722722
no_quality,43,BRATS_318,sg_573aa66b02bed579,flair,0.6237833317029201
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1,0.4364937367972533
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+flair,0.670133643291596
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t1ce,0.7168526873578783
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t1ce+flair,0.8525686052235049
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t1ce+t2,0.830937704095494
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t1ce+t2+flair,0.8505467627800115
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t2,0.6126826944483463
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1+t2+flair,0.656679730204558
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1ce,0.697598739372448
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1ce+flair,0.8566564629404271
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1ce+t2,0.8330721957571953
no_quality,43,BRATS_318,sg_573aa66b02bed579,t1ce+t2+flair,0.8471585022910806
no_quality,43,BRATS_318,sg_573aa66b02bed579,t2,0.5570879757078431
no_quality,43,BRATS_318,sg_573aa66b02bed579,t2+flair,0.5962252969234122
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,flair,0.640252483135176
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1,0.5641386014203498
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+flair,0.6809954334449816
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t1ce,0.7991925069458273
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t1ce+flair,0.8743907057151085
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t1ce+t2,0.8728877749269799
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t1ce+t2+flair,0.8890421793587446
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t2,0.6593810414045592
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1+t2+flair,0.709156121073757
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1ce,0.7537712841613854
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1ce+flair,0.8766402414889356
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1ce+t2,0.8669158551920684
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t1ce+t2+flair,0.8868533165775574
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t2,0.6262036897884419
no_quality,43,BRATS_354,sg_5a1ac60f33875cd1,t2+flair,0.689601501384007
no_quality,43,BRATS_278,sg_5c0779fb48082fce,flair,0.30037450566738716
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1,0.03619547835511408
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+flair,0.5367471905493965
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t1ce,0.4163233225373835
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t1ce+flair,0.7798717372639783
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t1ce+t2,0.572296863758634
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t1ce+t2+flair,0.747257900517841
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t2,0.10803940517062104
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1+t2+flair,0.5055364337030825
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1ce,0.4258928721064434
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1ce+flair,0.7636532761721805
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1ce+t2,0.6207727686764868
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t1ce+t2+flair,0.7325192723444709
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t2,0.0569015398699772
no_quality,43,BRATS_278,sg_5c0779fb48082fce,t2+flair,0.3626585745470057
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,flair,0.6459061561555447
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1,0.5389798296678927
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+flair,0.6213404624981113
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t1ce,0.7098480782267549
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t1ce+flair,0.7561847792096973
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t1ce+t2,0.753072319383071
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t1ce+t2+flair,0.748092601092567
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t2,0.6263795720710085
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1+t2+flair,0.6219500656260971
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1ce,0.7083319037273824
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1ce+flair,0.7660078426810686
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1ce+t2,0.754198098805844
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t1ce+t2+flair,0.7516362582669055
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t2,0.6099263529046833
no_quality,43,BRATS_358,sg_60f2b2abbb8756cc,t2+flair,0.6337039708469788
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,flair,0.26642636150433757
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1,0.2460956489267342
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+flair,0.38123670620314914
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t1ce,0.45572215369225605
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t1ce+flair,0.5986266377517361
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t1ce+t2,0.5244674037596305
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t1ce+t2+flair,0.6903306902196339
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t2,0.33472155704050804
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1+t2+flair,0.4756135476497245
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1ce,0.4482053871510454
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1ce+flair,0.5905006763685938
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1ce+t2,0.5296939294725251
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t1ce+t2+flair,0.6904829846741568
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t2,0.3227456403357202
no_quality,43,BRATS_197,sg_6980cc12eb6c16ca,t2+flair,0.4015586986537139
no_quality,43,BRATS_384,sg_6c3b7da86323c267,flair,0.48611374706675986
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1,0.5064771358496319
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+flair,0.6084096033988851
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t1ce,0.7281956577427225
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t1ce+flair,0.8641951592641689
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t1ce+t2,0.8448884778679301
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t1ce+t2+flair,0.8768027760322242
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t2,0.5306615698865429
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1+t2+flair,0.6710505950920697
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1ce,0.67243179656455
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1ce+flair,0.8576340947080583
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1ce+t2,0.8397490382427355
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t1ce+t2+flair,0.8747623996178812
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t2,0.5391529240907176
no_quality,43,BRATS_384,sg_6c3b7da86323c267,t2+flair,0.5995036417714561
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,flair,0.3223237762873659
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1,0.3708141528897544
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+flair,0.4386840525295364
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t1ce,0.3454035317029683
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t1ce+flair,0.4763736314943554
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t1ce+t2,0.48817217939485386
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t1ce+t2+flair,0.5229245367952313
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t2,0.47120378151570463
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1+t2+flair,0.49957387035822914
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1ce,0.3546114099318722
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1ce+flair,0.46875244178789627
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1ce+t2,0.48458446022555646
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t1ce+t2+flair,0.5159878465278661
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t2,0.42519847467000815
no_quality,43,BRATS_170,sg_746c61eaf9fad2e3,t2+flair,0.4865958527766903
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,flair,0.6290271531428872
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1,0.49671513151377694
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+flair,0.6391651250842459
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t1ce,0.756081711987207
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t1ce+flair,0.9245834948791553
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t1ce+t2,0.8953268551160072
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t1ce+t2+flair,0.9252044334081706
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t2,0.7224046211336143
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1+t2+flair,0.7037326538154066
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1ce,0.7229169491105797
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1ce+flair,0.924064472081449
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1ce+t2,0.8941621954914597
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t1ce+t2+flair,0.9223121208639559
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t2,0.6445502021321946
no_quality,43,BRATS_396,sg_76c55b2034ec06a9,t2+flair,0.6582590576512918
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,flair,0.6548129297770447
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1,0.5243247644190397
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+flair,0.6424184050365426
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t1ce,0.7117253805891641
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t1ce+flair,0.8952058971939327
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t1ce+t2,0.8770136433584902
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t1ce+t2+flair,0.8882152231712629
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t2,0.5819416274351953
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1+t2+flair,0.5852998477638599
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1ce,0.6899026723607488
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1ce+flair,0.896700201976766
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1ce+t2,0.8679896579763969
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t1ce+t2+flair,0.884456968969678
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t2,0.5342362662458309
no_quality,43,BRATS_336,sg_7f5e5ea0a85929e0,t2+flair,0.5902921708952235
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,flair,0.5356256705166648
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1,0.36985008676206865
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+flair,0.5599333183964387
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t1ce,0.6923343793144214
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t1ce+flair,0.8383459718912953
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t1ce+t2,0.8028457179152766
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t1ce+t2+flair,0.8250388331544493
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t2,0.48008858750808375
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1+t2+flair,0.534470721039595
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1ce,0.6465109007473745
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1ce+flair,0.8284293309350744
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1ce+t2,0.8008625310309417
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t1ce+t2+flair,0.8127193207851343
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t2,0.4288720977790879
no_quality,43,BRATS_298,sg_8564c7b4b8bd716c,t2+flair,0.49658897317025813
no_quality,43,BRATS_228,sg_8937151c38cb28ed,flair,0.5702644294926992
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1,0.5637934322490967
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+flair,0.628280535391584
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t1ce,0.7266461352274448
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t1ce+flair,0.8466762178014785
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t1ce+t2,0.8484397789870304
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t1ce+t2+flair,0.8682046429565161
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t2,0.6523567408573098
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1+t2+flair,0.6694440025540321
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1ce,0.6902751519058049
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1ce+flair,0.8488634540415833
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1ce+t2,0.8510016992748374
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t1ce+t2+flair,0.8704024674789023
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t2,0.5239341120719428
no_quality,43,BRATS_228,sg_8937151c38cb28ed,t2+flair,0.582925151969275
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,flair,0.4004951603311575
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1,0.31523768911502964
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+flair,0.42129437520018914
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t1ce,0.38132409364300907
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t1ce+flair,0.5591512863460285
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t1ce+t2,0.6252264908887517
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t1ce+t2+flair,0.6261490216976631
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t2,0.4087772647039493
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1+t2+flair,0.4287977709430935
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1ce,0.32401597717235203
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1ce+flair,0.5158353414557757
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1ce+t2,0.5894463595294055
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t1ce+t2+flair,0.6081655749528997
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t2,0.36657316618231905
no_quality,43,BRATS_194,sg_91c0f97012b3ce95,t2+flair,0.4332536083486906
no_quality,43,BRATS_360,sg_95a201f987a173c4,flair,0.550277352072777
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1,0.38472016553894584
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+flair,0.6113796021812675
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+t1ce,0.6209813705686922
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+t1ce+flair,0.8189623667771654
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+t1ce+t2,0.82232983717132
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+t1ce+t2+flair,0.8322297037081582
no_quality,43,BRATS_360,sg_95a201f987a173c4,t1+t2,0.5903401106067928
