group_id,qmmf,hemis,no_quality,unet25d
sg_01ac2338604cf8bc,0.7682811221845658,0.677181066330286,0.7953135249945873,0.6865171164232984
sg_09e69c148337e6f2,0.8244170587111316,0.7488931146894249,0.8247303323242361,0.8248171249774441
sg_155b562e5b5b19e2,0.7224370108396077,0.605914156457516,0.7080258229135138,0.518542117757908
sg_208587454a785b38,0.632588606309331,0.56100511827387,0.6482590913481947,0.6920456056805921
sg_2765272d3a548d1a,0.7211128744761773,0.6407517044052237,0.7303096132210657,0.7595653055209198
sg_307d026dc8f7f6a2,0.6684449939425187,0.5834365488469012,0.7198834799276653,0.6611947746164052
sg_310e9599bf94bf9b,0.8694467853841026,0.7819475533435615,0.8782522472200675,0.859568909578268
sg_33055ac40922cca6,0.9232102166367476,0.8384507177066491,0.9228820968434635,0.9188698167434473
sg_332e12d666debe62,0.9287129520949711,0.8565456543984817,0.9394587406479142,0.9442040807071903
sg_3e3be46d07dde9ba,0.6856437948893584,0.5560116013445009,0.7041096415209056,0.6508834968493594
sg_3ffd0110fd8c70a1,0.8276523930557995,0.730976196541069,0.8498037658391004,0.861009910927018
sg_4151cfd07ac3e1b0,0.8459101107166741,0.8071491443762056,0.8579695015449446,0.7764607789387922
sg_4267e6ff34e2e7aa,0.7050110920345867,0.8303692964178541,0.7943942319827151,0.8194174193530569
sg_444c950e61a18f08,0.6877767565495311,0.6216099731326455,0.7053678722249576,0.611696781409889
sg_455084cc52da07da,0.7829784431813523,0.674044362058317,0.8226101735991546,0.7560716897441101
sg_47ad4a78768d946f,0.863907020337072,0.7760360377975558,0.9082194289687808,0.8973843531924419
sg_4c38c49cc72ad103,0.8803725488320319,0.768712593987531,0.8787473311589976,0.8723042081135722
sg_4f51bee88ad1bdc1,0.8452015801709307,0.7865532915640547,0.8478725874499031,0.853086068526232
sg_56143f5cb2b81628,0.539717301924817,0.5062570743843784,0.5608199383319002,0.5751520092207277
sg_573aa66b02bed579,0.8731931695601777,0.8335132807907724,0.8724343072278063,0.8365264934646301
sg_5a1ac60f33875cd1,0.8828368232257068,0.8323135958864992,0.8923949768764404,0.8896693023803293
sg_5c0779fb48082fce,0.8205230899505224,0.6598132289052698,0.8058245231317724,0.7207542555992562
sg_60f2b2abbb8756cc,0.7281391166406678,0.7137545619410445,0.7593310770155867,0.7734020470907109
sg_6980cc12eb6c16ca,0.5677234407698054,0.4819957413558172,0.6378727569228401,0.6479561215751048
sg_6c3b7da86323c267,0.8599634542844381,0.6981480267143844,0.8717657974957893,0.807929343291533
sg_746c61eaf9fad2e3,0.480847472812243,0.44570148524826897,0.516540522395816,0.519752715159392
sg_76c55b2034ec06a9,0.9008402608135476,0.8183784917468973,0.905495606434948,0.9250683321178942
sg_7f5e5ea0a85929e0,0.8634342453826385,0.8068991365093289,0.883883332551594,0.8262965158990947
sg_8564c7b4b8bd716c,0.8640854639186695,0.758961192849568,0.8651148854071393,0.8607063254743745
sg_8937151c38cb28ed,0.7628141012131384,0.6650781077155886,0.764400235895548,0.7868810244705489
sg_91c0f97012b3ce95,0.6058046629673118,0.47215443823839437,0.5967465262095263,0.6251242456347378
sg_95a201f987a173c4,0.8590343288851807,0.7095229390603386,0.8582877791631018,0.8244666806919785
sg_9d9491b35b219f3e,0.5637200555401695,0.5717043990491631,0.6009917365847156,0.6119870742935166
sg_9e8efd497a898fe7,0.888162362001322,0.8575565403876592,0.900555031404334,0.8779625635967019
sg_a17c8025f2884526,0.6700171601416582,0.5339358105496418,0.6240071259736416,0.7126445845863304
sg_a79c24b2ab681a89,0.6109439290536398,0.550634478577857,0.6241630573736718,0.5172450073436438
sg_ac2ad219782acb6d,0.8005188337952392,0.6565309536895946,0.8034780183979215,0.785438291045705
sg_b22b67d112cc5d1a,0.6424643429298385,0.5228530129966487,0.7100970044900058,0.697191126414822
sg_b631751e1743212d,0.7877726337328727,0.7135184390391971,0.7969142213346352,0.7588400046827863
sg_b8270589d730933f,0.9130817031217308,0.8539930948189886,0.9150343327720863,0.904348483605513
sg_ba3a8080940b073a,0.8796547780548364,0.8126846124689736,0.8919258753911136,0.889299983812137
sg_ba92e4f1c3218b3e,0.5516050320745005,0.5176643754622512,0.5700500872833502,0.5675735792657198
sg_c12d4b1240c5accb,0.4273043061822204,0.38069072252432384,0.40761024614205127,0.37244997520684536
sg_d72cc5be6db7b3ed,0.8495927819196277,0.7834458346199568,0.8487751337862933,0.7881587187669205
sg_d7b9b04ec447b240,0.8372714717026698,0.7293592757465462,0.8398220092015709,0.826105912354819
sg_d94777b27d97ed81,0.6697645556995383,0.5308358099463552,0.6946654794176178,0.6434903188248614
sg_eba0e4eedce19b2a,0.7160219423314033,0.5595106919851931,0.7382852010422655,0.6811664789840611
sg_edd8bce225d29352,0.9303136343567862,0.8459070973867386,0.9253710043203863,0.9059407141000504
sg_f05f74ccf0cb9cd0,0.8133894724218165,0.773476623258141,0.8273102830072389,0.8218316486730863
sg_f0dec3098c35e293,0.6554557196510575,0.5634982286055662,0.6781527875388041,0.641206488205024
sg_f68c66cac443ae9a,0.9105510711275402,0.8228908130536439,0.9134728416478494,0.8844223023976374
