group_id,qmmf,hemis,no_quality
sg_3b44f65ab67602cc,0.001418447984735168,0.0011893539605486887,0.0013888865306870913
sg_46b6c66765483f24,0.025508449366075218,0.021755891174937966,0.029470291395911247
sg_602726c0ba192496,0.0009602477043611123,0.0003819335631463491,0.0017791470537772372
sg_74969a1c98337c11,0.005758104994507924,0.0072292975149429286,0.00665880443745093
sg_8a56096263e207fc,0.005755871758736383,0.0030030743874996037,0.006445451162530783
sg_a46b5f5bbd1aae60,0.007256654201019726,0.007985786579769453,0.006469846311954033
sg_baba356c1735c37c,0.014157138405386094,0.013117755564630846,0.012539938423287445
sg_cb857fb98a0abf51,0.012418904962668597,0.019111391484533464,0.011251955942241725
