reference,control,metric,difference,ci_low,ci_high,n_groups,resampling_unit
qmmf,hemis,outer_macro_dice,0.005867916225670622,-0.013920627886841922,0.02390752853470324,55,group
qmmf,no_quality,outer_macro_dice,0.0021378701884059437,-0.01629000593362125,0.01960280800265377,55,group
qmmf,hemis,mean_subset_macro_dice,-0.003578478543304675,-0.026537607720824183,0.024267326392619054,8,group
qmmf,no_quality,mean_subset_macro_dice,-0.010641575479469062,-0.03568970333232896,0.013358926541201983,8,group
qmmf,hemis,worst_subset_macro_dice,-6.758310656488666e-05,-0.002308117906206989,0.001766087243975167,8,group
qmmf,no_quality,worst_subset_macro_dice,-0.0003463127350437842,-0.0015707678444985013,0.0006728362174906309,8,group
