group_id,qmmf,hemis,no_quality
sg_3b44f65ab67602cc,0.031008000903667718,0.05437809779279472,0.030995921509504202
sg_46b6c66765483f24,0.3186993862622992,0.2409821146687399,0.2747149101382135
sg_602726c0ba192496,0.03824644735120714,0.0735811467349951,0.1052749251230623
sg_74969a1c98337c11,0.17966252247598902,0.1613005479099236,0.1902085514928338
sg_8a56096263e207fc,0.149687298917312,0.15475505292159217,0.1696446214030498
sg_a46b5f5bbd1aae60,0.15436414147162397,0.2096162519415157,0.21605492521003164
sg_baba356c1735c37c,0.17803415233976821,0.19082157539650585,0.17032226903113884
sg_cb857fb98a0abf51,0.27826580654183214,0.2711607972440699,0.25588423619161776
