model,seed,fold,best_epoch,completed,config_hash,fit_and_validation_seconds,inner_selection_score,locked_test_opened,name,outer_case_macro_dice,outer_evaluation_seconds,outer_macro_dice,outer_n_cases,outer_n_groups,parameters,peak_gpu_gb,phase,robustness_macro_dice,robustness_n_cases,scope,subset_evaluation_seconds,wall_seconds,epochs_run,validation_checks,selected_epoch_one_based,termination_reason,best_at_last_validation,last_selection_score,last_minus_best_selection_score,last_three_validation_gain,trailing_nonimproving_validation_checks,scheduled_optimizer_step_opportunities,central_training_windows_seen,convergence_interpretation
qmmf,42,0,7,True,ee5a9cf4fb1523b5,394.85797705299996,0.12684069388316035,False,qmmf,0.2616346231063933,254.0542116489999,0.2520136773664171,91,55,1221465,1.3471002578735352,pilot,0.16599596953296242,8,development_fold0,336.59177083599997,985.50396069,8,2,8,epoch_budget_reached,True,0.1268406938831603,0.0,,0,160,1280,descriptive learning-curve diagnostics; no automatic convergence claim
hemis,42,0,3,True,c4f985b545c9f68e,385.05903627400005,0.16823452242278897,False,hemis,0.2631945959974258,211.272347007,0.24614576114074652,91,55,881395,0.7460660934448242,pilot,0.16957444807626712,8,development_fold0,277.72554239399994,874.056926213,8,2,4,epoch_budget_reached,False,0.1549493748414718,-0.013285147581317103,,1,160,1280,descriptive learning-curve diagnostics; no automatic convergence claim
no_quality,42,0,7,True,b8c884229c0b9d10,359.11668572300005,0.16536381417516516,False,no_quality,0.25932178764041747,244.55147351100004,0.24987580717801117,91,55,1220569,1.3470778465270996,pilot,0.17663754501243148,8,development_fold0,323.728782204,927.3969420420001,8,2,8,epoch_budget_reached,True,0.1653638141751651,0.0,,0,160,1280,descriptive learning-curve diagnostics; no automatic convergence claim
