epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,consistency,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,model
3,0.9620290577411652,0.4057769477367401,0.7395282462239265,0.7003761976957321,0.1274586545303463,,0.823738907277584,38.82438645299999,0.0001623869018208,0.039000556897372,0.1862351853451532,0.1564996316613258,0.0954352171729926,0.1862351853451532,0.1808575507867866,0.1024061588520377,0.1682345224227889,hemis
4,0.9705352663993836,0.3883553050458431,0.73766331076622,0.6991358160972595,0.1206575891003012,,0.8208531200885772,38.78321499600008,0.0001012950796192,0.0362167585641145,,,,,,,,hemis
5,0.9593664243817328,0.3819312237203121,0.7283923730254174,0.70233553647995,0.1207884199917316,,0.8114924818277359,39.66703216500002,4.840776425613886e-05,0.0341356737539172,,,,,,,,hemis
6,0.964564684033394,0.3764425545930862,0.7293158620595932,0.7125590860843658,0.1217018570750951,,0.8132915824651719,38.262145659,1.2634001001741372e-05,0.0331736164633184,,,,,,,,hemis
7,0.9570678070187568,0.3722830154001713,0.7231539264321327,0.6959815487265587,0.1219665396958589,,0.805341114103794,39.984351704000005,0.0,0.0324535385239869,0.1762308629581134,0.1421567784752047,0.0656382352404235,0.1762308629581134,0.184601237227077,0.0656382352404235,0.1549493748414718,hemis
0,0.971321627497673,0.5529254324734211,0.803963178396225,0.7108256787061691,0.0405233987839892,0.5532639056444169,1.4303358227014542,36.63684659299997,0.0002954100398908,,,,,,,,,no_quality
1,0.9677532449364662,0.4475032478570938,0.7596532791852951,0.6812986046075821,0.0072052780189551,0.4810823075473308,1.309225708246231,37.124542409000014,0.0002683710764094,,,,,,,,,no_quality
2,0.9620194122195244,0.4200431898236275,0.7452289566397667,0.6907230690121651,0.0088810849818401,0.4614623419940472,1.301843175292015,35.50579099600009,0.0002213921089555,0.1281775493174791,,,,,,,,no_quality
3,0.9608844935894012,0.4016000397503376,0.7371707364916802,0.7028937086462974,0.0162135167978704,0.451701045781374,1.2754980862140657,35.25236278200009,0.0001623869018208,0.0776313525624573,0.1685494582185168,0.142073656872314,0.0852474748631206,0.1685494582185168,0.1541467464583239,0.1035247659401012,0.1522765194791163,no_quality
4,0.9688454687595368,0.3871331714093685,0.7361605808138847,0.7174299657344818,0.0149533722782507,0.4567089408636093,1.2795914947986602,35.40206583500003,0.0001012950796192,0.0711564912460744,,,,,,,,no_quality
5,0.9580606549978256,0.3798084922134876,0.7267598181962966,0.7033607468008996,0.0147781304665841,0.4463689647614955,1.258922216296196,36.13302786899999,4.840776425613886e-05,0.0735922732390463,,,,,,,,no_quality
6,0.96364965736866,0.3755615040659904,0.728414423763752,0.7109703049063683,0.0121044066501781,0.4517341919243335,1.2672339767217635,35.319630899,1.2634001001741372e-05,0.0769155919551849,,,,,,,,no_quality
7,0.9556530311703682,0.3705699376761913,0.7216198280453682,0.6965157821774483,0.0111808265442959,0.4346815839409828,1.2384535670280457,36.565127961000144,0.0,0.0597076693549752,0.1815349402668341,0.1551072835157309,0.0991066496034537,0.1815349402668341,0.1664292333386235,0.1173576769417351,0.1653638141751651,no_quality
