epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency,model
0,0.97190764605999,0.6428316527605057,0.8402772796154022,0.7162971419095993,0.0887492875754833,0.6009815907478333,1.5173260474205017,30.52298173600002,5.1e-05,,,,,,,,,qmmf
1,0.9623207080364228,0.402701672911644,0.7384731239080429,0.6872733277082443,0.0319831142947077,0.4923953294754028,1.3011949372291565,27.36644734200001,0.0001009999999999,,,,,,,,,qmmf
2,0.9490121817588806,0.3233406257629394,0.698743587732315,0.6929366463422775,0.0421917359903454,0.4652643018960953,1.2354111397266387,26.204014691,0.0001509999999999,,,,,,,,,qmmf
3,0.9494999766349792,0.2794627329707145,0.6814851045608521,0.6956310844421387,0.071912037692964,0.4492887634038925,1.2039325833320618,25.428999771000008,0.0002009999999999,,,,,,,,,qmmf
4,0.9399856227636336,0.241015982478857,0.6603977900743484,0.7104585778713226,0.0730979827046394,0.4288296857476234,1.1639282345771789,25.17178051199994,0.000251,,,,,,,,,qmmf
5,0.9228689378499983,0.2059779603779316,0.636112574338913,0.7048304289579391,0.0622969135642051,0.4046898365020752,1.1144002932310104,23.877455275999974,0.0003,,,,,,,,,qmmf
6,0.9206108754873276,0.1675096887350082,0.6193704217672348,0.7076934599876403,0.0546312794461846,0.3919280996918678,1.0847994339466096,24.122173815999982,0.0002999430460537,,,,,,,,,qmmf
7,0.911734089255333,0.1388630267977714,0.6025856882333755,0.7049810141324997,0.0472245649248361,0.380578843653202,1.0560238593816758,23.925213557000006,0.0002997722274649,,,,,,,,,qmmf
8,0.8888469797372818,0.1190858729928732,0.5809425637125969,0.722801405787468,0.0417603194341063,0.3643529649078846,1.0196636784076691,23.68486867000001,0.000299487673951,,,,,,,,,qmmf
9,0.8822266322374344,0.1006618472933769,0.5696007379889488,0.7309667593240738,0.0376145309954881,0.3617678575217724,1.006345997452736,23.56313269500004,0.0002990896015976,0.3551978668903968,0.3431684710587285,0.3132726389913227,0.3551978668903968,0.3400166374896433,0.3342909087961452,0.3473965253509889,,qmmf
