epoch,dice,bce,seg,boundary,nested,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9739579159021378,0.6830356281995773,0.8575890296697617,0.7320977741479874,0.1187350182980299,0.9367355614900589,27.463305070000047,5.1e-05,,,,,,,,
1,0.9687556540966034,0.5056058546900749,0.7834957623481751,0.6914411878585816,0.12252145580947399,0.8587659549713135,24.930645701000003,0.00010099999999999999,,,,,,,,
2,0.9591681104898453,0.43412720441818237,0.7491517752408982,0.6871291798353195,0.13626099213957787,0.8246777391433716,24.11397464800001,0.00015099999999999998,,,,,,,,
3,0.9504230105876923,0.39273581802845003,0.7273481625318527,0.6746466672420501,0.13454329043626786,0.8015399920940399,24.460370015000024,0.00020099999999999998,,,,,,,,
4,0.9599418675899506,0.3417663675546646,0.7126716977357864,0.6724846547842026,0.13147070132195948,0.7864936977624893,23.808770367000022,0.000251,,,,,,,,
5,0.943723919391632,0.29504734396934507,0.6842533135414124,0.6748818480968475,0.12309125423431397,0.7578960609436035,24.10992135700002,0.0003,,,,,,,,
6,0.9408917981386185,0.24659566327929497,0.6631733691692352,0.6856176328659057,0.11333004675805569,0.7374016386270523,23.351106346999984,0.0002999430460537427,,,,,,,,
7,0.9311401623487473,0.20538359701633455,0.6408375608921051,0.6779452639818192,0.10508603312075138,0.7138863915205002,23.872020750999923,0.0002997722274649974,,,,,,,,
8,0.9239861363172531,0.17066964149475097,0.6226595604419708,0.6931391364336014,0.09485620699822903,0.6967162859439849,24.08592476299998,0.00029948767395100045,,,,,,,,
9,0.8981256502866745,0.14884839534759522,0.5984147733449936,0.7079368364810944,0.08462914682924748,0.6734399104118347,23.688385960999994,0.0002990896015976924,0.3900071083001506,0.36256072830483543,0.3113090760799882,0.3900071083001506,0.343063355384802,0.3546117212295537,0.3739033910795398,
10,0.9036989021301269,0.1269419440627098,0.5929961380362511,0.7063654106855393,0.07506106346845627,0.6673857313394547,22.602815962000022,0.00029857831269562544,,,,,,,,
11,0.8821390360593796,0.10758422076702118,0.5723171311616898,0.7107577282190323,0.06676547657698392,0.6467311775684357,25.013331159000018,0.00029795419551040833,,,,,,,,
12,0.8631500029563903,0.09350747972726822,0.5552930149435997,0.7022246578335762,0.05932710539549589,0.6284818363189697,24.600403355000026,0.00029721772398786267,,,,,,,,
13,0.8628743666410447,0.08299372550100088,0.5509221336245537,0.7254732465744018,0.051887658648192884,0.626063843369484,24.853151860000025,0.0002963694573941153,,,,,,,,
14,0.8460092431306839,0.0722877761721611,0.5365206763148308,0.729686313867569,0.04555025938898325,0.6117668223381042,23.935860434999995,0.0002954100398908995,,,,,,,,
15,0.822988064289093,0.06333029136061669,0.5191249763965606,0.7344586616754532,0.03993272103369236,0.5945674794912338,24.958233855999993,0.0002943402000463875,,,,,,,,
16,0.8384266042709351,0.05587183259427547,0.5254047164320945,0.7602341395616531,0.03440018463879824,0.6031481403112412,24.400663431999988,0.0002931607502819261,,,,,,,,
17,0.8219194370508194,0.05169464429840445,0.5138295435905457,0.7545303994417191,0.02980998795479536,0.590773084461689,24.200590806000037,0.00029187258625509513,,,,,,,,
18,0.8606310325860977,0.058065798915922645,0.5396049618721008,0.8333573067188262,0.02519646264612675,0.6272129878401757,24.544454392000034,0.0002904766861795582,,,,,,,,0.015062380605377257
19,0.8443709588050843,0.05541088677942753,0.5287869510054588,0.8114323443174363,0.022180422712117433,0.6127085742354393,24.464981814999987,0.0002889741100822202,0.455186475285839,0.4373338527752052,0.374212203216614,0.455186475285839,0.40492606716589563,0.4518890158738809,0.4417332613257263,0.008346832436509431
20,0.8317785406112671,0.054695268347859385,0.520945251584053,0.8144678568840027,0.019147162344306707,0.6048139837384224,21.8090790870001,0.00028736599899825856,,,,,,,,0.007322948239743709
21,0.827779546380043,0.05103778015822172,0.5170828577876091,0.8181197190284729,0.01670801148749888,0.6010368093848228,23.741613540000003,0.00028565357410463663,,,,,,,,0.0065328871691599484
22,0.7963997292518615,0.04910663468763232,0.49748251408338545,0.8209738892316818,0.01486942551098764,0.581474420428276,25.994745626000054,0.0002838381357927591,,,,,,,,0.00575525417458266
23,0.8068803694844245,0.044441223125904795,0.5019047322869301,0.8039861905574799,0.01329224418848753,0.5839528155326843,24.47997376399985,0.00028192106268097334,,,,,,,,0.00492427684366703
24,0.806947683095932,0.04139468473382294,0.5007265067100525,0.8075173008441925,0.011834691669791937,0.5829077133536339,24.558549189999894,0.0002799038105676658,,,,,,,,0.004188713065814227
25,0.8197112190723419,0.040073176370933654,0.5078560221195221,0.8294997909665107,0.010412468425929546,0.5920935934782028,25.449044960000037,0.000277787911325749,,,,,,,,0.0038348523271270096
26,0.7839105093479156,0.0400661682523787,0.48637279123067856,0.8136644786596299,0.009331155074760318,0.568848522901535,25.393031619999874,0.00027557497173937923,,,,,,,,0.003213624197524041
27,0.8101840293407441,0.039343470111489295,0.501847825050354,0.8345843541622162,0.008223722944967449,0.5863492012023925,25.41677473599998,0.00027326667228378673,,,,,,,,0.003158774325856939
28,0.8001546093821525,0.0379535024240613,0.49527418851852417,0.8284854239225388,0.007526912321336568,0.579105834364891,25.835674248000032,0.0002708647658491467,,,,,,,,0.003033801148412749
29,0.787386943101883,0.04077471727505326,0.4887420749664307,0.8208755320310592,0.006643627965822816,0.5719860914349556,25.332187662000024,0.00026837107640945905,0.5314524711942431,0.47697296773277487,0.36352138598520733,0.5314524711942431,0.3892593177015491,0.5102071143025323,0.49831551163489907,0.004121394779067486
30,0.7809347456693649,0.03610400658100844,0.4830024671554565,0.8119869178533554,0.00600753600243479,0.5652777180075645,21.732097539999813,0.0002657874976374481,,,,,,,,0.003880911907181144
31,0.8000056996941567,0.03669716890901327,0.4946823090314865,0.8278320419788361,0.00533260918688029,0.5784428197145463,22.347650675000068,0.00026311599146653443,,,,,,,,0.00355338565306738
32,0.803616389632225,0.03371604864485562,0.4956562705338001,0.829142918586731,0.004844304416328668,0.5794245144724846,23.229416739999806,0.0002603585866009697,,,,,,,,0.003058680195827037
