epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score
0,0.9719077122211456,0.6428311824798584,0.8402771294116974,0.7162980115413666,0.08874923162162304,0.6009811252355576,1.5173255252838134,28.163540565999938,5.1e-05,,,,,,,
1,0.9623206514120102,0.402701119184494,0.738472871184349,0.687272207736969,0.031983474399894476,0.4923949453234673,1.3011942088603974,25.785531831999833,0.00010099999999999999,,,,,,,
2,0.9490125179290771,0.3233406028151512,0.6987437790632248,0.6929368835687637,0.04219222459942103,0.4652655434608459,1.2354126262664795,23.489894411000932,0.00015099999999999998,,,,,,,
3,0.9494986134767532,0.2794620107114315,0.6814839965105057,0.6956274873018264,0.07191389221698045,0.4492869094014168,1.2039293479919433,22.930601445999855,0.00020099999999999998,,,,,,,
4,0.9399849021434784,0.24101117223501206,0.6603954356908798,0.7104639971256256,0.07309888809919357,0.42882623136043546,1.163923007249832,22.679107522000777,0.000251,,,,,,,
5,0.9228687119483948,0.20598123982548713,0.6361137527227402,0.7048343998193741,0.062295216992497446,0.4046876972913742,1.1143996512889862,22.654112517000613,0.0003,,,,,,,
6,0.9205746471881866,0.1675030341744423,0.6193460237979889,0.7075305223464966,0.054632947258651254,0.39192885398864746,1.084759573340416,22.340444288998697,0.0002999430460537427,,,,,,,
7,0.9118515360355377,0.13892265401780604,0.602680007815361,0.7051575961709022,0.04721134919673205,0.3806660592556,1.0562223905324937,22.492743353999685,0.0002997722274649974,,,,,,,
8,0.8889924240112305,0.11916884109377861,0.5810630121827125,0.7234743756055831,0.04173533625900745,0.3646036896109581,1.0201009130477905,23.077924374998474,0.00029948767395100045,,,,,,,
9,0.8821042865514755,0.10090019628405571,0.5696226727962493,0.7293378400802613,0.03756610874086618,0.3616107302904129,1.0060454976558686,22.557483972999762,0.0002990896015976924,0.3685005400297794,0.35698360507357413,0.32408155078446105,0.3685005400297794,0.3550492761181549,0.34740099907278815,0.36060356061838594
