model,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,auroc_mean,auroc_std,average_precision_mean,average_precision_std,brier_mean,brier_std,log_loss_mean,log_loss_std
full,0.7745465185770959,0.023731352972281437,0.7807017543859649,0.02320834483389986,0.7860112496943018,0.024356609571186842,0.7635933806146573,0.031980494700871595,0.8084291187739464,0.04351653904827797,0.8456835412081194,0.016092829487475747,0.8976667904649535,0.019052176483743407,0.1679737545271116,0.0072999897866968715,0.543143175216564,0.004123232133209889
narrow_resnet_gn,0.7419129826218566,0.03461525826342518,0.7514619883040936,0.037814377650226765,0.748430749164425,0.030577727843638287,0.7612293144208038,0.07381794324347989,0.735632183908046,0.05267328385006712,0.8040270644819434,0.021654599357505213,0.8508961214287954,0.01869402676681478,0.18986311956950508,0.023196899431025753,0.6284531503910126,0.06998741643081015
no_attention,0.7346355839332749,0.009613159720337149,0.7412280701754387,0.011604172416949938,0.7460259232086085,0.005564715213002028,0.7257683215130024,0.03275746208168088,0.7662835249042145,0.02392719539616249,0.8456835412081194,0.009488536416044094,0.8911075134834094,0.014361731409782122,0.17725671584951133,0.007133391859925455,0.5537914149797855,0.032597003589310954
no_attention_no_multiscale,0.7392194613034176,0.008192757803180697,0.7485380116959064,0.009130114032746172,0.7460666829705715,0.009022465860866712,0.756501182033097,0.031980494700871595,0.735632183908046,0.039817259944112136,0.8268253580065759,0.009957847039964442,0.8690638617065854,0.01169534712497604,0.17381568330253372,0.0016584943494963504,0.5273317494767594,0.007086092632952163
no_augmentation,0.6923971448835523,0.04902266829258611,0.7090643274853802,0.041685898916325265,0.694342545039537,0.05356981875048406,0.7565011820330968,0.014763588648695999,0.632183908045977,0.10534656770013426,0.7466373196380532,0.060646142872458994,0.8098864620545473,0.06039939968455725,0.21326210041100555,0.02031844852657452,0.6783561930012024,0.0536021203288659
no_multiscale,0.7373820285905882,0.02334931604171838,0.7470760233918129,0.017725666159330612,0.7448846498736447,0.03016616186983422,0.7541371158392435,0.02279822874939235,0.735632183908046,0.08288623621756297,0.8264992799108719,0.028670352050617822,0.8840790442048906,0.023824631120750377,0.18246440154265353,0.006900257571610915,0.5962474134923155,0.020628470727112998
plain_cnn,0.7119508510126012,0.05622689511437315,0.7192982456140351,0.05389563915545833,0.7253607238933725,0.06009215175883239,0.6997635933806147,0.07174463785103315,0.7509578544061303,0.11796784918268696,0.8226406891117088,0.049509762819965844,0.8679290097117304,0.0377410277046062,0.1785020164844343,0.022157076394417025,0.5402766876392976,0.048087615716462626
