model,seed,fold,epochs,patience,size,batch,split_hash,protocol,macro_f1,accuracy,balanced_accuracy,sensitivity,specificity,auroc,average_precision,brier,log_loss,config_hash,best_epoch,epochs_run,inner_validation_macro_f1,parameters,wall_seconds,peak_gpu_gb
full,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6803887935963409,0.6976744186046512,0.6904761904761905,0.7142857142857143,0.6666666666666666,0.8166666666666667,0.9030362202594019,0.21212888157697696,0.6251112927637326,0aa1a5b25bde526807a681209685cb9efa59e92ade82c774a9f49cadb80f0615,20,32,0.9415384615384615,338170,4.254585067999983,0.2008962631225586
no_attention,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.661826981246219,0.6976744186046512,0.6595238095238095,0.7857142857142857,0.5333333333333333,0.780952380952381,0.882964155443941,0.20704621510761934,0.5909056575376535,eb4247b2310185ef6bf3f01387c34bb79c23bde2b5f1c716ddbc1acd346734cb,21,33,0.9688269073010665,328306,3.2024504490000254,0.18642711639404297
no_multiscale,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6490897677338355,0.6976744186046512,0.644047619047619,0.8214285714285714,0.4666666666666667,0.761904761904762,0.8632325609682124,0.18350255536122692,0.5470642017146233,5293f336ed07018c69ff1fde2dd3b82b0d330c1d8b7d73d8a23663589a928d92,12,24,0.936026936026936,338170,3.1884226589999116,0.2008962631225586
no_attention_no_multiscale,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.729559748427673,0.7441860465116279,0.7416666666666667,0.75,0.7333333333333333,0.8380952380952381,0.907646532899672,0.19039224687227788,0.5756688752862119,0965620414069724db4a8a3427a74f48a2792885d84d8dca980f289e0fb746bd,29,41,0.9701960784313726,328306,3.8959309170001006,0.18642711639404297
no_augmentation,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6293103448275862,0.6744186046511628,0.6261904761904762,0.7857142857142857,0.4666666666666667,0.7571428571428571,0.8538923225960818,0.22463454813509323,0.6966741545546664,23201bc5a4e25299e734eff5e67570c7a2fff2ee6b199dcf3768c57a18d33976,22,34,0.8642857142857143,338170,4.347637377999945,0.2008962631225586
plain_cnn,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6490897677338355,0.6976744186046512,0.644047619047619,0.8214285714285714,0.4666666666666667,0.7119047619047619,0.8259174608597751,0.1916839471566258,0.5635248152591601,d1543c41a48e99eefa0d539c5680acbcb61bd95b2d2c5263df5896cff5f80cc6,28,40,0.7076923076923077,261874,2.762662589999991,0.19661283493041992
narrow_resnet_gn,43,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6490897677338355,0.6976744186046512,0.644047619047619,0.8214285714285714,0.4666666666666667,0.7071428571428572,0.8199813050122294,0.2597800766697068,0.9747893207562466,6797fec712837422f2c78ca30320bcd2c9036caa2936b279e5d88b38f86dae41,34,46,0.8642857142857143,700786,3.9886392139999316,0.10411930084228516
full,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7172576832151301,0.717391304347826,0.726923076923077,0.6538461538461539,0.8,0.7692307692307693,0.8079080115095288,0.21341816693282203,0.6173174704723905,490616d432983e611ab3c8a4c2784742a34432402f8642ddaf8ccb8c032deca9,7,19,0.8328173374613003,338170,2.4817452560000675,0.2008962631225586
no_attention,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7607565011820331,0.7608695652173914,0.7711538461538461,0.6923076923076923,0.85,0.85,0.8576031347823588,0.1581820373106162,0.47257285424763074,d253b66fac3a9930bcf10f150748499ddb2c5577305e66c8004ecfaac312b7b2,18,30,0.8610038610038611,328306,2.887443189999999,0.18642711639404297
no_multiscale,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7997097242380262,0.8043478260869565,0.7980769230769231,0.8461538461538461,0.75,0.926923076923077,0.9527508423397015,0.11683310568760817,0.37914192534318086,9232afd62f647a81b7f015dbbbddffb7549d7a30c564c24acde721f93e1d6475,24,36,0.8333333333333334,338170,4.722513297999967,0.2008962631225586
no_attention_no_multiscale,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7580105212816834,0.7608695652173914,0.7596153846153846,0.7692307692307693,0.75,0.8538461538461539,0.8777975206828023,0.1565472940689828,0.4664937196980716,24df9e913f8afd13590ae2626ce0b890a0211997387fd02fe5bafc61a6f9f8d6,27,39,0.8885448916408669,328306,3.7596795389999897,0.18642711639404297
no_augmentation,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7140124342419896,0.717391304347826,0.7153846153846153,0.7307692307692307,0.7,0.7461538461538462,0.8029100300668581,0.19553226874880367,0.5720227548726623,cdafd4d865e14b5b730999bb3be1957e3176714445a2f757fc50bdd55855657b,8,20,0.8017309205350118,338170,2.6132252370000515,0.2008962631225586
plain_cnn,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7391304347826086,0.7391304347826086,0.7519230769230769,0.6538461538461539,0.85,0.8769230769230769,0.8997917375896582,0.16400659762531766,0.4780772547063478,0b72422e88a4601738778b9cb8f7c13334297713d910899367ae9bd613753c05,31,43,0.8610038610038611,261874,2.9583039679999956,0.19661283493041992
narrow_resnet_gn,43,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8035121025154248,0.8043478260869565,0.8096153846153846,0.7692307692307693,0.85,0.8480769230769231,0.8181081981716449,0.16132494604564385,0.6077067871123052,073e7742cf5e62dad7ad4b70e509d0684a5831a98ff9890f668005530eeb9b09,27,39,0.8875,700786,3.482259476999957,0.10411930084228516
full,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.9107142857142857,0.9111111111111111,0.9107142857142857,0.9047619047619048,0.9166666666666666,0.9246031746031746,0.9447021459093876,0.09429405688311598,0.3565080769421313,4f628f36d87621878e11e4da4c3fa6897caef07e7a5b7fef21f4ac860fea2200,23,35,0.8125,338170,4.620327209000038,0.2008962631225586
no_attention,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8868778280542986,0.8888888888888888,0.8839285714285714,0.8095238095238095,0.9583333333333334,0.8948412698412699,0.9262752286159053,0.11023601401111953,0.42063449360928007,32aeace77725d831438bcf203d3c2f47c2a84c1dd70bbe9ae8deafc78f177f8e,35,47,0.7855319148936171,328306,4.48663293900006,0.18642711639404297
no_multiscale,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8880039820806371,0.8888888888888888,0.8869047619047619,0.8571428571428571,0.9166666666666666,0.9246031746031746,0.9372914721444134,0.10221027677705641,0.36078037371364785,09a9c910d29a12decd437e76151205028e2cbdbdc5d907210b169bc505d98ca9,23,35,0.8402839396628217,338170,4.627507971,0.2008962631225586
no_attention_no_multiscale,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8660714285714286,0.8666666666666667,0.8660714285714286,0.8571428571428571,0.875,0.9166666666666667,0.9361929957168056,0.11601533617931105,0.3933289716281814,ca45a2d4e41856f538d91a1968746ba8b1be9e84bdcb3bd2f47c51e5d22de4cb,30,42,0.6989966555183946,328306,4.03279201600003,0.18642711639404297
no_augmentation,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7984071677451469,0.8,0.7976190476190477,0.7619047619047619,0.8333333333333334,0.8253968253968255,0.8619573518160106,0.1663342243776442,0.629178321028357,e7f44eff8d483fedad8e179abb4fcdde59f3539ab2fa63fa0b9e236a6b47c583,19,31,0.712511091393079,338170,3.968085143000053,0.2008962631225586
plain_cnn,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.784688995215311,0.8,0.7857142857142857,0.5714285714285714,1.0,0.8948412698412699,0.9186107136417698,0.14372329321918115,0.5075981400692801,e51a89cd81effc8b8ae84948306758c27c0492aa6172d4316435fc132d97139e,41,53,0.7142857142857142,261874,3.6390740560000268,0.19661283493041992
narrow_resnet_gn,44,0,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7088103534096566,0.7111111111111111,0.7202380952380952,0.8571428571428571,0.5833333333333334,0.8829365079365079,0.9032361958882793,0.19302656714062114,0.6060409078200995,3c4b359043cf69253a0932857dc97e45e3f0495a7f0977a8c91643cfeaf2389a,17,29,0.8319327731092436,700786,2.578731494000067,0.10411930084228516
full,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6805736636245111,0.6938775510204082,0.723529411764706,0.6470588235294118,0.8,0.8450980392156863,0.9189453259117432,0.2658407767327006,0.9539101982486617,f2eb8f701c7003616318ea091d51fc04dc5ebea8fca5dd0092edd9aa1c043041,37,49,0.7939444911690496,338170,6.4335843500000465,0.2008962631225586
no_attention,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6063424947145877,0.6122448979591837,0.6647058823529413,0.5294117647058824,0.8,0.7960784313725491,0.8741189485405138,0.31331422764181055,1.0649198414798569,e4333b92323e38c479b02ca81e9e0774a0fd4a8a5d7822d992b2b15a92a54416,31,43,0.825,328306,4.115359961000081,0.18642711639404297
no_multiscale,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6397058823529411,0.673469387755102,0.6529411764705882,0.7058823529411765,0.6,0.7607843137254902,0.906470048915887,0.2756646905773143,0.9614007929575555,bd0e5698cc209726d8208424c597983aabcd25aafe50de66d1ae05391f1324a7,36,48,0.9066666666666667,338170,6.256159658000001,0.2008962631225586
no_attention_no_multiscale,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6222222222222222,0.6530612244897959,0.638235294117647,0.6764705882352942,0.6,0.7470588235294118,0.8407955791449676,0.21103146371745682,0.6058525108131172,7f330e17d9390d590d0fcd3b371d06c84aa8072f60a3363b8cecac6c180b0496,19,31,0.7733580018501387,328306,2.959675230000016,0.18642711639404297
no_augmentation,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.5649048625792812,0.5714285714285714,0.6166666666666667,0.5,0.7333333333333333,0.7098039215686275,0.8083263561860615,0.32709401276545413,1.0322174268661564,ffb5c650af1220a2abdde7d2ebe86e314bde11ee15ff9dff4a73bb7892d6b6c1,17,29,0.788975021533161,338170,3.6911093749999964,0.2008962631225586
plain_cnn,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7365591397849462,0.7551020408163265,0.7676470588235295,0.7352941176470589,0.8,0.8666666666666667,0.9331087982977029,0.1779384597738032,0.5516270640962012,446391bff8730e48f55c1003fe4c40c832052da84babb05068e7333ef23496af,37,49,0.8809523809523809,261874,3.341415503999997,0.19661283493041992
narrow_resnet_gn,44,1,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6379834854411126,0.6530612244897959,0.6754901960784314,0.6176470588235294,0.7333333333333333,0.7588235294117647,0.8782164855929598,0.26817444213368363,0.9373716113760349,dd23226df270b3b6a461b89be39e5ca323591166ddcef59a8592e950530cb2de,21,33,0.7822222222222222,700786,2.9591535099999646,0.10411930084228516
full,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.9206349206349206,0.9333333333333333,0.9302884615384616,0.9375,0.9230769230769231,0.9591346153846154,0.9851663334039585,0.06770652929347755,0.24139733927313736,809bda70ee68d61fc7c5e34e80b2fb913b01f845b349d3fda5d572feee07a962,29,41,0.8661633493479752,338170,5.458001623999962,0.2008962631225586
no_attention,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7710570944036179,0.8,0.7908653846153846,0.8125,0.7692307692307693,0.9134615384615384,0.9659477273711581,0.10924868056758849,0.3236256882825112,c8c140148790f20e95e540b0cbbe6339e2c5dc297bcbbefebf06f139f2f71b08,42,54,0.7936507936507937,328306,5.1628459479999265,0.18642711639404297
no_multiscale,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8060344827586207,0.8222222222222222,0.8521634615384616,0.78125,0.9230769230769231,0.9735576923076923,0.9889484959751836,0.09725585586950473,0.28776769635762023,db240ce39a3a2e5b7e892b39375dfac5c6c5b39740927c3bc90f6e04ca5ae5e7,34,46,0.8704318936877076,338170,6.11787372699996,0.2008962631225586
no_attention_no_multiscale,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7727272727272727,0.8222222222222222,0.7608173076923077,0.90625,0.6153846153846154,0.8966346153846154,0.95400983703085,0.1682344513402611,0.5218777265487959,84aa6284b312cf5ad5289014009b022391506619aa04e9871ec13971dac05ab3,12,24,0.7692307692307693,328306,2.2982778120000376,0.18642711639404297
no_augmentation,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8918269230769231,0.9111111111111111,0.8918269230769231,0.9375,0.8461538461538461,0.9495192307692307,0.9813610555516259,0.07956339611912908,0.2631692554023382,6461dfb0dfe37142ee77c515a9650f666372e95ad5b1ccad6e79ebbcbb3aaa6a,25,37,0.7692307692307693,338170,4.702485708999916,0.2008962631225586
plain_cnn,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.8963133640552995,0.9111111111111111,0.9146634615384616,0.90625,0.9230769230769231,0.9735576923076923,0.9896039136657797,0.07693732997527518,0.2645371372470678,2af5621902f683fd663397b51794b19e784886381585bee59a4dfe5afc1f4ca4,39,51,0.8452380952380952,261874,3.4706853320000164,0.19661283493041992
narrow_resnet_gn,44,2,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7710570944036179,0.8,0.7908653846153846,0.8125,0.7692307692307693,0.8221153846153846,0.8730249207971701,0.16447767978048455,0.5103862866846488,ed1cdb582060f3ab9c65132ff6a7c92097b0f67cbc1d150d888b342bc1805aef,15,27,0.7880434782608696,700786,2.372427614000003,0.10411930084228516
full,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6868347338935574,0.6976744186046512,0.7059523809523809,0.6785714285714286,0.7333333333333333,0.7785714285714286,0.8910365350977105,0.22809095517580893,0.7227532605758695,58897424feaa42cfafaa14b6923d51d61b8c0cb40584e4c02b33d482bee9acdd,25,37,0.8563869992441421,338170,4.861179328999924,0.2008962631225586
no_attention,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.661826981246219,0.6976744186046512,0.6595238095238095,0.7857142857142857,0.5333333333333333,0.7571428571428571,0.857897057754663,0.19447294032175338,0.5864368213941031,e23c4ffa8f027ee9dd657956dcb88c8a4c9c1d8a824e63ebf8b24cded2ff04d7,21,33,0.8563869992441421,328306,3.187416563000056,0.18642711639404297
no_multiscale,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7138535995160314,0.7441860465116279,0.7107142857142856,0.8214285714285714,0.6,0.7880952380952381,0.8780632287372324,0.1991225152590438,0.6599331563488977,a885e664ddef47c78b98db59aab349c4779680aaf0c5870448ad7bf709358064,21,33,0.9105882352941177,338170,4.367950576999988,0.2008962631225586
no_attention_no_multiscale,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6928571428571428,0.7209302325581395,0.6928571428571428,0.7857142857142857,0.6,0.7785714285714286,0.8739198545521075,0.2086234249827897,0.6082543664336058,5d8201f5c84ebded4dd48c9ad0d6244c2922879ba0a982b404f84966dc142767,42,54,0.9138321995464853,328306,5.265738148999958,0.18642711639404297
no_augmentation,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6532258064516129,0.7209302325581395,0.6464285714285715,0.8928571428571429,0.4,0.7952380952380953,0.8927036027495118,0.2159236215407832,0.7039865590611587,e3a8ec29109a4fe7b260a29c4263f6d7fc606e2ebe4e12745af482042c7b3814,28,40,0.9391025641025641,338170,5.241165449999926,0.2008962631225586
plain_cnn,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7081447963800905,0.7209302325581395,0.7238095238095238,0.7142857142857143,0.7333333333333333,0.8119047619047619,0.8861604133658016,0.19041056472705528,0.5719705791331237,de67610f68ba41e994706d7ce7a35961405d0de64b101b271462f5303629135b,45,57,0.9415384615384615,261874,3.926235954000049,0.19661283493041992
narrow_resnet_gn,44,3,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6868347338935574,0.6976744186046512,0.7059523809523809,0.6785714285714286,0.7333333333333333,0.7857142857142857,0.8757188787200397,0.20529763178862614,0.6051520462930674,588487073d005ee3c62cb67888ddc053bbd7d8a27e5f893505c84f0e3598cd34,15,27,0.8606016140865738,700786,2.4657006220000994,0.10411930084228516
full,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7997097242380262,0.8043478260869565,0.7980769230769231,0.8461538461538461,0.75,0.8826923076923077,0.8988887443507669,0.13973312888517156,0.4381981092338213,dd12d436045075abf13862773c6c845c2b59124d214464c7849d4bd1ee947d63,12,24,0.8328173374613003,338170,3.1504434720000063,0.2008962631225586
no_attention,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7261904761904762,0.7391304347826086,0.7230769230769231,0.8461538461538461,0.6,0.8557692307692308,0.8778435417478159,0.1539010360405673,0.4497098897096063,55efcf52ce816ea38c773749f99588d3f6c4cf151fc1b580bab0df82c53d1f3b,31,43,0.9166023166023166,328306,4.1702738010000076,0.18642711639404297
no_multiscale,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6933333333333334,0.6956521739130435,0.7192307692307692,0.5384615384615384,0.9,0.8961538461538461,0.9091801561151922,0.19892847530259586,0.5856347852587266,59a87e9949b092a3266f8ffc1826a640185946e981338cffc191741e027fe4dd,7,19,0.8601398601398602,338170,2.5093294069999956,0.2008962631225586
no_attention_no_multiscale,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7371428571428571,0.7391304347826086,0.7403846153846154,0.7307692307692307,0.75,0.8461538461538461,0.8433180432982182,0.1638609474886973,0.4824497817942374,61732e73c46900be9c60c67e09c39d0a03e128a2937877403d0065b8fc4c9801,23,35,0.8885448916408669,328306,3.405842352000036,0.18642711639404297
no_augmentation,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7607565011820331,0.7608695652173914,0.7711538461538461,0.6923076923076923,0.85,0.8634615384615384,0.8640676566988855,0.16587303291558603,0.4868917402761923,81f64630d314a6485513f73878756dd3f55c6e5125c4b9efa61b93f2e6170af9,10,22,0.8041958041958042,338170,2.820692388999987,0.2008962631225586
plain_cnn,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.7161841480778358,0.717391304347826,0.7211538461538461,0.6923076923076923,0.75,0.8153846153846154,0.7924724941389817,0.17590432212871646,0.5250947884677614,1ba588d8fd312b414118cf59b2c07290231cc5772204456e9606ef136f9d58d1,38,50,0.8041958041958042,261874,3.4320999100000336,0.19661283493041992
narrow_resnet_gn,44,4,60,12,128,32,008b31e71f5e86fec4d98c728fe7095038810e3eb509d56355f9c7eff86194b3,classification-v2,0.6950757575757576,0.6956521739130435,0.7134615384615384,0.5769230769230769,0.85,0.8538461538461539,0.8432091531193937,0.24484300767945164,0.8591400482553159,92a21477e8c7a506e326ced86faa18ab48cbe398712586f3182cec1a42c3d542,20,32,0.9166023166023166,700786,2.815120315999934,0.10411930084228516
