epoch,train_loss,validation_macro_f1,validation_log_loss
1,0.8725056290626526,0.4098360655737705,0.6266812934615846
2,0.7259534001350403,0.23404255319148937,0.771805043112455
3,0.753018033504486,0.4526315789473684,0.6424242070451044
4,0.7650737762451172,0.4098360655737705,0.6051973163215731
5,0.7242278099060059,0.5184893784421715,0.6797088115085399
6,0.7002373933792114,0.5153846153846153,0.6348220090443732
7,0.6425499558448792,0.48148148148148145,0.6104614400482521
8,0.6564883589744568,0.5153846153846153,0.6056251710109214
9,0.6379701733589173,0.6629787234042553,0.6287091250056593
10,0.6208155155181885,0.535253227408143,0.5886350422577087
11,0.5944079756736755,0.6629787234042553,0.5943338302351149
12,0.6245475172996521,0.6148148148148148,0.6075768543916978
13,0.5596445798873901,0.6148148148148148,0.5921454457778892
14,0.5566052496433258,0.625,0.5510012183877053
15,0.5190086662769318,0.7077922077922079,0.565065060166921
16,0.49140438437461853,0.674074074074074,0.575363797545491
17,0.4445829808712006,0.6875,0.5320321960087651
18,0.48931286334991453,0.6884343036978757,0.6122490784901564
19,0.40181095600128175,0.7591973244147157,0.5136800236194228
20,0.38124396800994875,0.7333333333333334,0.535692202246013
21,0.3595689833164215,0.7763975155279503,0.5120449041072943
22,0.31824175715446473,0.7855319148936171,0.5305608570373391
23,0.28583585619926455,0.8125,0.5582740282301883
24,0.26388013958930967,0.7763975155279503,0.6107827980530072
25,0.29093522429466245,0.6067527308838133,0.7025620940969284
26,0.2683737754821777,0.7855319148936171,0.6506908696271579
27,0.23877599239349365,0.5178571428571428,0.7917075034848876
28,0.29247538447380067,0.75,0.6728065856719184
29,0.26580311357975006,0.5178571428571428,0.6881770299387824
30,0.3124700963497162,0.7381818181818182,0.6160191003779146
31,0.2567930072546005,0.7381818181818182,0.6463830512015254
32,0.22553008794784546,0.6974789915966386,0.6901726760409348
33,0.23862376809120178,0.7855319148936171,0.6655246421208391
34,0.22082052230834961,0.7230769230769231,0.7062304049837516
35,0.1958157390356064,0.6974789915966386,0.6879869210617119
