epoch,train_loss,validation_macro_f1,validation_log_loss
1,0.7651003479957581,0.6666666666666666,0.6650436372959311
2,0.8139984011650085,0.4957983193277311,0.6530009449219472
3,0.769461166858673,0.5625,0.6656811807502724
4,0.6764363646507263,0.3769230769230769,0.6751593951307456
5,0.6848257899284362,0.7450826121164438,0.6183675206841835
6,0.6488493323326111,0.7077922077922079,0.5881196665183954
7,0.5960003018379212,0.6942084942084943,0.5467952835750434
8,0.6020780682563782,0.8017309205350118,0.5089858152159707
9,0.5021286487579346,0.7714285714285714,0.49235185884812743
10,0.3939693868160248,0.8041958041958042,0.37243542507445726
11,0.2795212626457214,0.7714285714285714,0.4600564506298317
12,0.21695909202098845,0.6875,0.7223649265663841
13,0.18500612378120423,0.7401764234161989,0.5502340746735322
14,0.16324301362037658,0.7662337662337663,0.6388805904607658
15,0.15705082416534424,0.6875,0.719081716446772
16,0.16106882989406585,0.7450826121164438,0.4799080669765
17,0.15386725068092347,0.6486246672582077,0.6599074546390974
18,0.14798320233821868,0.7333333333333334,0.5630828851786298
19,0.1496097207069397,0.6629787234042553,0.6292308230602287
20,0.14489823281764985,0.6989966555183946,0.564066194895819
21,0.14772638380527497,0.7401764234161989,0.5448817873572611
22,0.14348137825727464,0.7770897832817337,0.4635644915241388
