epoch,train_loss,validation_macro_f1,validation_log_loss
1,0.8368654012680053,0.35,0.6978361067926352
2,0.785057783126831,0.35,0.6712783701246006
3,0.7819336175918579,0.35,0.673124484494418
4,0.7586725234985352,0.35,0.6746519238190686
5,0.7100222826004028,0.3157894736842105,0.6857847685930769
6,0.7033517003059387,0.6432090077410275,0.6651135056522575
7,0.6825945854187012,0.7055593685655457,0.6427362855260849
8,0.7002472758293152,0.743421052631579,0.6331324860964544
9,0.6636648058891297,0.7420634920634921,0.6297422470553341
10,0.6315268993377685,0.711111111111111,0.6063384248894871
11,0.6716806650161743,0.7667774086378738,0.6090011248172407
12,0.6992828011512756,0.7692307692307693,0.6176977490725759
13,0.6513015031814575,0.7393048128342246,0.5822534683161021
14,0.6139189243316651,0.7350543478260869,0.5568254979233908
15,0.5648758053779602,0.743421052631579,0.5604738707626202
16,0.6224236726760864,0.675,0.5320509009625631
17,0.5782013535499573,0.743421052631579,0.5077660400092768
18,0.5827798426151276,0.7055593685655457,0.4991886576019003
19,0.571031391620636,0.7686222808174028,0.4819015642790096
20,0.5131875395774841,0.7590940288263555,0.48624202723388127
21,0.5068774521350861,0.7667774086378738,0.4647756450458857
22,0.46628005504608155,0.7636363636363637,0.4419806330147074
23,0.46964932680130006,0.7667774086378738,0.44703124088840396
24,0.52565136551857,0.7590940288263555,0.4841932608260727
