epoch,train_loss,validation_macro_f1,validation_log_loss
1,0.9985711097717285,0.302536231884058,0.7257732620966509
2,0.8093751549720765,0.39655172413793105,0.6133961611723789
3,0.7753514170646667,0.2553191489361702,0.742003072259667
4,0.7269210338592529,0.6683893195521102,0.6253739306048463
5,0.7107279062271118,0.6428571428571428,0.6083560890066176
6,0.626492190361023,0.6761984861227923,0.583939909578262
7,0.615135645866394,0.6499999999999999,0.5601965614371995
8,0.6346783638000488,0.7140522875816994,0.6275476495154345
9,0.5902796864509583,0.7348484848484849,0.49243396064284367
10,0.5478008031845093,0.6815550041356493,0.600306942616955
11,0.4970585823059082,0.7619047619047619,0.4738160910733377
12,0.5268281459808349,0.6546052631578947,0.5779977084737175
13,0.5180856585502625,0.7756410256410255,0.4715568853978391
14,0.4772000968456268,0.7140522875816994,0.6099829186472807
15,0.5134323000907898,0.7086031452358927,0.4563091255720711
16,0.4776819050312042,0.72,0.4899088401442819
17,0.43080965876579286,0.7619047619047619,0.4972276954639289
18,0.4136380672454834,0.788975021533161,0.4566684932401223
19,0.3746564447879791,0.7619047619047619,0.5073923746069419
20,0.41202796101570127,0.7619047619047619,0.4657111036525115
21,0.3077151566743851,0.7086031452358927,0.43079414275832084
22,0.3046731173992157,0.668560606060606,0.4597782923585078
23,0.284840452671051,0.742014742014742,0.7508242946889014
24,0.27381725907325744,0.7471620227038184,0.4965588604692838
25,0.26076310575008393,0.7666666666666666,0.6709537324734959
26,0.2422407239675522,0.72,0.48578300709907873
27,0.27321062982082367,0.7973531844499586,0.7630774911544503
28,0.31020010709762574,0.7733580018501387,0.44219076293515225
29,0.25968838930130006,0.7619047619047619,0.4859813364712755
30,0.26020902395248413,0.6503884572697003,0.4837293788079553
31,0.21374139189720154,0.825,0.6127828606081454
32,0.24189600348472595,0.7348484848484849,0.44229680628093293
33,0.2218688279390335,0.7973531844499586,0.6753036956498182
34,0.21530815064907075,0.8164335664335665,0.44954667472305554
35,0.18075644969940186,0.8164335664335665,0.46125475814329076
36,0.1786461889743805,0.7939444911690496,0.5343533930011476
37,0.16371228098869323,0.7939444911690496,0.6058984302036121
38,0.16321023404598237,0.7733580018501387,0.48611618113376037
39,0.17413929104804993,0.7973531844499586,0.7205530746664194
40,0.16543792188167572,0.7552447552447552,0.5255205171564167
41,0.1921357184648514,0.7552447552447552,0.5500206804187452
42,0.188407039642334,0.7286821705426356,0.571273742792241
43,0.1796301931142807,0.7463768115942029,0.4976034891985857
