epoch,train_loss,validation_macro_f1,validation_log_loss
1,3.80586553812027,0.2553191489361702,1.850823226739809
2,0.9908154368400574,0.2553191489361702,1.2115247614516609
3,0.7881653428077697,0.39655172413793105,0.6256659751373381
4,0.6836333632469177,0.5700245700245701,0.671255875903997
5,0.6602472305297852,0.48043184885290147,0.590876712265521
6,0.6440800905227662,0.5970394736842105,0.8406932893170973
7,0.599061781167984,0.6759259259259259,0.4732467379713846
8,0.6890467524528503,0.668560606060606,0.48376518743362495
9,0.5929393291473388,0.7083333333333333,0.5919591318383
10,0.511957997083664,0.65,0.443056650717478
11,0.5027140378952026,0.7619047619047619,0.49166349881515337
12,0.47067591547966003,0.6829710144927537,0.4970020527277305
13,0.4523928344249725,0.7086031452358927,0.4696832119045257
14,0.36410701274871826,0.72,0.42050558176213226
15,0.3512252390384674,0.668560606060606,0.417191335343862
16,0.2844133675098419,0.7471620227038184,0.38395907791013223
17,0.3406277060508728,0.7619047619047619,0.5726652070655449
18,0.25819921493530273,0.7619047619047619,0.41577443642220147
19,0.23612529933452606,0.7140522875816994,0.6774243695798767
20,0.2791018456220627,0.6749226006191951,0.5146050046143443
21,0.2452513724565506,0.7822222222222222,0.5478145833320718
22,0.22963547706604004,0.7733580018501387,0.40755502366136803
23,0.17129622995853425,0.7733580018501387,0.47592918313712596
24,0.16091738641262054,0.7619047619047619,0.4908561414462521
25,0.18068808764219285,0.6940559440559441,0.5886005006948904
26,0.18617728352546692,0.72,0.6071381370960159
27,0.1404061049222946,0.7348484848484849,0.5721851736683422
28,0.14468226432800294,0.6938775510204082,0.5414269732229485
29,0.15394462645053864,0.7348484848484849,0.5157352779251955
30,0.13877547085285186,0.7348484848484849,0.5299861917485225
31,0.1261984169483185,0.7348484848484849,0.5325908052574228
32,0.13008797615766526,0.7348484848484849,0.5486151918851577
33,0.13048449605703355,0.6829710144927537,0.6316990736293742
