epoch,train_loss,validation_macro_f1,validation_log_loss
1,0.852946662902832,0.5629531970995385,0.683794670009041
2,0.7804620385169982,0.35,0.6842396415651119
3,0.7468454360961914,0.35,0.6688408100793821
4,0.6816458940505982,0.3157894736842105,0.7064835199504379
5,0.6804982662200928,0.61,0.6581352566501603
6,0.7690869450569153,0.35,0.6626399110062665
7,0.7377447485923767,0.7686222808174028,0.6447583825998461
8,0.6678350329399109,0.5992094861660079,0.6218172858720522
9,0.6778417468070984,0.7947368421052632,0.5958989026228079
10,0.6908468127250671,0.7115384615384616,0.5855448372622555
11,0.5988672137260437,0.7149501661129568,0.563275100712169
12,0.654341185092926,0.7291666666666666,0.5590673446733686
13,0.5923600971698761,0.7686222808174028,0.5733326475860113
14,0.6559308052062989,0.7947368421052632,0.5331999323752038
15,0.6053001642227173,0.675,0.5425638828385866
16,0.7102907180786133,0.711111111111111,0.6071541272893138
17,0.6069455146789551,0.6820652173913043,0.5424248069794925
18,0.563424426317215,0.7172050098879368,0.5264752581195019
19,0.5649339258670807,0.7055593685655457,0.5376530969886719
20,0.5488351881504059,0.7172050098879368,0.5292085784313344
21,0.5900131106376648,0.7172050098879368,0.5296316765154939
22,0.5502999484539032,0.6657142857142857,0.5584242497306582
23,0.5109961152076721,0.743421052631579,0.5203228091089698
24,0.5193020045757294,0.7393048128342246,0.5106998655414535
25,0.5338595092296601,0.6980999296270232,0.5468429951446049
26,0.5096386492252349,0.6921052631578948,0.5347193546435807
