epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score
0,0.9777682292461395,0.6931039291620255,0.8639025378227234,0.7229484868049622,0.04762456309050322,0.6006483781337738,1.5392269945144654,26.897933623000426,5.1e-05,,,,,,,
1,0.9674506849050521,0.5092219054698944,0.7841592019796372,0.6899104171991348,0.045743491500616074,0.4931345936655998,1.348572005033493,26.019547407000573,0.00010099999999999999,,,,,,,
2,0.9622572058439255,0.4441010642051697,0.7549947780370713,0.6808396017551422,0.03776363231241703,0.46636030793190003,1.2913272297382354,25.52384585099935,0.00015099999999999998,,,,,,,
3,0.9619393974542618,0.3988098493218422,0.7366876059770584,0.6824096268415452,0.026434606183320285,0.45101980805397035,1.2572701013088226,25.32079739999972,0.00020099999999999998,,,,,,,
4,0.9574916642904282,0.34974257946014403,0.7143920570611954,0.678938854932785,0.01884280548430979,0.4328648689389229,1.21609295129776,25.15424311300012,0.000251,,,,,,,
5,0.9509656256437302,0.2991862088441849,0.6902538824081421,0.6726729553937912,0.015711204838007687,0.4158927857875824,1.1741995346546172,24.88292556200031,0.0003,,,,,,,
6,0.9406848067045211,0.24884455949068068,0.6639487302303314,0.6934258663654327,0.016202883692458273,0.39649089843034746,1.1305923575162888,22.83839078100027,0.0002999430460537427,,,,,,,
7,0.9271121168136597,0.20303653821349144,0.6374819093942642,0.6852557462453842,0.019020855901762845,0.3794225925207138,1.086381117105484,23.29151168700082,0.0002997722274649974,,,,,,,
8,0.9294549596309661,0.1627985343337059,0.622792421579361,0.6921081668138505,0.029027760894969105,0.37884566888213156,1.072300295829773,22.820806027999424,0.00029948767395100045,,,,,,,
9,0.9115877938270569,0.1351452749222517,0.6010108137130737,0.6794165933132171,0.02787192802876234,0.36946300238370894,1.0398090767860413,23.35314533000019,0.0002990896015976924,0.44417014706719765,0.4105247100507759,0.3400504676834297,0.44417014706719765,0.3829672009516208,0.40443678213350925,0.4236645480238943
10,0.8901649302244187,0.11250476256012916,0.5791008859872818,0.6930387967824936,0.023010571002960205,0.35309427812695504,1.0026495665311814,22.326940418999584,0.00029857831269562544,,,,,,,
11,0.8833091169595718,0.09470676958560943,0.5678682008385658,0.7180487921833992,0.019649148592725395,0.35428224682807924,0.9949377828836441,22.116557080998973,0.00029795419551040833,,,,,,,
12,0.866738748550415,0.0800993849337101,0.5520830261707306,0.7015134328603745,0.016912882197648287,0.34439905390143394,0.9674790614843368,22.49101185499967,0.00029721772398786267,,,,,,,
13,0.8465004444122315,0.06912731871008873,0.5355512180924415,0.7139105778932572,0.015476874243468046,0.33697691723704337,0.9446930342912674,23.288045362998673,0.0002963694573941153,,,,,,,
14,0.8514451777935028,0.05878476120531559,0.5343810296058655,0.7188200759887695,0.01470735457725823,0.34228006705641745,0.9492784756422042,22.08488028800093,0.0002954100398908995,,,,,,,
15,0.8074655887484551,0.052510396055877206,0.5054835319519043,0.7212243998050689,0.012836510529741645,0.32203821614384653,0.900286014676094,21.9002584689988,0.0002943402000463875,,,,,,,
16,0.8169957387447357,0.04482923373579979,0.5081291550397873,0.733134982585907,0.01154681360349059,0.3294380982220173,0.9114580869674682,21.776740310000605,0.0002931607502819261,,,,,,,
17,0.7858836424350738,0.04173173207789659,0.48822289645671846,0.724421728849411,0.009467157926410437,0.3157299979031086,0.8768684262037277,22.824679306999315,0.00029187258625509513,,,,,,,
18,0.8003641766309738,0.04689981671050191,0.4989784535765648,0.794883663058281,0.00862296876963228,0.3354073350131512,0.9143053072690964,22.889905535001162,0.0002904766861795582,,,,,,,
19,0.8190919691324234,0.042907380629330874,0.5086181560158729,0.7824995702505112,0.00752754018176347,0.3454850287735462,0.9327295190095901,21.994011245000365,0.0002889741100822202,0.4647755337977344,0.42357856074602057,0.36011241489734663,0.4647755337977344,0.4172865322750254,0.38867361616530216,0.4419501299921815
20,0.7941048631072044,0.04280653947964311,0.49358555614948274,0.7924354472756385,0.006356549258343875,0.3364392301440239,0.9095861548185349,23.132552670998848,0.00028736599899825856,,,,,,,
21,0.7899294000864029,0.03732432594522834,0.48888738989830016,0.7888655412197113,0.005871367421932518,0.3319490511715412,0.9000165623426437,22.32515751000028,0.00028565357410463663,,,,,,,
22,0.7976893764734269,0.03465319251641631,0.49247492641210555,0.7848418337106705,0.004970473968423903,0.34013119608163833,0.9113388293981552,22.568850379999276,0.0002838381357927591,,,,,,,
23,0.7801524657011032,0.03299441879615188,0.4812892669439316,0.7695004916191102,0.004601183778140694,0.3323324033617973,0.8908017742633819,22.19834777200049,0.00028192106268097334,,,,,,,
24,0.766895751953125,0.032176549956202505,0.4730080935359001,0.7973071825504303,0.0038801854639314115,0.325981729477644,0.8789145463705063,21.75109253700066,0.0002799038105676658,,,,,,,
25,0.7696213775873184,0.03220156532712281,0.47465346902608874,0.7770359337329864,0.00339784465264529,0.3305413670092821,0.8830683240294457,21.67409968100037,0.000277787911325749,,,,,,,
26,0.8008897435665131,0.02844196665100753,0.4919106516242027,0.7875687927007675,0.0029572364035993816,0.34719248220324517,0.9180078727006912,22.385761876999823,0.00027557497173937923,,,,,,,
27,0.7679576215147972,0.029711508085019888,0.4726591953635216,0.8221085959672928,0.002483118176460266,0.3288957408070564,0.8838899543881417,22.731335297999976,0.00027326667228378673,,,,,,,
