group_id,qmmf,hemis,unet25d,no_quality,no_variance,no_max,no_consistency,shuffled_quality,matched_moment_fusion
sg_1669c905c2882ce2,0.242380442101514,0.1428234579332341,0.0167602778653036,0.2363058483956252,0.2890706960581879,0.2851545047932476,0.2599214524429138,0.244354902789702,0.2219018801069616
sg_1dd2f970abd2e8ef,0.4148883114698443,0.3105506590095718,0.3859049408374749,0.3731360780667422,0.4138061189055392,0.4098800003658689,0.4419858033206312,0.4288151018694822,0.3796672165022423
sg_294e1273de6f57c3,0.0517631155000646,0.5778184265138462,0.1190873793617884,0.110562212443332,0.066189939648407,0.0748738543095093,0.0817357715881254,0.0833720018679563,0.1193681542128743
sg_3b44f65ab67602cc,0.2904208459663385,0.0945904159032193,0.148585556521752,0.299204453732965,0.3174890425088514,0.2983350213998954,0.272611601438302,0.2559791986167457,0.2859577684980205
sg_4634c4d061d30852,0.4892215621300529,0.4649979873082199,0.5803376424525015,0.6114609586088283,0.5106774194337557,0.519899387634767,0.5232368285678668,0.537703822561331,0.634693536606285
sg_46b6c66765483f24,0.5717690089547971,0.4331758955858228,0.5337311343117487,0.5910705648944988,0.5671367073598004,0.5901131915722418,0.5979506128849458,0.5515417071410024,0.5844394692396324
sg_482440ccbb01f4b6,0.6087629871039696,0.3727163114046021,0.4798985912290068,0.5761044250312333,0.588659134317745,0.5811766227595547,0.6470082516943848,0.5191367940254432,0.5713076238011275
sg_602726c0ba192496,0.1024268642316796,0.0750003780997836,0.0781078887833529,0.192593168804923,0.0879040509077596,0.0801148962346222,0.1211194811625491,0.0809795474153502,0.1064510812898002
sg_74969a1c98337c11,0.4077178045038501,0.2272944237469606,0.3557462925699692,0.4765433632678491,0.4429382738139982,0.4721212621234458,0.4355146798920314,0.3786286430791519,0.4309657071804483
sg_8a56096263e207fc,0.2950612229596188,0.0724961240331668,0.33310977905138,0.3172642855733798,0.3038991532674791,0.4253881124464795,0.2870142090746484,0.3215068467355036,0.2874785923065537
sg_9568e8757c7f7a03,0.0281430580054872,0.0699568663716853,0.0317039599381085,0.0585604504218697,0.0421929507175977,0.025056938659213,0.0525241558947578,0.0638432260139061,0.0586530999517155
sg_a46b5f5bbd1aae60,0.3344602522512271,0.3503657479653437,0.2488884018885829,0.423515551333097,0.3671876597393744,0.3082553503796185,0.308402680498135,0.362333545489485,0.4352901535560408
sg_a4981b8b123d95c4,0.2381383693797843,0.1540029747278696,0.1959210853110779,0.2855787729234965,0.2538955623500538,0.3001716110645071,0.2531271948399287,0.2451919620591759,0.2399864628787893
sg_baba356c1735c37c,0.4114920361184511,0.280392068133012,0.2431195748203512,0.3821215534834555,0.3857662318811248,0.3649212354689818,0.4068747713019762,0.3979434279597849,0.3792551566362614
sg_cb857fb98a0abf51,0.614239773614952,0.4397952674103126,0.6113140621075089,0.6221853573492552,0.6107738586971548,0.6155675411136433,0.6169212754202822,0.6165647484593804,0.6335881233902841
sg_dbb5dd7d7605593e,0.2277188405435559,0.1285410272649505,0.2267191901366706,0.2459926245947253,0.21505252070621,0.204896665028189,0.2283085114673063,0.2198590567599081,0.2342289841714363
