group_id,qmmf,hemis,unet25d,no_quality,no_variance,no_max,no_consistency,shuffled_quality,matched_moment_fusion
sg_1669c905c2882ce2,0.4599600184969654,0.360106545193663,0.3913171291401013,0.4904881388031995,0.4655171075383257,0.4602818388250707,0.4365954365278541,0.4411285667048562,0.454402749732043
sg_1dd2f970abd2e8ef,0.6864674729530084,0.6174234800142346,0.6618851544253243,0.6859646571344861,0.6913369334861236,0.6821665923787753,0.6890758692236335,0.6849181553765206,0.6854813103797315
sg_294e1273de6f57c3,0.621571792278731,0.7259178390049278,0.6578789431691447,0.6256384901304456,0.6090174640457884,0.630826930904471,0.6068390915089423,0.632081729671452,0.6361558074252092
sg_3b44f65ab67602cc,0.5814549007639569,0.3558155941744299,0.4090045631076965,0.5480501083260972,0.544233420852764,0.5568321300459208,0.5627927710388285,0.5174028320898824,0.5543158035665141
sg_4634c4d061d30852,0.7336812926646888,0.6806240203065922,0.7634403205943376,0.769394264688167,0.7427771618704403,0.7354253347853691,0.7392048127316965,0.745001744292077,0.7746533406508529
sg_46b6c66765483f24,0.7127337266921498,0.6645083582195561,0.7358175719989457,0.7660212509514347,0.716364058007507,0.7231109834526348,0.7158531258912604,0.721488840954377,0.7594421125560353
sg_482440ccbb01f4b6,0.7768694635632745,0.6378513928151862,0.7202603437042512,0.7768064117253544,0.7727487296967991,0.7564526765547608,0.783298785035321,0.7614416866969671,0.7821668725682901
sg_602726c0ba192496,0.4358831550200637,0.3097596049302246,0.3249461789572018,0.4803605199410549,0.433069951240245,0.4190320111969672,0.438253917283218,0.4334926773306311,0.4522357981285564
sg_74969a1c98337c11,0.7598522586742734,0.5880891819180913,0.6557155122104212,0.7495995780851824,0.7443595336037123,0.7744757137122741,0.7539588873130741,0.7422143465123814,0.7501494119997875
sg_8a56096263e207fc,0.582387021060888,0.4272616375766963,0.5773417296410674,0.623804981954153,0.6239458903419909,0.6215874769573626,0.5946169222533264,0.605694237788409,0.6201346358783617
sg_9568e8757c7f7a03,0.6672063700183075,0.5776992581939048,0.6601522226565784,0.6864508493509368,0.6702451123188606,0.6923580164353004,0.6637138444449503,0.6817688311989224,0.6801943384765181
sg_a46b5f5bbd1aae60,0.7076942193141993,0.6279724575853683,0.692127607644657,0.7378666615459795,0.7077989005800506,0.7119140703538388,0.689344538816403,0.7041496060512358,0.7411643873616539
sg_a4981b8b123d95c4,0.582334870559849,0.4968365309086335,0.5032905333578673,0.5855339919439057,0.5812344569748362,0.5732413956497765,0.5756708169205405,0.5697207966413982,0.5886819219090974
sg_baba356c1735c37c,0.661228577542903,0.540833805764745,0.5908081074066553,0.6543364519131077,0.6452418555825392,0.6568384554833548,0.6618185323373531,0.66379600431099,0.6723896861428551
sg_cb857fb98a0abf51,0.8125290439463667,0.7028065829969672,0.794350567979914,0.819987136356445,0.8100356029187789,0.8209434267756671,0.816947852079755,0.8135087962118097,0.8249755259063994
sg_dbb5dd7d7605593e,0.5508732899110382,0.4014550458039622,0.4746718709993683,0.5505600785323412,0.540970524817688,0.5428695309617007,0.5489258526557015,0.5398903583511313,0.5232656720247942
