epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score
32,0.766159395724535,0.023444190993905066,0.469073333889246,0.7980776631832123,0.00018632127708769985,0.33121231228113174,0.8801027289032937,25.342369347001295,0.0002603585866009697,,,,,,,
33,0.7250410988926888,0.024241356067359447,0.44472122073173526,0.7879837816953659,0.00017196062175571568,0.3156995694339275,0.839227768778801,24.8425407679988,0.0002575173769752677,,,,,,,
34,0.7284874531626702,0.024911213726736606,0.4470569759607315,0.7972265416383744,0.00024670652340319065,0.31735598906874657,0.8441479575634002,24.549956920000113,0.00025459452016409926,,,,,,,
35,0.7557489278912545,0.02230921917129308,0.46237306505441667,0.7869052988290787,0.00018337748475460102,0.32938085317611693,0.8704536157846451,25.53694225899926,0.00025159223574386114,,,,,,,
36,0.7302490308880806,0.02276012346148491,0.44725348442792895,0.7944675993919372,0.00016699705834980706,0.31921941772103307,0.8459280133247375,24.347690337999666,0.00024851280360716014,,,,,,,
37,0.7248299241065979,0.022432644271757455,0.4438710285723209,0.7911904859542847,0.00014717479884893692,0.3178584060072899,0.8408558467030525,25.015810131000762,0.00024535856223149524,,,,,,,
38,0.7321617951989174,0.022865692665800453,0.4484433728456497,0.7549112114310265,0.00012964073568127787,0.32162401616573333,0.845564993917942,25.083680723000725,0.00024213190690345018,,,,,,,
39,0.714902906268835,0.020475069405511023,0.4371317881345749,0.7679369708895684,0.00011028042435555107,0.31359863370656965,0.8275296413898467,24.4457578549991,0.000238835287899747,0.7004902658997781,0.5933082620950494,0.45794366961196226,0.7004902658997781,0.478900380502401,0.600534139882969,0.6440810051295779
40,0.7084535545110703,0.023798997157718986,0.4345917485654354,0.8146468704938888,0.0001420695616045009,0.3121335792541504,0.8281971147656441,21.38967582100122,0.0002354712086265399,,,,,,,
41,0.741959725022316,0.022960084904916585,0.45435988903045654,0.7953959286212922,0.00013916337722548632,0.32705868169665336,0.8609651213884354,24.263631252999403,0.00023204222371836405,,,,,,,
42,0.7418435564637185,0.020771481706760825,0.45341474547982213,0.796704469025135,9.379065084658578e-05,0.32576116353273393,0.8588510450720787,24.376156362000984,0.00022855093709818168,,,,,,,
43,0.7312570035457611,0.022441085630562158,0.447730652987957,0.8003744548559188,0.00010903232916234629,0.3210636836290359,0.8488372385501861,24.82047962100114,0.000225,,,,,,,
44,0.7113900753855705,0.02247464386979118,0.4358239191770554,0.7907690468430519,8.553281300464732e-05,0.3127381810545921,0.8276432794332504,23.8392230139998,0.00022139210895556104,,,,,,,
45,0.7370087707042694,0.019538461435586213,0.45002066254615786,0.806119439303875,7.58352054685929e-05,0.3234290663897991,0.8540654662251472,24.57753972700084,0.0002177300037466334,,,,,,,
46,0.7344020208716393,0.019098450739402324,0.4482806105911732,0.7859565198421479,8.144168201852153e-05,0.3237596084922552,0.8506399500370025,24.63081996299843,0.00021401646532446053,,,,,,,
47,0.7214800597727299,0.021410908130928875,0.4414524158835411,0.7905628514289856,8.795159910107486e-05,0.31765248395502566,0.8381655848026276,24.54788268199991,0.0002102543136979454,,,,,,,
48,0.7228161397576333,0.019686741509940476,0.4415643984079361,0.7985000497102738,5.5192907655623454e-05,0.3165483273565769,0.8379654914140702,24.67113276499913,0.00020644640579217533,,,,,,,
49,0.692388018667698,0.01979932187590748,0.4233525550365448,0.7749368605017662,6.83420550095093e-05,0.30689970418810847,0.8077493616938591,24.71293683299882,0.00020259563327891316,0.6874934410076267,0.5972723487613707,0.4587748621569509,0.6874934410076267,0.4927103360980906,0.6116132691783948,0.6375552554486823
50,0.7004927560687065,0.018752507569734008,0.4277966736257076,0.7661845368146897,5.756319101635654e-05,0.30959091156721114,0.8140089169144631,22.129408161001265,0.00019870492038070252,,,,,,,
51,0.6971270686388016,0.018527309952769428,0.4256871820986271,0.8016942322254181,7.158814221838839e-05,0.3076403848826885,0.8135005676746369,24.24491924799986,0.00019477722165025418,,,,,,,
52,0.7168882973492146,0.019209582088515163,0.4378168298304081,0.7992218682169914,6.693800813764028e-05,0.31668160803616047,0.8344239723682404,25.711105882999618,0.00019081551972680025,,,,,,,
53,0.714983279556036,0.019532003516796976,0.4368027853965759,0.7657775309681892,9.040222680596343e-05,0.316712421476841,0.8300974786281585,24.86472050500015,0.00018682282307111987,,,,,,,
54,0.7042245268821716,0.01920118593145162,0.4302152107656002,0.7841953748464584,5.598437042635851e-05,0.3108103147149086,0.8194478660821914,26.06061589700039,0.00018280216368095638,,,,,,,
55,0.7331893143057823,0.018611330683343114,0.4473581412434578,0.7909856215119362,5.936831812704213e-05,0.32486474871635435,0.8513244199752807,24.887411636998877,0.00017875659478856076,,,,,,,
56,0.7293889772891998,0.019149653678759933,0.4452932631969452,0.8146664044260978,4.964160000099582e-05,0.32260614797472953,0.8493685358762741,25.567867535002733,0.00017468918854211007,,,,,,,
57,0.7396581089496612,0.01548335230210796,0.44998822271823885,0.7795335546135902,3.634696765948853e-05,0.32573059722781184,0.8536739981174469,24.85195622300307,0.00017060303367276121,,,,,,,
58,0.6756737944483757,0.01876777236815542,0.4129114000499248,0.7816905707120896,6.606043193187361e-05,0.29852399133145807,0.7896077546477318,25.434864762999496,0.00016650123314911188,,,,,,,
59,0.6866837790608407,0.01689203520305455,0.41876709803938866,0.7550401157140731,4.1457964490270175e-05,0.3042957903444767,0.7985689744353295,25.130338145998394,0.00016238690182084986,0.7229351336189778,0.6195504565304097,0.4825436935816391,0.7229351336189778,0.5016475085351108,0.6340687274371414,0.6678805864886735
60,0.6783211076259613,0.019267849549651148,0.4146998211741447,0.7739617723226547,6.861243947881235e-05,0.3011696976423264,0.7932691219449043,21.69884498399915,0.0001582631640533798,,,,,,,
61,0.7099049285054206,0.01515558666549623,0.4320052081346512,0.7468690091371536,5.237947457203518e-05,0.3145603646337986,0.8212551000714302,24.69713549199878,0.00015413315135522432,,,,,,,
62,0.6962866342067718,0.016491882343543693,0.42436875224113463,0.7704846549034119,6.670208575997094e-05,0.3058379864692688,0.8072585445642472,25.398547939003038,0.00015,,,,,,,
63,0.7088147446513176,0.017982241795398295,0.4324817632138729,0.8002824544906616,8.92363973969168e-05,0.3140625374019146,0.8265770143270492,24.72007914200003,0.0001458668486447757,,,,,,,
64,0.6792506599426269,0.01813987474422902,0.41480636030435564,0.7743247213959694,5.9166449209442365e-05,0.3015828628838062,0.7938246530294418,24.3439557160018,0.00014173683594662014,,,,,,,
65,0.6796904459595681,0.016338503076694905,0.4143496862053871,0.7666663733124733,7.137329980650975e-05,0.3010137602686882,0.7920336544513702,25.045072082000843,0.00013761309817915014,,,,,,,
66,0.7399598667025566,0.017358375662006438,0.4509192894399166,0.7701806265115738,0.00010016283047775687,0.3288548491895199,0.8567972084879876,25.225673773999006,0.0001334987668508881,,,,,,,
67,0.6936466920375824,0.017884488918352873,0.42334182843565943,0.7779367312788963,5.7185365512850695e-05,0.3059130109846592,0.8070513764023781,25.33614943500288,0.00012939696632723876,,,,,,,
68,0.7131205524504185,0.01840111756697297,0.4352327960729599,0.7819724810123444,5.326480054776539e-05,0.31652926087379457,0.8299619650840759,25.444689494997874,0.00012531081145788987,,,,,,,
69,0.7240309086441994,0.01462634142721072,0.4402690966427326,0.7750924655795097,3.6323502884556545e-05,0.3199720972776413,0.8377522569894791,24.90233466400241,0.00012124340521143926,0.7077811667865834,0.6061628366627512,0.47026016189500525,0.7077811667865834,0.48755904924014953,0.6231482939615206,0.653543567260276
70,0.679490562081337,0.016873047268018127,0.41444357186555864,0.7921809446811676,4.3488704170471235e-05,0.30089016139507296,0.794554004073143,21.596946491998096,0.00011719783631904362,,,,,,,
71,0.7003910806775093,0.016561547513119876,0.42685928374528886,0.7653325039148331,6.153583265756879e-05,0.3089166201651096,0.8123122328519821,23.7937983289994,0.00011317717692888012,,,,,,,
72,0.7010125163197517,0.019335262824315576,0.4283416324853897,0.7510832750797272,9.342459280219373e-05,0.31191768765449523,0.8153723227977753,25.020867939998425,0.00010918448027319971,,,,,,,
73,0.717938674390316,0.02003046345897019,0.4387754046916962,0.7872519990801812,8.324283220067286e-05,0.3190051780641079,0.8365099495649337,24.657316974000423,0.00010522277834974585,,,,,,,
74,0.7263881346583366,0.020344961785012855,0.44397088572382926,0.809766854941845,7.960403087774154e-05,0.3205514480173588,0.8455029982328415,24.793384494998463,0.00010129507961929748,,,,,,,
75,0.7156963999569416,0.02084921107860282,0.43775754012167456,0.8192602479457856,6.68306116591566e-05,0.31983776032924655,0.8395246684551239,24.237811386999965,9.740436672108685e-05,,,,,,,
76,0.7169357681274414,0.01847644234774634,0.4375520572066307,0.7818107694387436,4.859299654640381e-05,0.3177852301299572,0.8335207921266555,25.430250320001505,9.355359420782467e-05,,,,,,,
77,0.7329692146182061,0.01927773574134335,0.4474926394224167,0.8063095751404762,0.00011020901159554342,0.32725013747811316,0.8553792405128479,24.773033384000883,8.97456863020546e-05,,,,,,,
78,0.7107917094230651,0.018202476529404522,0.43375603467226026,0.8018298980593681,6.561494927041167e-05,0.31625121921300886,0.8301935255527496,25.903709602000163,8.598353467553945e-05,,,,,,,
79,0.703126668035984,0.020502555053681135,0.43007703989744184,0.7934301283955574,9.998984016419854e-05,0.3110515844076872,0.8204766348004341,24.941754390001734,8.226999625336662e-05,0.7330180842609598,0.6439411091575152,0.520168371303111,0.7330180842609598,0.5249782334708205,0.6738270097407654,0.6850100204341416
80,0.719125814139843,0.01883954868419096,0.43901132747530935,0.822421755194664,0.00010122670331384142,0.3196065475791693,0.84086511105299,22.01266428600138,7.860789104443896e-05,,,,,,,
81,0.7013000813126564,0.01808989017852582,0.4280160231888294,0.7940433752536774,0.00010702831437201965,0.31237233623862265,0.8197980478405953,22.9244660330005,7.500000000000002e-05,,,,,,,
82,0.7116937172412873,0.020477732344297693,0.4352073414623737,0.8120027899742126,9.98294432338298e-05,0.3171257969737053,0.8335384041070938,24.45857282399811,7.144906290181832e-05,,,,,,,
83,0.7262153893709182,0.019321292082313448,0.4434577688574791,0.7795854946970939,9.757573815591058e-05,0.32277695417404173,0.8441981583833694,25.42746004500077,6.795777628163599e-05,,,,,,,
84,0.719221194088459,0.019048019653419034,0.43915194109082223,0.7990776580572129,6.821222817613659e-05,0.31970260173082354,0.8387657180428505,25.117194583999662,6.452879137346007e-05,,,,,,,
85,0.7154985488951207,0.020321581604657694,0.43742777869105337,0.8234250277280808,6.502779501772693e-05,0.3176298873126507,0.837403419315815,25.880728537002142,6.1164712100253e-05,,,,,,,
86,0.6939494554698468,0.018999787298962473,0.42396960392594335,0.8067215973138809,7.22319115470782e-05,0.3085010477900505,0.8131464236974716,25.473447563999798,5.786809309654982e-05,,,,,,,
87,0.7128095132112503,0.018980207215063275,0.4352778087556362,0.762673522233963,8.477945717174861e-05,0.3165989248454571,0.8281483289599418,25.892874879999,5.4641437768504824e-05,,,,,,,
88,0.7070261669158936,0.018152295872569085,0.4314766363799572,0.7947630843520165,0.0001075549036486656,0.31527539014816286,0.8262337136268616,25.239148395001394,5.148719639283984e-05,,,,,,,
89,0.6931996828317643,0.019212287557311355,0.4236047410964966,0.7853084927797318,0.00010740695207687168,0.3087979206442833,0.8109388843178749,25.448446685997624,4.840776425613886e-05,0.6991952358660241,0.6130911960970968,0.4905776537990966,0.6991952358660241,0.4905776537990966,0.6495006986261695,0.6525022657286532
90,0.6884785413742065,0.016561659309081732,0.419711806923151,0.7774270695447921,7.147204264157381e-05,0.30360957607626915,0.8010676681995392,22.837877490997926,4.5405479835900685e-05,,,,,,,
91,0.7119979590177536,0.018166982379043475,0.43446558624506,0.7811250513792038,0.000125698084339092,0.31676947727799415,0.8293538522720337,22.34058927300066,4.2482623024732334e-05,,,,,,,
92,0.7170252189040184,0.01911518101580441,0.4378612212836742,0.7950925630331039,7.553628834557458e-05,0.3210334484279156,0.8384077033400535,24.826190233998204,3.964141339903026e-05,,,,,,,
93,0.7020215982198715,0.016398697884287685,0.4277724540233612,0.7911996531486511,7.397349573219358e-05,0.30962845623493196,0.8165245807170868,25.68113832399831,3.6884008533465575e-05,,,,,,,
94,0.6746351325511932,0.01750737872440368,0.41178404554724696,0.7844601887464523,6.628459759156158e-05,0.2984592238068581,0.7886926066875458,24.82733645600092,3.4212502362551864e-05,,,,,,,
95,0.7189434868097305,0.01684994911076501,0.43810608953237534,0.7693114790320397,8.89906084444192e-05,0.3199772837758064,0.8350189730525017,25.805520283000078,3.162892359054098e-05,,,,,,,
96,0.6865296971797943,0.019065745668485762,0.4195441327989101,0.7936599007248879,0.0001000379517051897,0.30470746494829654,0.8036225885152817,25.42797615100062,2.9135234150853276e-05,,,,,,,
97,0.7075080189108849,0.016639581092167646,0.4311606614291668,0.798467768728733,8.619356253234401e-05,0.313293087631464,0.8243048399686813,25.696665363000648,2.6733327716213236e-05,,,,,,,
98,0.6929882973432541,0.015340492476243526,0.4219291922450066,0.7601340144872666,6.420000138405158e-05,0.3058498866856098,0.8037956964969635,25.793037149996962,2.4425028260620715e-05,,,,,,,
99,0.7262669441103935,0.015525817323941737,0.44197050988674164,0.7761937609314918,8.163371246455497e-05,0.32340127274394037,0.8429952389001847,25.16858936800054,2.2212088674250956e-05,0.7151977304779141,0.627121874945317,0.5110380206072153,0.7151977304779141,0.5132631025479711,0.652904791810066,0.6683590028310651
100,0.7121270516514778,0.017122273920103907,0.43412515878677366,0.7636861085891724,0.00010635016940625519,0.31731529757380483,0.8278143885731697,22.04697564599701,2.009618943233419e-05,,,,,,,
101,0.6993302476406097,0.016972845231648534,0.42638730466365815,0.7971937155723572,6.88997576685324e-05,0.30923935644328593,0.8153494754433632,24.33414778700171,1.8078937319026654e-05,,,,,,,
102,0.6943442599475383,0.01712925683706999,0.42345827534794805,0.7738370361924172,6.50687845700304e-05,0.30810419224202634,0.8089494210481644,24.62784289100091,1.616186420724089e-05,,,,,,,
103,0.7253175395727157,0.018470289162360133,0.44257865473628044,0.8195912256836891,7.660924558194893e-05,0.3236020776629448,0.8481436881422997,26.086760706999485,1.4346425895363384e-05,,,,,,,
104,0.7206444492936135,0.01616032895864919,0.4388508169353008,0.7677822422981262,6.358396857365278e-05,0.32011171981692316,0.8357439398765564,24.572947343000124,1.2634001001741373e-05,,,,,,,
105,0.691810909062624,0.017976049124263226,0.42227698490023613,0.7980417451262474,7.600482396526331e-05,0.3070082576572895,0.8090932178497314,24.96444210300251,1.1025889917779735e-05,,,,,,,
106,0.7058336496353149,0.016919192569330336,0.43026788398623467,0.7501418149471283,7.090360092206539e-05,0.3141716204583645,0.8194572314620018,25.608648407000146,9.523313820441803e-06,,,,,,,
107,0.7110298784077167,0.01732005423284136,0.4335459661483765,0.7833051407337188,7.03246476507502e-05,0.31608970239758494,0.8279696962237358,25.21438356699946,8.127413744904804e-06,,,,,,,
108,0.7063722839951515,0.015707435302902015,0.43010636284947396,0.7648577761650085,6.92969881697536e-05,0.3143419551849365,0.8209375616908073,25.672180229998048,6.839249718073875e-06,,,,,,,
109,0.7158444562554359,0.015469661867246031,0.4356945553421974,0.7623822247982025,6.676263474446387e-05,0.31820970967411993,0.8301458287239075,24.961264965000737,5.659799953612438e-06,0.7207901738719696,0.6351086830572639,0.5164235562026496,0.7207901738719696,0.5169563248244718,0.6675795504753501,0.6746490648606259
110,0.6905972263216973,0.015154083659872412,0.4204199847579002,0.7508044755458831,6.461553693270616e-05,0.3059346783161163,0.8014383462071418,22.700605875998008,4.589960109100444e-06,,,,,,,
111,0.724504411816597,0.014134253561496734,0.4403563663363457,0.7705866786837577,4.698000341363695e-05,0.3201459820568562,0.8375633656978607,24.344954394000524,3.6305426058846565e-06,,,,,,,
112,0.7097339966893196,0.014577200469793751,0.4316712944209576,0.7635070359706879,5.643857992782664e-05,0.31396845787763594,0.8219932785630226,25.17070516500098,2.7822760121373187e-06,,,,,,,
113,0.6799103322625161,0.015989272047299892,0.4143419261276722,0.755576234459877,6.172160652926805e-05,0.30248818174004555,0.7923908188939095,26.048593522002193,2.0458044895916513e-06,,,,,,,
114,0.6891973805427551,0.015524434414692223,0.4197282199561596,0.7499815934896469,6.288546792566407e-05,0.306158045232296,0.8008875697851181,25.122179354002583,1.4216873043745137e-06,,,,,,,
115,0.6749519005417823,0.01379977204836905,0.41049106493592263,0.7398998498916626,5.972149463037368e-05,0.2994326563179493,0.7839166980981827,24.472693055999116,9.103984023075772e-07,,,,,,,
116,0.6947754493355751,0.01483182908501476,0.42279801815748214,0.7687070405483246,5.113222653903904e-05,0.3077897348254919,0.8074610099196434,24.98051064700121,5.123260489995229e-07,,,,,,,
117,0.689361302703619,0.01544492598855868,0.41979476854205133,0.7881465011835098,5.112373856150043e-05,0.3073096639662981,0.8059216412901878,25.618230876996677,2.2777253500257386e-07,,,,,,,
118,0.6520833358168602,0.015444158915197476,0.3974276822805405,0.766619126200676,6.830908238505628e-05,0.2885635583847761,0.7626565754413605,26.305586978000065,5.6953946257287665e-08,,,,,,,
119,0.6931304648518563,0.014685539526399225,0.42175251215696336,0.7475651308894158,4.727889452880163e-05,0.3067153711616993,0.8032267609238625,25.38627841199923,0.0,0.7240652226237311,0.6379201106133501,0.5176007127866462,0.7240652226237311,0.5184187967209201,0.671276312495399,0.6775752380369083
