epoch,dice,bce,seg,boundary,nested,deep_supervision,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9746867430210113,0.6532614481449127,0.8461166542768478,0.7283077204227447,0.04955783762037754,0.5914580219984055,1.512883335351944,27.51506907800001,5.1e-05,,,,,,,,
1,0.9687437200546265,0.47591508001089095,0.7716122949123383,0.6954866003990173,0.02833737013861537,0.4865248993039131,1.3291027176380157,24.866534854999998,0.00010099999999999999,,,,,,,,
2,0.9560945254564285,0.38431464821100236,0.7273826020956039,0.6945295321941376,0.023462907876819372,0.45906678706407544,1.2570754778385163,24.08150556800001,0.00015099999999999998,,,,,,,,
3,0.947257342338562,0.3449374821782112,0.7063294279575348,0.6806098836660385,0.019402152681723236,0.4374616551399231,1.212822185754776,24.455738843000006,0.00020099999999999998,,,,,,,,
4,0.9578228360414505,0.30076882988214493,0.6950012576580048,0.6738196778297424,0.013487367508932948,0.4300937792658806,1.1931513679027557,23.74847050400001,0.000251,,,,,,,,
5,0.9418535089492798,0.2579959763586521,0.6683105176687241,0.6788613730669022,0.009699639324098825,0.40481248408555986,1.1414941197633743,24.104665065999995,0.0003,,,,,,,,
6,0.9374012506008148,0.2144948747754097,0.6482387232780457,0.6784361308813095,0.006959474910981953,0.3892692691087723,1.1056995791196824,23.362897662000023,0.0002999430460537427,,,,,,,,
7,0.9286455792188645,0.17635828658938407,0.6277306813001633,0.665959153175354,0.005799415288493037,0.37155926346778867,1.066175833940506,23.800337257999956,0.0002997722274649974,,,,,,,,
8,0.9228746122121811,0.1496777218580246,0.6135958775877952,0.6880470436811447,0.004357813734095543,0.371978512853384,1.0545969885587692,24.04873280700008,0.00029948767395100045,,,,,,,,
9,0.8917105144262314,0.12800249092280866,0.5862273281812668,0.6771677899360656,0.006212630504742265,0.34691660016775133,1.0011713373661042,23.664346282999986,0.0002990896015976924,0.44296559358392523,0.427751792084355,0.3531186332342963,0.44296559358392523,0.3861441276343967,0.4541456550347429,0.4294167570990912,
10,0.8964313942193985,0.10551547206938267,0.5800650480389595,0.6695732772350311,0.0048842595680616795,0.3506599110364914,0.9979265010356904,24.579442170999982,0.00029857831269562544,,,,,,,,
11,0.8745293760299683,0.0894824068248272,0.5605106100440025,0.6865301203727722,0.004826362238964066,0.3388531197607517,0.968258062005043,24.600122386999942,0.00029795419551040833,,,,,,,,
12,0.856867208480835,0.07765348356217146,0.5451817402243614,0.6909630998969079,0.004958964814431965,0.32621651962399484,0.9407425159215927,24.614305553999998,0.00029721772398786267,,,,,,,,
13,0.8549745982885361,0.06560585238039493,0.5392271181941033,0.6848120629787445,0.004819889806676656,0.33327183276414873,0.9412211507558823,25.310551264999958,0.0002963694573941153,,,,,,,,
14,0.8372817099094391,0.05711149070411921,0.525213643014431,0.7009337881207466,0.004277842289302498,0.32886461183428767,0.9243855276703834,23.500340619999974,0.0002954100398908995,,,,,,,,
15,0.8128724360466003,0.0502993344143033,0.5078432151675224,0.6968183952569962,0.00424595013493672,0.3170044378936291,0.8947417896986007,24.62710073900007,0.0002943402000463875,,,,,,,,
16,0.8244252318143844,0.04276364227756858,0.511760616004467,0.722015663087368,0.003359566661529243,0.3286665211617947,0.9127966845035553,23.88567063000005,0.0002931607502819261,,,,,,,,
17,0.8069621711969376,0.040832784734666346,0.5005104383826255,0.7161258459091187,0.002947997283190489,0.3208796092122793,0.8931500282883644,24.177190139000004,0.00029187258625509513,,,,,,,,
18,0.8397749388217925,0.04469315191730857,0.5217422437667847,0.7958772593736648,0.0024137933854945005,0.35262237817049025,0.9656723523139954,24.739238202000024,0.0002904766861795582,,,,,,,,0.05799653835594654
19,0.8234954887628555,0.044056934230029585,0.5117200866341591,0.7796007195115089,0.0019907006330322475,0.3435274624824524,0.9365394407510758,22.55810038300001,0.0002889741100822202,0.6056960939873185,0.5243588322912944,0.40686204328710646,0.6056960939873185,0.42617666257859255,0.5412037403079725,0.56141151040849,0.016161425055470316
20,0.8011870998144149,0.04117795245721936,0.49718346029520033,0.7709639409184456,0.001782091498025693,0.33610637933015824,0.9121044671535492,25.248042338999994,0.00028736599899825856,,,,,,,,0.008145653582178057
21,0.8051541012525558,0.036278234403580426,0.4976037746667862,0.8030750674009323,0.0014151627611136064,0.3371956051886082,0.9166898423433304,25.35763784200003,0.00028565357410463663,,,,,,,,0.007560999747365713
22,0.7642901763319969,0.03545226562768221,0.47275503024458887,0.7776077824831009,0.0012396160571370273,0.31999696224927904,0.8718945860862732,26.01166496199994,0.0002838381357927591,,,,,,,,0.006599178770557046
23,0.7744402474164963,0.03228885320946574,0.47757970958948137,0.7830726981163025,0.000946662028436549,0.3254450872540474,0.8825365960597992,25.06930123699999,0.00028192106268097334,,,,,,,,0.005785979833453894
24,0.7763128331303597,0.02922935382463038,0.47747945964336397,0.7772421127557755,0.0008426962365047075,0.32913942575454713,0.8853951346874237,25.014101106999988,0.0002799038105676658,,,,,,,,0.005049504078924656
25,0.7847754588723183,0.025754465209320187,0.48116708040237427,0.7715980684757233,0.0006912752790958621,0.33272954091429713,0.8920222383737564,25.22078113800012,0.000277787911325749,,,,,,,,0.004656249557156116
26,0.7457248392701149,0.028568154890090226,0.45886218279600144,0.7798365709185601,0.0005995496151444968,0.31809855163097384,0.8558558130264282,25.597316801000034,0.00027557497173937923,,,,,,,,0.004407206538598984
27,0.7720531654357911,0.026762072849087416,0.47393674701452254,0.7942141669988633,0.0005458955235371831,0.33215220645070076,0.8864213845133782,25.417768683000077,0.00027326667228378673,,,,,,,,0.004418589230626821
28,0.7642956873774529,0.027913758801296353,0.46974293768405917,0.7958652952313423,0.00046999773679999633,0.32775823399424553,0.8779140049219132,23.926784451999993,0.0002708647658491467,,,,,,,,0.004013989844825119
29,0.7402781429886818,0.028497694237157704,0.4555659821629524,0.8134616082906723,0.0004116609346237965,0.319801571816206,0.8574365293979644,23.244396008999956,0.00026837107640945905,0.6805252775214784,0.5750469835495744,0.4199175800083339,0.6805252775214784,0.45398248058286916,0.5906331925443756,0.6228210195785927,0.003511168195400387
30,0.7400330096483231,0.026154134375974535,0.4544814758002758,0.7869298684597016,0.0003544353483812301,0.3188907565176487,0.8526879042387009,24.862782640999967,0.0002657874976374481,,,,,,,,0.003024810020579025
31,0.7501919004321098,0.02271604599431157,0.45920157700777053,0.7817358186841011,0.0002713303098607867,0.3257846752554178,0.8636874631047249,25.728230290999818,0.00026311599146653443,,,,,,,,0.0025702951301354916
