group_id,qmmf,hemis,no_quality,unet25d
sg_208587454a785b38,0.6652674594203151,0.5514084745601467,0.6842504167115339,0.6967313850772023
sg_310e9599bf94bf9b,0.8634902438212055,0.7885876223963155,0.8657294211903116,0.8624378060689359
sg_332e12d666debe62,0.9333733990204248,0.8353947244863076,0.938573951687699,0.938374525127494
sg_4151cfd07ac3e1b0,0.8463692461571739,0.8153173196751657,0.8478644589904684,0.7962891803495129
sg_444c950e61a18f08,0.7035327870298168,0.6128255260401813,0.6645567349376337,0.5983102599349236
sg_455084cc52da07da,0.790618939142572,0.7380873643798685,0.8143980201421647,0.7478447797900389
sg_4c38c49cc72ad103,0.8549266829570306,0.7722670318411344,0.8608269906175434,0.8522937705987315
sg_56143f5cb2b81628,0.5695192161313093,0.4908961916753005,0.5624314390763238,0.5815784162805695
sg_5c0779fb48082fce,0.8143724854047271,0.6121569651536927,0.7472137900949238,0.7099357618004166
sg_8564c7b4b8bd716c,0.7919607030957073,0.7767689986872552,0.8250388331544493,0.87229950216093
sg_a79c24b2ab681a89,0.6079786641652537,0.5805296336145135,0.5958362651913758,0.6436559771453252
sg_b22b67d112cc5d1a,0.7192852129847492,0.5841815842830143,0.7583385440060185,0.717389244207764
sg_b8270589d730933f,0.89652037116538,0.8760959102193647,0.9010090503567396,0.8860961217362369
sg_d72cc5be6db7b3ed,0.8245276895514574,0.7815242660052829,0.834997918737591,0.8158884318243587
sg_edd8bce225d29352,0.9090260760795776,0.8457036307434237,0.9126121864579516,0.9057049048784092
