group_id,qmmf,hemis,no_quality,unet25d
sg_208587454a785b38,0.4404714368662057,0.3711031884789652,0.503276986292758,0.4214951134374136
sg_310e9599bf94bf9b,0.4550380431417379,0.2350658827853793,0.4877868809480449,0.4085623854701297
sg_332e12d666debe62,0.4870514815592074,0.3790223011338671,0.5523280290022836,0.5300137867426401
sg_4151cfd07ac3e1b0,0.4183155435255788,0.2907990654130294,0.3439517937496374,0.290622497291013
sg_444c950e61a18f08,0.0336230917902882,1.4965467184471832e-05,0.0276447973636881,0.016647313764885
sg_455084cc52da07da,0.1245088581878742,0.0785934204797717,0.4455409816216636,0.1959429466418979
sg_4c38c49cc72ad103,0.2245004019124357,0.0216877528275778,0.2776007220984407,0.1424226989313828
sg_56143f5cb2b81628,0.4193325659484035,0.4015526245355449,0.4190970356157406,0.4120597330022394
sg_5c0779fb48082fce,0.0252579468633791,0.0167908755239099,0.0357550070180771,0.0203317169262716
sg_8564c7b4b8bd716c,0.3805430841246275,0.3426867125654864,0.3804662526908052,0.3547275058716472
sg_a79c24b2ab681a89,0.246977762001156,0.2119786948623852,0.3524553953367747,0.229656535246177
sg_b22b67d112cc5d1a,0.3182230958578904,0.3147054221996817,0.344891454101588,0.326420629811602
sg_b8270589d730933f,0.4071687159798365,0.3647468093303136,0.4440077022257503,0.4634188789034721
sg_d72cc5be6db7b3ed,0.3612529396497295,0.2894647264500627,0.4042425685371401,0.2856576381849741
sg_edd8bce225d29352,0.4987689373525648,0.3681567959452188,0.4710455225435802,0.40400864642811
