model,case_id,t1,t1ce,t2,flair,efficiency_gap,full_value
qmmf,BRATS_021,0.10857491359661474,0.1258241872144178,0.21569335702428513,0.26380413301418715,0.0,0.7138965908495049
qmmf,BRATS_111,0.12411008328466071,0.39562016860320126,0.17344433674008589,0.2381904984859838,0.0,0.9313650871139316
qmmf,BRATS_172,0.15758764901950098,0.3748830512015355,0.19579408536274628,0.2097038716673657,0.0,0.9379686572511484
qmmf,BRATS_219,0.104918696226057,0.4255475134413913,0.16158488708181154,0.20291998205413683,0.0,0.8949710788033967
qmmf,BRATS_230,0.16501468296153854,0.15281624303613575,0.2284358300877617,0.1073711817158741,0.0,0.6536379378013101
qmmf,BRATS_258,-0.005501008260538868,0.4772017659251514,0.16146286589479592,0.2489610810754977,-1.1102230246251565e-16,0.8821247046349062
qmmf,BRATS_324,0.060012851070789325,0.48113671388556356,0.11845924062294891,0.14922368003483533,0.0,0.8088324856141371
qmmf,BRATS_335,0.10869653040064353,0.35017371008545783,0.16461015770485302,0.19757064760291318,0.0,0.8210510457938676
qmmf,BRATS_338,0.0690036788158487,0.25972934824411986,0.16785509142420027,0.22221033737339915,-1.1102230246251565e-16,0.7187984558575681
qmmf,BRATS_367,0.0938832592313315,0.4048620642690659,0.127160599052544,0.2197501768878225,0.0,0.8456560994407639
qmmf,BRATS_369,0.13569737799017859,0.27284625986581756,0.18780964831907074,0.1889487411643176,1.1102230246251565e-16,0.7853020273393844
qmmf,BRATS_404,0.011443786895090857,0.3466993654497359,0.24212243889122684,0.19686967333146813,0.0,0.7971352645675217
qmmf,BRATS_413,0.18689787952744114,0.35951044783482244,0.1669042909785801,0.13106110094748097,0.0,0.8443737192883246
qmmf,BRATS_430,0.09607752974953426,0.45675714796178774,0.15788506326703677,0.0909233917039649,0.0,0.8016431326823237
qmmf,BRATS_441,0.124657009342831,0.4182542290206144,0.1573453914358483,0.13798950575655006,0.0,0.8382461355558437
qmmf,BRATS_484,0.1718682677053363,0.34139604637692866,0.18404696672297474,0.2000834474693739,0.0,0.8973947282746136
hemis,BRATS_021,-0.007250359934064237,0.24312732707478268,0.33345970605540753,0.07517348402180961,0.0,0.6445101572179356
hemis,BRATS_111,0.10575173087321138,0.2687770715302059,0.16324787116831024,0.24251070196209082,0.0,0.7802873755338183
hemis,BRATS_172,0.1083857974653725,0.38610817711597806,0.21985428583233751,0.15025963581482596,0.0,0.864607896228514
hemis,BRATS_219,0.10324261870269104,0.3430762793076336,0.15908779458992206,0.2135780379221291,0.0,0.8189847305223759
hemis,BRATS_230,0.056726422347832865,0.13925605974033828,0.24274744389550618,0.049985127626017804,0.0,0.48871505360969514
hemis,BRATS_258,0.07746423198492362,0.2956434538225492,0.11327850074259452,0.24991790521030668,0.0,0.736304091760374
hemis,BRATS_324,0.058834012726687916,0.3075928219844321,0.07382418843840717,0.17963137094738252,0.0,0.6198823940969097
hemis,BRATS_335,0.11190491421273986,0.24416664813793895,0.2258188029271006,0.24001653757733565,0.0,0.821906902855115
hemis,BRATS_338,0.09246045601611999,0.22094041920142765,0.11109776739375486,0.1477786485377544,0.0,0.5722772911490569
hemis,BRATS_367,0.12586826504716986,0.32860955595708197,0.13191124927593634,0.19272277526272727,0.0,0.7791118455429155
hemis,BRATS_369,0.06938195535993605,0.24203130131561612,0.21018540950102382,0.24641870792034637,0.0,0.7680173740969224
hemis,BRATS_404,0.13862513883886926,0.22383641169323484,0.21392681453208176,0.19094544710382377,0.0,0.7673338121680097
hemis,BRATS_413,0.07405441182240266,0.2932218176763439,0.14372254766843004,0.08711047077659562,-1.1102230246251565e-16,0.5981092479437723
hemis,BRATS_430,0.12418605101192129,0.32469099097544957,0.23770360131579082,0.019527805747160135,0.0,0.7061084490503218
hemis,BRATS_441,0.1199908637925957,0.254706386614862,0.19776926289150074,0.17577400295479428,0.0,0.7482405162537528
hemis,BRATS_484,0.10500682069846788,0.3373411447692341,0.17855875060483087,0.15236392834928922,-1.1102230246251565e-16,0.7732706444218221
unet25d,BRATS_021,0.10947166628463458,0.1243311198723128,0.22563328570297936,0.2748021393757176,0.0,0.7342382112356444
unet25d,BRATS_111,0.11764642721394063,0.3131423615669794,0.14130920135436564,0.28403217135635866,0.0,0.8561301614916443
unet25d,BRATS_172,0.16778251308247621,0.35860749188065477,0.18020621666022354,0.22336600060573883,-1.1102230246251565e-16,0.9299622222290934
unet25d,BRATS_219,0.14662370877592748,0.3242279582300076,0.1826083206780941,0.23884568442836004,0.0,0.8923056721123892
unet25d,BRATS_230,0.12141887584623462,0.08759191815784192,0.2105340051044671,0.1931174024009981,0.0,0.6126622015095418
unet25d,BRATS_258,0.01869400166858887,0.43420556579918884,0.19235250608457793,0.25154286661406855,0.0,0.8967949401664242
unet25d,BRATS_324,0.06222656534454275,0.3503751818087376,0.13784769484303522,0.18145444251415635,0.0,0.731903884510472
unet25d,BRATS_335,0.09945754850572754,0.3423976411377755,0.17690144843475614,0.1989936351331625,0.0,0.8177502732114217
unet25d,BRATS_338,0.04073515184382449,0.2141505664888676,0.1018513508725913,0.22936953108965807,0.0,0.5861066002949414
unet25d,BRATS_367,0.0728236607207051,0.35195599999134675,0.17532870402356818,0.23439651953255486,0.0,0.8345048842681749
unet25d,BRATS_369,0.13971040447791108,0.28588596906710506,0.21669431349521043,0.18968283887023324,0.0,0.8319735259104598
unet25d,BRATS_404,0.024233338881202892,0.2906085049269656,0.23053617690793954,0.2189414369780691,-1.1102230246251565e-16,0.7643194576941772
unet25d,BRATS_413,0.18435394868139163,0.20634233206650743,0.14164456077988816,0.16782752405664483,0.0,0.7001683655844321
unet25d,BRATS_430,0.06400352753324559,0.3192410774074591,0.21939279473963882,0.17119843568663567,0.0,0.7738358353669792
unet25d,BRATS_441,0.08942848644985252,0.3943417543243726,0.154793490231123,0.15777663752294407,0.0,0.7963403685282922
unet25d,BRATS_484,0.1613587345586801,0.2974025994382132,0.1846579241028908,0.24876938827757478,0.0,0.8921886463773588
no_quality,BRATS_021,0.12128345836865086,0.1343338627291966,0.2355562074100579,0.2740345336396496,-1.1102230246251565e-16,0.765208062147555
no_quality,BRATS_111,0.14216469906884846,0.40088591505765886,0.13761468225513362,0.24860220402172992,-1.1102230246251565e-16,0.9292675004033709
no_quality,BRATS_172,0.16224510357216052,0.3780484405232264,0.1991699977491068,0.20055614663464555,-1.1102230246251565e-16,0.9400196884791393
no_quality,BRATS_219,0.16062818428205047,0.37382975630219106,0.1811550358569464,0.1856832504522036,0.0,0.9012962268933915
no_quality,BRATS_230,0.13021745738530432,0.25451333676936716,0.18845965249026458,0.1447930281291496,0.0,0.7179834747740856
no_quality,BRATS_258,0.026975715333223817,0.44660998856068435,0.17588246480409692,0.2507557415404804,0.0,0.9002239102384855
no_quality,BRATS_324,0.0644361097386462,0.49145325145255003,0.11959512296936468,0.13592374034616841,-1.1102230246251565e-16,0.8114082245067294
no_quality,BRATS_335,0.10972281406957807,0.32743512391153773,0.1873265018626691,0.2168558570984683,0.0,0.8413402969422532
no_quality,BRATS_338,0.06035921623350897,0.33885901411539787,0.13220739261273137,0.20655068293499607,0.0,0.7379763058966343
no_quality,BRATS_367,0.11651339378330912,0.36799695552272804,0.16002743097710231,0.22463256990031377,-1.1102230246251565e-16,0.8691703501834533
no_quality,BRATS_369,0.15094527923805773,0.31732843622203094,0.2072880587473985,0.17937830368802032,1.1102230246251565e-16,0.8549400778955074
no_quality,BRATS_404,0.05925578325309552,0.23172367610911024,0.266202144940094,0.22326880463733623,1.1102230246251565e-16,0.7804504089396359
no_quality,BRATS_413,0.11991902635079801,0.38359847789118584,0.08615283254937635,0.1894705806770322,0.0,0.7791409174683924
no_quality,BRATS_430,0.08513001602493817,0.4560274551742882,0.13449687126145377,0.13240584323657056,0.0,0.8080601856972507
no_quality,BRATS_441,0.12242207718277408,0.3938105784803143,0.16538766036953872,0.16615087478510848,0.0,0.8477711908177356
no_quality,BRATS_484,0.16344540757776907,0.3493717217495509,0.17024283054728026,0.22891292201897626,0.0,0.9119728818935765
no_variance,BRATS_021,0.09916785170796254,0.15101293034274332,0.23950629158284634,0.24305820205792678,0.0,0.732745275691479
no_variance,BRATS_111,0.15716291503313687,0.3853465128193454,0.16039745392802157,0.22468182242008017,0.0,0.927588704200584
no_variance,BRATS_172,0.1638386604317123,0.3765452831838938,0.19440749702340723,0.20387108086649378,0.0,0.9386625215055071
no_variance,BRATS_219,0.11599671811956118,0.4029619721721567,0.16860719076874076,0.2003726748852576,0.0,0.8879385559457162
no_variance,BRATS_230,0.14388936150698683,0.17624357402933444,0.22789905869384125,0.12628716616837166,0.0,0.6743191603985341
no_variance,BRATS_258,0.012364848255319567,0.4570907804213633,0.15882803572507273,0.2615405096137566,0.0,0.8898241740155122
no_variance,BRATS_324,0.0633379916395673,0.48160398276962274,0.1308943201888723,0.1233794653052243,0.0,0.7992157599032866
no_variance,BRATS_335,0.11574168289917851,0.3370472171155504,0.17272014248035922,0.20560633849138166,-1.1102230246251565e-16,0.8311153809864699
no_variance,BRATS_338,0.05188123418746506,0.35091584587590124,0.12436344856458942,0.20947176113559754,-1.1102230246251565e-16,0.7366322897635533
no_variance,BRATS_367,0.09022298223896874,0.40070030324267514,0.13843948985553636,0.1947862717233953,0.0,0.8241490470605756
no_variance,BRATS_369,0.13972234206615256,0.2802292474824998,0.18973526501088028,0.1866071529471449,0.0,0.7962940075066776
no_variance,BRATS_404,0.004903458988539878,0.30443800637207347,0.23437552240017037,0.21843524663484085,0.0,0.7621522343956245
no_variance,BRATS_413,0.17421661003544187,0.3177470006022762,0.13965450084820244,0.17260322050584048,0.0,0.8042213319917609
no_variance,BRATS_430,0.1271253937790579,0.4184208930934843,0.16300019405955482,0.10446021434484298,0.0,0.81300669527694
no_variance,BRATS_441,0.11448480128623666,0.4339665536216789,0.1450934285541432,0.14703647125346325,1.1102230246251565e-16,0.8405812547155219
no_variance,BRATS_484,0.184879372341989,0.33034046817585627,0.15655826263123282,0.22553214537226643,0.0,0.8973102485213446
no_max,BRATS_021,0.13491327805430103,0.16025235156597828,0.2042089225928494,0.23736476663598152,1.1102230246251565e-16,0.7367393188491101
no_max,BRATS_111,0.1515247660073713,0.36391984960496193,0.1769242124918479,0.23554975522412502,0.0,0.9279185833283061
no_max,BRATS_172,0.16181522006578974,0.3713299939631581,0.20393608081088985,0.20650114428511182,-1.1102230246251565e-16,0.9435824391249495
no_max,BRATS_219,0.13474502471499886,0.40376223099185826,0.15907685069707078,0.1931062449854665,1.1102230246251565e-16,0.8906903513893943
no_max,BRATS_230,0.1228648460227821,0.1631689162364669,0.22188574579645956,0.11019163099782703,0.0,0.6181111390535355
no_max,BRATS_258,0.011164981053528821,0.456996416964373,0.17509278010924403,0.25830222686828924,0.0,0.9015564049954351
no_max,BRATS_324,0.04953497105197941,0.4876703170563682,0.1280257185355268,0.14229624920258954,0.0,0.807527255846464
no_max,BRATS_335,0.11158726054378175,0.32516691438036105,0.17636504533650843,0.2137872729181854,0.0,0.8269064931788366
no_max,BRATS_338,0.029924287808518555,0.3225024259625141,0.13755405990683017,0.22539455760668334,0.0,0.7153753312845462
no_max,BRATS_367,0.08322383941852311,0.4107841760336852,0.14051004046275928,0.2201132275899204,0.0,0.854631283504888
no_max,BRATS_369,0.15057765873653578,0.30539552719900087,0.18123434664416188,0.16957276923603776,0.0,0.8067803018157362
no_max,BRATS_404,0.030666229354113103,0.3597270521826349,0.21286840738715965,0.1629043047974136,0.0,0.7661659937213212
no_max,BRATS_413,0.17028181432119668,0.3218587955465838,0.13872038031526157,0.12241328838863946,-1.1102230246251565e-16,0.7532742785716816
no_max,BRATS_430,0.09195648407114672,0.41885331609729154,0.16613127058656302,0.12318987579674558,0.0,0.8001309465517469
no_max,BRATS_441,0.10943456018229436,0.4144698714853525,0.16467678096758093,0.15405254416587805,0.0,0.8426337568011059
no_max,BRATS_484,0.17901192563031415,0.3406504860380532,0.15446237044256061,0.21338084296685275,0.0,0.8875056250777807
no_consistency,BRATS_021,0.10575601059885156,0.15204730753989804,0.1926903012282547,0.26870481800778545,-1.1102230246251565e-16,0.7191984373747898
no_consistency,BRATS_111,0.1466244880675171,0.3796739778671843,0.1508164081293346,0.25129391061657214,1.1102230246251565e-16,0.9284087846806081
no_consistency,BRATS_172,0.15954724358824438,0.37218933051613673,0.19398322670568385,0.2136077463085397,0.0,0.9393275471186047
no_consistency,BRATS_219,0.12224765145466639,0.4156029780127694,0.1629290677494536,0.19927474996736189,1.1102230246251565e-16,0.9000544471842512
no_consistency,BRATS_230,0.16304298272526857,0.1477367211515561,0.1944531847072803,0.11823686856074767,0.0,0.6234697571448526
no_consistency,BRATS_258,0.001915945942158207,0.47286639335915426,0.1547466494496628,0.2593212563078445,-1.1102230246251565e-16,0.8888502450588199
no_consistency,BRATS_324,0.06365963972873175,0.4752248551880668,0.1236536779261933,0.14386801487668308,-1.1102230246251565e-16,0.806406187719675
no_consistency,BRATS_335,0.11969371075908142,0.33715121703686635,0.1649326822035372,0.2006319402772605,0.0,0.8224095502767454
no_consistency,BRATS_338,0.07792490939683173,0.2677671509522878,0.15622375490634027,0.23045432854554118,0.0,0.732370143801001
no_consistency,BRATS_367,0.09891275260226975,0.4229695626767903,0.10355034302145324,0.2145086205707631,0.0,0.8399412788712763
no_consistency,BRATS_369,0.14782403110186443,0.26865477348926314,0.1863264533038473,0.18455266654117272,0.0,0.7873579244361476
no_consistency,BRATS_404,0.018474001071981605,0.3593499071923869,0.23641284270076202,0.1815845592369207,1.1102230246251565e-16,0.7958213102020512
no_consistency,BRATS_413,0.20788182509941572,0.32777841165640415,0.13476901416073706,0.13843137611946363,0.0,0.8088606270360206
no_consistency,BRATS_430,0.09776177828696662,0.44595543436303403,0.14877637211145706,0.10741172555771572,0.0,0.7999053103191734
no_consistency,BRATS_441,0.1291712092925506,0.4035264787258859,0.1646756844462775,0.13576647892081795,0.0,0.8331398513855319
no_consistency,BRATS_484,0.18373027797495617,0.32676971193586996,0.17556949670486469,0.21105183267842142,0.0,0.8971213192941122
shuffled_quality,BRATS_021,0.10672241474622188,0.15073200623073127,0.21099430403205602,0.26632907643466325,0.0,0.7347778014436724
shuffled_quality,BRATS_111,0.12773848887193492,0.38892910419838767,0.16099314031795856,0.24615746267571864,-1.1102230246251565e-16,0.9238181960639998
shuffled_quality,BRATS_172,0.16267545644320902,0.3762018307187422,0.19180380328768426,0.2096265370070713,1.1102230246251565e-16,0.9403076274567067
shuffled_quality,BRATS_219,0.12693380362471338,0.3986400513344418,0.1659024911373847,0.20785247922131522,0.0,0.8993288253178551
shuffled_quality,BRATS_230,0.14267370918321803,0.16358380032062453,0.20490490232452074,0.15896746445962698,0.0,0.6701298762879903
shuffled_quality,BRATS_258,0.022133215461315883,0.46533146226772704,0.16015514445292356,0.2519474213064954,-1.1102230246251565e-16,0.899567243488462
shuffled_quality,BRATS_324,0.06472157191629051,0.4686717539387141,0.13254169868776647,0.13985087987709735,0.0,0.8057859044198684
shuffled_quality,BRATS_335,0.12120076598460543,0.34929661811247104,0.16384209157791949,0.18758705285217173,-1.1102230246251565e-16,0.8219265285271677
shuffled_quality,BRATS_338,0.07770621005129175,0.2781174232885341,0.17007527995102095,0.20583562931627927,0.0,0.7317345426071261
shuffled_quality,BRATS_367,0.12701971581804178,0.38374282939442594,0.1289097743131088,0.20067092252799162,0.0,0.8403432420535681
shuffled_quality,BRATS_369,0.13516739889509696,0.267484430799126,0.20237303820867672,0.1907814817541736,0.0,0.7958063496570733
shuffled_quality,BRATS_404,0.02787134869744163,0.3066119866855431,0.227983194464321,0.20611150993869085,0.0,0.7685780397859966
shuffled_quality,BRATS_413,0.16470477158762045,0.324116358183279,0.12836227907044492,0.13814116423692885,-1.1102230246251565e-16,0.7553245730782733
shuffled_quality,BRATS_430,0.10736879481078124,0.4387397870171282,0.15667624089799081,0.10046321390989577,0.0,0.803248036635796
shuffled_quality,BRATS_441,0.13293718887291123,0.4043324084391433,0.16265298039526155,0.1423397138329029,-1.1102230246251565e-16,0.842262291540219
shuffled_quality,BRATS_484,0.15474762553273877,0.33787418862906865,0.18517334488103407,0.2175792588665978,0.0,0.8953744179094393
matched_moment_fusion,BRATS_021,0.10984392207895127,0.11478389761021371,0.26690127338790093,0.26654199463211736,0.0,0.7580710877091833
matched_moment_fusion,BRATS_111,0.14070500844046113,0.3985260520213751,0.13258367395624848,0.2536790991054189,1.1102230246251565e-16,0.9254938335235036
matched_moment_fusion,BRATS_172,0.1621469860380841,0.37005508039052837,0.19177051414686194,0.21750807854434276,0.0,0.9414806591198172
matched_moment_fusion,BRATS_219,0.16431608954027002,0.361357049406385,0.18981487976747347,0.1808465028217427,0.0,0.8963345215358712
matched_moment_fusion,BRATS_230,0.13323652909259415,0.23757784343462074,0.22547138138891093,0.12408840457494649,0.0,0.7203741584910723
matched_moment_fusion,BRATS_258,0.02072712891460715,0.4320673180649191,0.1836124865075203,0.24791134152196528,0.0,0.8843182750090118
matched_moment_fusion,BRATS_324,0.05853271414355799,0.45076315238402076,0.11977490279584892,0.1346362421132371,0.0,0.7637070114366648
matched_moment_fusion,BRATS_335,0.10724856362940906,0.3131703659540323,0.18373639524926846,0.22958069606497342,1.1102230246251565e-16,0.8337360208976832
matched_moment_fusion,BRATS_338,0.037128880159001405,0.33462521583791627,0.12037879023224639,0.2241249104810982,0.0,0.7162577967102622
matched_moment_fusion,BRATS_367,0.1291447229793138,0.3700600403040439,0.16941004702513296,0.19441779149206379,0.0,0.8630326018005544
matched_moment_fusion,BRATS_369,0.14704561694162224,0.2992339779029404,0.21739733041907192,0.17246481392061674,0.0,0.8361417391842513
matched_moment_fusion,BRATS_404,0.06463958164051077,0.17028183708499925,0.3120423906612826,0.23100044501100467,0.0,0.7779642543977973
matched_moment_fusion,BRATS_413,0.1284723623893284,0.37616595232288724,0.13482164360771384,0.12779171665399686,-1.1102230246251565e-16,0.7672516749739264
matched_moment_fusion,BRATS_430,0.0939630372930677,0.4656787832558428,0.16309691642138177,0.10935059195363335,0.0,0.8320893289239256
