model,case_id,subset,group_id,n_modalities,macro_dice
qmmf,BRATS_021,flair,sg_8a56096263e207fc,1,0.5918314195231046
qmmf,BRATS_021,t1,sg_8a56096263e207fc,1,0.29506122295961884
qmmf,BRATS_021,t1+flair,sg_8a56096263e207fc,2,0.6286337138770854
qmmf,BRATS_021,t1+t1ce,sg_8a56096263e207fc,2,0.5188484281118865
qmmf,BRATS_021,t1+t1ce+flair,sg_8a56096263e207fc,3,0.6164559864852582
qmmf,BRATS_021,t1+t1ce+t2,sg_8a56096263e207fc,3,0.666302255871024
qmmf,BRATS_021,t1+t1ce+t2+flair,sg_8a56096263e207fc,4,0.7138965908495049
qmmf,BRATS_021,t1+t2,sg_8a56096263e207fc,2,0.5301755774982517
qmmf,BRATS_021,t1+t2+flair,sg_8a56096263e207fc,3,0.7479705881030201
qmmf,BRATS_021,t1ce,sg_8a56096263e207fc,1,0.358814994855778
qmmf,BRATS_021,t1ce+flair,sg_8a56096263e207fc,2,0.5964066832429257
qmmf,BRATS_021,t1ce+t2,sg_8a56096263e207fc,2,0.6204318061961019
qmmf,BRATS_021,t1ce+t2+flair,sg_8a56096263e207fc,3,0.7069500380284249
qmmf,BRATS_021,t2,sg_8a56096263e207fc,1,0.43486932888046154
qmmf,BRATS_021,t2+flair,sg_8a56096263e207fc,2,0.7091566814308737
qmmf,BRATS_111,flair,sg_74969a1c98337c11,1,0.6473584574885933
qmmf,BRATS_111,t1,sg_74969a1c98337c11,1,0.40771780450385015
qmmf,BRATS_111,t1+flair,sg_74969a1c98337c11,2,0.6932538931505521
qmmf,BRATS_111,t1+t1ce,sg_74969a1c98337c11,2,0.7965670536291092
qmmf,BRATS_111,t1+t1ce+flair,sg_74969a1c98337c11,3,0.9281095426867875
qmmf,BRATS_111,t1+t1ce+t2,sg_74969a1c98337c11,3,0.908190534667476
qmmf,BRATS_111,t1+t1ce+t2+flair,sg_74969a1c98337c11,4,0.9313650871139316
qmmf,BRATS_111,t1+t2,sg_74969a1c98337c11,2,0.643455994031653
qmmf,BRATS_111,t1+t2+flair,sg_74969a1c98337c11,3,0.7219073471191253
qmmf,BRATS_111,t1ce,sg_74969a1c98337c11,1,0.7873502668034198
qmmf,BRATS_111,t1ce+flair,sg_74969a1c98337c11,2,0.9204731175333937
qmmf,BRATS_111,t1ce+t2,sg_74969a1c98337c11,2,0.8776516336886596
qmmf,BRATS_111,t1ce+t2+flair,sg_74969a1c98337c11,3,0.9260977087552531
qmmf,BRATS_111,t2,sg_74969a1c98337c11,1,0.5193486717520276
qmmf,BRATS_111,t2+flair,sg_74969a1c98337c11,2,0.6889367671902665
