epoch,dice,bce,seg,boundary,nested,total,epoch_seconds,lr,val_full_macro_dice,val_mean_subset_macro_dice,val_worst_subset_macro_dice,val_macro_dice::t1+t1ce+t2+flair,val_macro_dice::t1+t2+flair,val_macro_dice::t1+t1ce+t2,selection_score,consistency
0,0.9761067974567413,0.5650459107756615,0.8116824775934219,0.7286290156841279,0.05733103688806295,0.8874119293689727,21.23191434799992,5.1e-05,,,,,,,,
1,0.9679810124635696,0.38882513105869293,0.7363186877965927,0.6850603592395782,0.021686341036111115,0.8059090411663056,20.7935413539999,0.00010099999999999999,,,,,,,,
2,0.9570774441957474,0.32830090671777723,0.7055668616294861,0.6776075452566147,0.009385965815745294,0.7737969124317169,20.187463577000017,0.00015099999999999998,,,,,,,,
3,0.9465002739429473,0.2901451414823532,0.683958243727684,0.6615366178750992,0.010244881808757782,0.7506241458654404,20.80653509199965,0.00020099999999999998,,,,,,,,
4,0.9562857967615127,0.24913153693079948,0.6734241199493408,0.6608489435911179,0.004636408236110583,0.7397408360242843,20.443838678999782,0.000251,,,,,,,,
5,0.9391185122728348,0.21117642492055894,0.6479417020082474,0.6618329095840454,0.004134246046887711,0.7143317037820816,20.467413031000433,0.0003,,,,,,,,
6,0.9327395379543304,0.17480308830738067,0.6295649790763855,0.6636136510968208,0.0035080883861519398,0.6961017513275146,20.200400817999252,0.0002999430460537427,,,,,,,,
7,0.9202463364601136,0.14441336773335933,0.6099131751060486,0.6583240312337876,0.0039752401714213195,0.6759443414211274,20.32623485899967,0.0002997722274649974,,,,,,,,
8,0.9117332738637924,0.12206231988966465,0.5958649179339409,0.6844949322938919,0.003470776432659477,0.6644879519939423,20.72805675700056,0.00029948767395100045,,,,,,,,
9,0.8790877014398575,0.10524221442639828,0.5695495304465293,0.6794256854057312,0.004241268369369209,0.6377041625976563,20.38850852499945,0.0002990896015976924,0.5963240812061353,0.4769995615362414,0.35890266860399,0.5963240812061353,0.4339782983179894,0.4006963050845991,0.5367845840449527,
10,0.8827000832557679,0.08591374441981316,0.5639855724573135,0.6700433847308159,0.004162883304525166,0.6311980581283569,21.34465523199924,0.00029857831269562544,,,,,,,,
11,0.8597059816122055,0.07403017036616802,0.5454356813430786,0.6772545945644378,0.004111331154126674,0.613366711139679,21.280274005999672,0.00029795419551040833,,,,,,,,
12,0.8409300804138183,0.06578458119183779,0.5308719009160996,0.6958415165543557,0.0037697517219930886,0.6006445387005805,21.598191028000656,0.00029721772398786267,,,,,,,,
13,0.8376093983650208,0.05548784144222736,0.5247607988119125,0.683332936167717,0.003883118503727019,0.5932882502675056,21.471675949999735,0.0002963694573941153,,,,,,,,
14,0.8231666424870491,0.04801325976848602,0.5131053102016448,0.7147748073935509,0.003617520248517394,0.5847636646032334,19.891097780000564,0.0002954100398908995,,,,,,,,
15,0.7971874624490738,0.04539091205224395,0.49646886199712753,0.6990387153625488,0.0034645341476425527,0.5665459606051445,24.255710965999242,0.0002943402000463875,,,,,,,,
16,0.8104566422104835,0.03987987719476223,0.5022259604930878,0.741157132089138,0.002962966691702604,0.5764898252487183,23.69387431300038,0.0002931607502819261,,,,,,,,
17,0.791609862446785,0.03532314207404852,0.4890951952338219,0.7123308345675469,0.0026057948055677117,0.5604585683345795,24.15268807299981,0.00029187258625509513,,,,,,,,
18,0.8290192949771881,0.04174724282696843,0.5141104951500892,0.7913053223490715,0.002443931727902964,0.5949257829785347,24.18883528599963,0.0002904766861795582,,,,,,,,0.007812783843837679
19,0.8121727895736695,0.04166052099317312,0.5039679047465324,0.8049473887681962,0.0019699763983953744,0.58617879986763,24.217092429999866,0.0002889741100822202,0.6232111185010144,0.4875507519102624,0.343487583946607,0.6232111185010144,0.46812633972098366,0.3713147975087891,0.554540655068348,0.008088274197652935
20,0.7990037950873375,0.042923229867592456,0.49657158881425856,0.8001144975423813,0.0018139055860228836,0.5782189586758614,24.773832769000364,0.00028736599899825856,,,,,,,,0.007726124888285994
