model,seed,curve,x,y
full,42,PR,0.3829787234042553,0.9152542372881356
full,42,PR,0.375886524822695,0.9137931034482759
full,42,PR,0.36879432624113473,0.9122807017543859
full,42,PR,0.3617021276595745,0.9107142857142857
full,42,PR,0.3546099290780142,0.9090909090909091
full,42,PR,0.3475177304964539,0.9074074074074074
full,42,PR,0.3404255319148936,0.9056603773584906
full,42,PR,0.3333333333333333,0.9038461538461539
full,42,PR,0.3333333333333333,0.9215686274509803
full,42,PR,0.3262411347517731,0.92
full,42,PR,0.3191489361702128,0.9183673469387755
full,42,PR,0.3120567375886525,0.9166666666666666
full,42,PR,0.3049645390070922,0.9148936170212766
full,42,PR,0.2978723404255319,0.9130434782608695
full,42,PR,0.2907801418439716,0.9111111111111111
full,42,PR,0.28368794326241137,0.9090909090909091
full,42,PR,0.2765957446808511,0.9069767441860465
full,42,PR,0.2695035460992908,0.9047619047619048
full,42,PR,0.2624113475177305,0.9024390243902439
full,42,PR,0.2624113475177305,0.925
full,42,PR,0.2553191489361702,0.9230769230769231
full,42,PR,0.24822695035460993,0.9210526315789473
full,42,PR,0.24113475177304963,0.918918918918919
full,42,PR,0.23404255319148937,0.9166666666666666
full,42,PR,0.22695035460992907,0.9142857142857143
full,42,PR,0.2198581560283688,0.9117647058823529
full,42,PR,0.2198581560283688,0.9393939393939394
full,42,PR,0.2127659574468085,0.9375
full,42,PR,0.20567375886524822,0.9354838709677419
full,42,PR,0.20567375886524822,0.9666666666666667
full,42,PR,0.19858156028368795,0.9655172413793104
full,42,PR,0.19148936170212766,0.9642857142857143
full,42,PR,0.18439716312056736,0.9629629629629629
full,42,PR,0.1773049645390071,0.9615384615384616
full,42,PR,0.1702127659574468,0.96
full,42,PR,0.16312056737588654,0.9583333333333334
full,42,PR,0.15602836879432624,0.9565217391304348
full,42,PR,0.14893617021276595,0.9545454545454546
full,42,PR,0.14893617021276595,1.0
full,42,PR,0.14184397163120568,1.0
full,42,PR,0.1347517730496454,1.0
full,42,PR,0.1276595744680851,1.0
full,42,PR,0.12056737588652482,1.0
full,42,PR,0.11347517730496454,1.0
full,42,PR,0.10638297872340426,1.0
full,42,PR,0.09929078014184398,1.0
full,42,PR,0.09219858156028368,1.0
full,42,PR,0.0851063829787234,1.0
full,42,PR,0.07801418439716312,1.0
full,42,PR,0.07092198581560284,1.0
full,42,PR,0.06382978723404255,1.0
full,42,PR,0.05673758865248227,1.0
full,42,PR,0.04964539007092199,1.0
full,42,PR,0.0425531914893617,1.0
full,42,PR,0.03546099290780142,1.0
full,42,PR,0.028368794326241134,1.0
full,42,PR,0.02127659574468085,1.0
full,42,PR,0.014184397163120567,1.0
full,42,PR,0.0070921985815602835,1.0
full,42,PR,0.0,1.0
full,43,ROC,0.0,0.0
full,43,ROC,0.0,0.0070921985815602835
full,43,ROC,0.0,0.06382978723404255
full,43,ROC,0.011494252873563218,0.06382978723404255
full,43,ROC,0.011494252873563218,0.09219858156028368
full,43,ROC,0.022988505747126436,0.09219858156028368
full,43,ROC,0.022988505747126436,0.3900709219858156
full,43,ROC,0.034482758620689655,0.3900709219858156
full,43,ROC,0.034482758620689655,0.41134751773049644
full,43,ROC,0.04597701149425287,0.41134751773049644
full,43,ROC,0.04597701149425287,0.425531914893617
full,43,ROC,0.05747126436781609,0.425531914893617
full,43,ROC,0.05747126436781609,0.48936170212765956
full,43,ROC,0.06896551724137931,0.48936170212765956
full,43,ROC,0.06896551724137931,0.5106382978723404
full,43,ROC,0.08045977011494253,0.5106382978723404
full,43,ROC,0.08045977011494253,0.524822695035461
full,43,ROC,0.09195402298850575,0.524822695035461
full,43,ROC,0.09195402298850575,0.5957446808510638
full,43,ROC,0.10344827586206896,0.5957446808510638
full,43,ROC,0.10344827586206896,0.6028368794326241
full,43,ROC,0.11494252873563218,0.6028368794326241
full,43,ROC,0.11494252873563218,0.6453900709219859
full,43,ROC,0.12643678160919541,0.6453900709219859
full,43,ROC,0.12643678160919541,0.6737588652482269
full,43,ROC,0.13793103448275862,0.6737588652482269
full,43,ROC,0.13793103448275862,0.6808510638297872
full,43,ROC,0.14942528735632185,0.6808510638297872
full,43,ROC,0.14942528735632185,0.6950354609929078
full,43,ROC,0.16091954022988506,0.6950354609929078
full,43,ROC,0.16091954022988506,0.7375886524822695
full,43,ROC,0.20689655172413793,0.7375886524822695
full,43,ROC,0.20689655172413793,0.7446808510638298
full,43,ROC,0.21839080459770116,0.7446808510638298
full,43,ROC,0.21839080459770116,0.7588652482269503
full,43,ROC,0.22988505747126436,0.7588652482269503
full,43,ROC,0.22988505747126436,0.7659574468085106
full,43,ROC,0.25287356321839083,0.7659574468085106
full,43,ROC,0.25287356321839083,0.7801418439716312
full,43,ROC,0.26436781609195403,0.7801418439716312
full,43,ROC,0.26436781609195403,0.7943262411347518
full,43,ROC,0.27586206896551724,0.7943262411347518
full,43,ROC,0.27586206896551724,0.8085106382978723
full,43,ROC,0.2988505747126437,0.8085106382978723
full,43,ROC,0.2988505747126437,0.8226950354609929
full,43,ROC,0.3103448275862069,0.8226950354609929
full,43,ROC,0.3103448275862069,0.8297872340425532
full,43,ROC,0.3218390804597701,0.8297872340425532
full,43,ROC,0.3218390804597701,0.8439716312056738
full,43,ROC,0.3333333333333333,0.8439716312056738
full,43,ROC,0.3333333333333333,0.8652482269503546
full,43,ROC,0.41379310344827586,0.8652482269503546
full,43,ROC,0.41379310344827586,0.900709219858156
full,43,ROC,0.4482758620689655,0.900709219858156
full,43,ROC,0.4482758620689655,0.9148936170212766
full,43,ROC,0.4827586206896552,0.9148936170212766
full,43,ROC,0.4827586206896552,0.9574468085106383
full,43,ROC,0.6436781609195402,0.9574468085106383
full,43,ROC,0.6436781609195402,0.9645390070921985
full,43,ROC,0.6896551724137931,0.9645390070921985
full,43,ROC,0.6896551724137931,0.9716312056737588
full,43,ROC,0.8045977011494253,0.9716312056737588
full,43,ROC,0.8045977011494253,0.9858156028368794
full,43,ROC,0.8160919540229885,0.9858156028368794
full,43,ROC,0.8160919540229885,0.9929078014184397
full,43,ROC,0.9655172413793104,0.9929078014184397
full,43,ROC,0.9655172413793104,1.0
full,43,ROC,1.0,1.0
full,43,PR,1.0,0.618421052631579
full,43,PR,1.0,0.6211453744493393
full,43,PR,1.0,0.6238938053097345
full,43,PR,1.0,0.6266666666666667
full,43,PR,0.9929078014184397,0.625
full,43,PR,0.9929078014184397,0.6278026905829597
full,43,PR,0.9929078014184397,0.6306306306306306
full,43,PR,0.9929078014184397,0.6334841628959276
full,43,PR,0.9929078014184397,0.6363636363636364
full,43,PR,0.9929078014184397,0.639269406392694
full,43,PR,0.9929078014184397,0.6422018348623854
full,43,PR,0.9929078014184397,0.6451612903225806
full,43,PR,0.9929078014184397,0.6481481481481481
full,43,PR,0.9929078014184397,0.6511627906976745
full,43,PR,0.9929078014184397,0.6542056074766355
full,43,PR,0.9929078014184397,0.6572769953051644
full,43,PR,0.9929078014184397,0.660377358490566
full,43,PR,0.9929078014184397,0.6635071090047393
full,43,PR,0.9858156028368794,0.6619047619047619
full,43,PR,0.9858156028368794,0.6650717703349283
full,43,PR,0.9787234042553191,0.6634615384615384
full,43,PR,0.9716312056737588,0.6618357487922706
full,43,PR,0.9716312056737588,0.6650485436893204
full,43,PR,0.9716312056737588,0.6682926829268293
full,43,PR,0.9716312056737588,0.6715686274509803
full,43,PR,0.9716312056737588,0.6748768472906403
full,43,PR,0.9716312056737588,0.6782178217821783
full,43,PR,0.9716312056737588,0.681592039800995
full,43,PR,0.9716312056737588,0.685
full,43,PR,0.9716312056737588,0.6884422110552764
full,43,PR,0.9716312056737588,0.6919191919191919
full,43,PR,0.9716312056737588,0.6954314720812182
full,43,PR,0.9645390070921985,0.6938775510204082
full,43,PR,0.9645390070921985,0.6974358974358974
full,43,PR,0.9645390070921985,0.7010309278350515
full,43,PR,0.9645390070921985,0.7046632124352331
full,43,PR,0.9645390070921985,0.7083333333333334
full,43,PR,0.9574468085106383,0.7068062827225131
full,43,PR,0.9574468085106383,0.7105263157894737
full,43,PR,0.9574468085106383,0.7142857142857143
full,43,PR,0.9574468085106383,0.7180851063829787
full,43,PR,0.9574468085106383,0.7219251336898396
full,43,PR,0.9574468085106383,0.7258064516129032
full,43,PR,0.9574468085106383,0.7297297297297297
full,43,PR,0.9574468085106383,0.7336956521739131
full,43,PR,0.9574468085106383,0.7377049180327869
full,43,PR,0.9574468085106383,0.7417582417582418
full,43,PR,0.9574468085106383,0.7458563535911602
full,43,PR,0.9574468085106383,0.75
full,43,PR,0.9574468085106383,0.7541899441340782
full,43,PR,0.9574468085106383,0.7584269662921348
full,43,PR,0.9574468085106383,0.7627118644067796
full,43,PR,0.950354609929078,0.7613636363636364
full,43,PR,0.9432624113475178,0.76
full,43,PR,0.9361702127659575,0.7586206896551724
full,43,PR,0.9290780141843972,0.7572254335260116
full,43,PR,0.9219858156028369,0.7558139534883721
full,43,PR,0.9148936170212766,0.7543859649122807
full,43,PR,0.9148936170212766,0.7588235294117647
full,43,PR,0.9148936170212766,0.7633136094674556
full,43,PR,0.9148936170212766,0.7678571428571429
full,43,PR,0.9078014184397163,0.7664670658682635
full,43,PR,0.900709219858156,0.7650602409638554
full,43,PR,0.900709219858156,0.7696969696969697
full,43,PR,0.900709219858156,0.774390243902439
full,43,PR,0.900709219858156,0.7791411042944786
full,43,PR,0.8936170212765957,0.7777777777777778
full,43,PR,0.8865248226950354,0.7763975155279503
full,43,PR,0.8794326241134752,0.775
full,43,PR,0.8723404255319149,0.7735849056603774
full,43,PR,0.8652482269503546,0.7721518987341772
full,43,PR,0.8652482269503546,0.7770700636942676
full,43,PR,0.8652482269503546,0.782051282051282
full,43,PR,0.8652482269503546,0.7870967741935484
full,43,PR,0.8652482269503546,0.7922077922077922
full,43,PR,0.8652482269503546,0.7973856209150327
full,43,PR,0.8652482269503546,0.8026315789473685
full,43,PR,0.8652482269503546,0.8079470198675497
full,43,PR,0.8581560283687943,0.8066666666666666
full,43,PR,0.851063829787234,0.8053691275167785
full,43,PR,0.8439716312056738,0.8040540540540541
full,43,PR,0.8439716312056738,0.8095238095238095
full,43,PR,0.8368794326241135,0.8082191780821918
full,43,PR,0.8297872340425532,0.8068965517241379
full,43,PR,0.8297872340425532,0.8125
full,43,PR,0.8226950354609929,0.8111888111888111
full,43,PR,0.8226950354609929,0.8169014084507042
full,43,PR,0.8156028368794326,0.8156028368794326
full,43,PR,0.8085106382978723,0.8142857142857143
full,43,PR,0.8085106382978723,0.8201438848920863
full,43,PR,0.8085106382978723,0.8260869565217391
full,43,PR,0.8014184397163121,0.8248175182481752
full,43,PR,0.7943262411347518,0.8235294117647058
full,43,PR,0.7943262411347518,0.8296296296296296
full,43,PR,0.7872340425531915,0.8283582089552238
full,43,PR,0.7801418439716312,0.8270676691729323
full,43,PR,0.7801418439716312,0.8333333333333334
full,43,PR,0.7730496453900709,0.8320610687022901
full,43,PR,0.7659574468085106,0.8307692307692308
full,43,PR,0.7659574468085106,0.8372093023255814
full,43,PR,0.7659574468085106,0.84375
full,43,PR,0.7588652482269503,0.84251968503937
full,43,PR,0.7588652482269503,0.8492063492063492
full,43,PR,0.75177304964539,0.848
full,43,PR,0.7446808510638298,0.8467741935483871
full,43,PR,0.7446808510638298,0.8536585365853658
full,43,PR,0.7375886524822695,0.8524590163934426
full,43,PR,0.7375886524822695,0.859504132231405
full,43,PR,0.7375886524822695,0.8666666666666667
full,43,PR,0.7375886524822695,0.8739495798319328
full,43,PR,0.7375886524822695,0.8813559322033898
full,43,PR,0.7304964539007093,0.8803418803418803
full,43,PR,0.723404255319149,0.8793103448275862
full,43,PR,0.7163120567375887,0.8782608695652174
full,43,PR,0.7092198581560284,0.8771929824561403
full,43,PR,0.7021276595744681,0.8761061946902655
full,43,PR,0.6950354609929078,0.875
full,43,PR,0.6950354609929078,0.8828828828828829
full,43,PR,0.6879432624113475,0.8818181818181818
full,43,PR,0.6808510638297872,0.8807339449541285
full,43,PR,0.6808510638297872,0.8888888888888888
full,43,PR,0.6737588652482269,0.8878504672897196
full,43,PR,0.6737588652482269,0.8962264150943396
full,43,PR,0.6666666666666666,0.8952380952380953
full,43,PR,0.6595744680851063,0.8942307692307693
full,43,PR,0.6524822695035462,0.8932038834951457
full,43,PR,0.6453900709219859,0.8921568627450981
full,43,PR,0.6453900709219859,0.900990099009901
full,43,PR,0.6382978723404256,0.9
full,43,PR,0.6312056737588653,0.898989898989899
full,43,PR,0.624113475177305,0.8979591836734694
full,43,PR,0.6170212765957447,0.8969072164948454
full,43,PR,0.6099290780141844,0.8958333333333334
full,43,PR,0.6028368794326241,0.8947368421052632
full,43,PR,0.6028368794326241,0.9042553191489362
full,43,PR,0.5957446808510638,0.9032258064516129
full,43,PR,0.5957446808510638,0.9130434782608695
full,43,PR,0.5886524822695035,0.9120879120879121
full,43,PR,0.5815602836879432,0.9111111111111111
full,43,PR,0.574468085106383,0.9101123595505618
full,43,PR,0.5673758865248227,0.9090909090909091
full,43,PR,0.5602836879432624,0.9080459770114943
full,43,PR,0.5531914893617021,0.9069767441860465
full,43,PR,0.5460992907801419,0.9058823529411765
full,43,PR,0.5390070921985816,0.9047619047619048
full,43,PR,0.5319148936170213,0.9036144578313253
full,43,PR,0.524822695035461,0.9024390243902439
full,43,PR,0.524822695035461,0.9135802469135802
full,43,PR,0.5177304964539007,0.9125
full,43,PR,0.5106382978723404,0.9113924050632911
full,43,PR,0.5106382978723404,0.9230769230769231
full,43,PR,0.5035460992907801,0.922077922077922
full,43,PR,0.49645390070921985,0.9210526315789473
full,43,PR,0.48936170212765956,0.92
full,43,PR,0.48936170212765956,0.9324324324324325
full,43,PR,0.48226950354609927,0.9315068493150684
full,43,PR,0.475177304964539,0.9305555555555556
full,43,PR,0.46808510638297873,0.9295774647887324
full,43,PR,0.46099290780141844,0.9285714285714286
full,43,PR,0.45390070921985815,0.927536231884058
full,43,PR,0.44680851063829785,0.9264705882352942
full,43,PR,0.4397163120567376,0.9253731343283582
full,43,PR,0.4326241134751773,0.9242424242424242
full,43,PR,0.425531914893617,0.9230769230769231
full,43,PR,0.425531914893617,0.9375
full,43,PR,0.41843971631205673,0.9365079365079365
full,43,PR,0.41134751773049644,0.9354838709677419
full,43,PR,0.41134751773049644,0.9508196721311475
full,43,PR,0.40425531914893614,0.95
full,43,PR,0.3971631205673759,0.9491525423728814
full,43,PR,0.3900709219858156,0.9482758620689655
full,43,PR,0.3900709219858156,0.9649122807017544
full,43,PR,0.3829787234042553,0.9642857142857143
full,43,PR,0.375886524822695,0.9636363636363636
full,43,PR,0.36879432624113473,0.9629629629629629
full,43,PR,0.3617021276595745,0.9622641509433962
full,43,PR,0.3546099290780142,0.9615384615384616
full,43,PR,0.3475177304964539,0.9607843137254902
full,43,PR,0.3404255319148936,0.96
full,43,PR,0.3333333333333333,0.9591836734693877
full,43,PR,0.3262411347517731,0.9583333333333334
full,43,PR,0.3191489361702128,0.9574468085106383
full,43,PR,0.3120567375886525,0.9565217391304348
full,43,PR,0.3049645390070922,0.9555555555555556
